66d01e40ff9ab07e9f09411746b7afef3c3deb71ba6168b2c3179b3a9815be93,ec1cc4bd4e7c8d06a1dca7e9924949aaa49d4e908c994982d251c30e9747ca70,0194546472b68102ca67e09edf39621505a13206d663d53c7bc83b45270cb377,856df073fd526c178de7e2307954b04770ce02e70334949dace6eb3bcbbf06a5,4f0e1c5b53acb857e4825cc55e6e9194a588c314466ffafe2e2a389114044d35,9c95df0e9a844f6a52989a5f06456d9ead341a7fb56fb63cf383ce9fc2866c52,dcbf0992555c794e0d33626a6337d93c1af93944d710026f61b677416cc89d06,d93d953861b0b138ec4545a1a542d396a5f1580f4619b8167692795acf01809b,055b19e9c40214a66d37e0c3b75dcaaee893da7fad657d2242879cfe63c08621,a6473fd51700aa198a7a77d0493c22543df976e3d8cbc991c15bdb725e7e214f,3e82727a2d25136859e2e79c5a1c29eed7f6ab44b559874cc63d30c2b001f551
"113411","1007005","0","7","1","0","12","","1007005075","",""
"113411","1007005","0.2","svd_talk_thinking","1","","3","","1007005076","","1"
"3","1007005","","","","","93","","1007005077","",""
"113411","1007005","0.2","svd_idle_thinking","1","","3","","1007005078","","1"
"113511","1007005","0","6","1","0","12","","1007005079","",""
"113511","1007005","0.2","svd_talk_normal","1","","3","","1007005080","",""
"3","1007005","","","","","93","","1007005081","",""
"113511","1007005","0.2","svd_idle_normal","1","","3","","1007005082","",""
"113411","1007005","0","9","1","0","12","","1007005083","",""
"113411","1007005","0.2","svd_talk_memory","1","","3","","1007005084","","1"
"3","1007005","","","","","93","","1007005085","",""
"113411","1007005","0.2","svd_idle_memory","1","","3","","1007005086","","1"
"1007005071","1007005","","","","","101","","1007005087","",""
"333","1007005","1","1","1","0","6","1","1007005088","","0"
"113511","1007005","","1","","","4","","1007005089","",""
"113511","1007005","0.2","svd_run","1","","3","","1007005090","",""
"113511","1007005","","-750","-300","","2","0.8","1007005091","","0"
"113411","1007005","","0","","","4","","1007005092","",""
"113411","1007005","0.2","svd_run","1","","3","","1007005093","",""
"113411","1007005","","750","-300","","2","0.8","1007005094","","0"
"0.6","1007005","","","","","93","","1007005095","",""
"113511","1007005","0.2","1","1","0","6","1","1007005096","","0"
"113411","1007005","0.2","1","1","0","6","1","1007005097","","0"
"0","1007005","","","","","91","","1007005098","",""
"2","1007006","2.08","113511","100","0","5","-750","1007006001","svd_idle_normal","-300"
"1","1007006","2.08","113411","100","1","5","650","1007006002","svd_idle_normal","-300"
"3","1007006","1","333","0","0","5","0","1007006003","svd_white_loop","0"
"333","1007006","0","1","1","0","6","1","1007006004","","0"
"113511","1007006","","2","0","","7","0","1007006005","",""
"113511","1007006","","-750","-300","","2","0.5","1007006006","","0"
"113411","1007006","0","1","1","0","6","1","1007006007","","0"
"7","1007006","0","17","-140","","31","-40","1007006008","","0.8"
"17","1007006","","2","0","","34","0","1007006009","",""
"1","1007006","","","","","93","","1007006010","",""
"333","1007006","0.8","1","1","0","6","1","1007006011","","0.4"
"113511","1007006","0.2","svd_idle_see_sad_pre2","0","0","3","svd_idle_see_sad2","1007006012","","1"
"113511","1007006","","-600","-300","","2","1.1","1007006013","","0"
"1","1007006","","","","","93","","1007006014","",""
"17","1007006","","1","","","32","","1007006015","",""
"0","1007006","","","","","91","","1007006016","",""
"113511","1007006","","240","260","","94","0","1007006017","","80"
"17","1007006","","0","","","32","","1007006018","",""
"113511","1007006","0","15","1","0","12","","1007006019","",""
"113511","1007006","0.2","svd_walk_sad2","1","","3","","1007006020","",""
"113511","1007006","","0","2","","7","0","1007006021","",""
"113511","1007006","","-250","-300","","2","2","1007006022","","0"
"2","1007006","","","","","93","","1007006023","",""
"113511","1007006","0.2","svd_idle_sad","1","","3","","1007006024","",""
"0.5","1007006","","","","","93","","1007006025","",""
"0","1007006","","","","","91","","1007006026","",""
"113511","1007006","0.2","svd_talk_sad","1","","3","","1007006027","",""
"vo_svd","1007006","","vo_svd_0621","0","","21","0","1007006028","",""
"113511","1007006","0","一匹も釣れないとは…\n本当に不甲斐ないですわ…","6","0","11","0","1007006029","1","0"
"0","1007006","","","","","91","","1007006030","",""
"113511","1007006","0.2","svd_idle_sad","1","","3","","1007006031","",""
"113411","1007006","0.2","svd_walk_glad","1","","3","","1007006032","",""
"113411","1007006","","250","-300","","2","2","1007006033","","0"
"113411","1007006","0.4","1","1","0","6","1","1007006034","","1"
"2","1007006","","","","","93","","1007006035","",""
"113411","1007006","0.2","svd_idle_normal","1","","3","","1007006036","",""
"0.4","1007006","","","","","93","","1007006037","",""
"113411","1007006","0.2","svd_talk_memory","1","","3","","1007006038","",""
"vo_svd","1007006","","vo_svd_0622","0","","21","0","1007006039","",""
"113411","1007006","0","でも、魚を釣ってるときの\n弟くんかっこよかったね…","6","0","11","0","1007006040","1","0"
"0","1007006","","","","","91","","1007006041","",""
"113411","1007006","0.2","svd_idle_memory","1","","3","","1007006042","",""
"113511","1007006","0.2","svd_talk_memory","1","","3","","1007006043","",""
"vo_svd","1007006","","vo_svd_0623","0","","21","0","1007006044","",""
"113511","1007006","0","えぇ…あんな顔をした\nあのおかたに釣られるなら\n魚も本望でしょう…","6","0","11","0","1007006045","1","0"
"0","1007006","","","","","91","","1007006046","",""
"113511","1007006","0.2","svd_idle_memory","1","","3","","1007006047","",""
"113411","1007006","0.2","svd_talk_normal","1","","3","","1007006048","",""
"vo_svd","1007006","","vo_svd_0624","0","","21","0","1007006049","",""
"113411","1007006","0","でも次は私たちが\nご馳走したいよね！","6","0","11","0","1007006050","1","0"
"0","1007006","","","","","91","","1007006051","",""
"113411","1007006","0.2","svd_idle_normal","1","","3","","1007006052","",""
"113511","1007006","0.2","svd_talk_sad","1","","3","","1007006053","",""
"vo_svd","1007006","","vo_svd_0625","0","","21","0","1007006054","",""
"113511","1007006","0","しかし釣りは思いのほか\n難しいですわ…\nそうなると…","5","0","11","0","1007006055","1","0"
"0","1007006","","","","","91","","1007006056","",""
"113511","1007006","0.2","svd_idle_sad","1","","3","","1007006057","",""
"113411","1007006","0.2","svd_surprise","0","0.2","3","svd_talk_joy2","1007006058","","1"
"vo_svd","1007006","","vo_svd_0626","0","","21","0","1007006059","",""
"113411","1007006","0","…！　素潜り！\n素潜りならいける気がするよ！","6","0","11","0","1007006060","1","0"
"0","1007006","","","","","91","","1007006061","",""
"113411","1007006","0.2","svd_idle_joy2","1","","3","","1007006062","",""
"113511","1007006","0.2","svd_surprise","0","0.2","3","svd_talk_wish","1007006063","","1"
"vo_svd","1007006","","vo_svd_0627","0","","21","0","1007006064","",""
"113511","1007006","0","なるほど！\nさっそく参りましょう！\n深海の主を狩りに！","6","0","11","0","1007006065","1","0"
"3","1007006","","","","","93","","1007006066","",""
"113511","1007006","0.2","svd_attack_standby","0","0.2","3","svd_attack_idle","1007006067","","1"
"1007006065","1007006","","","","","91","","1007006068","",""
"0","1007006","","","","","93","","1007006069","",""
"113511","1007006","0.2","svd_attack_finish","0","0.2","3","svd_idle_normal","1007006070","","1"
"0.4","1007006","","","","","93","","1007006071","",""
"","1007006","","","","","102","","1007006072","",""
"1","1007006","","","","","93","","1007006073","",""
"113511","1007006","0","11","1","0","12","","1007006074","",""
"113511","1007006","0.2","svd_cmn_think","0","0.2","3","svd_idle_thinking","1007006075","","1"
"3","1007006","","","","","93","","1007006076","",""
"113511","1007006","0.2","svd_idle_thinking","1","","3","","1007006077","",""
"113411","1007006","0","4","1","0","12","","1007006078","",""
"113411","1007006","0.2","svd_surprise","0","0.2","3","svd_idle_surprise1","1007006079","","1"
"3","1007006","","","","","93","","1007006080","",""
"113411","1007006","0.2","svd_idle_surprise1","1","","3","","1007006081","","1"
"113511","1007006","0","1","1","0","12","","1007006082","",""
"113511","1007006","0.2","svd_talk_sad","1","","3","","1007006083","",""
"3","1007006","","","","","93","","1007006084","",""
"113511","1007006","0.2","svd_idle_sad","1","","3","","1007006085","",""
"113411","1007006","0","7","1","0","12","","1007006086","",""
"113411","1007006","0.2","svd_talk_normal","1","","3","","1007006087","","1"
"3","1007006","","","","","93","","1007006088","",""
"113411","1007006","0.2","svd_idle_normal","1","","3","","1007006089","","1"
"1007006074","1007006","","","","","101","","1007006090","",""
"333","1007006","1","1","1","0","6","1","1007006091","","0"
"113511","1007006","","1","","","4","","1007006092","",""
"113511","1007006","0.2","svd_run","1","","3","","1007006093","",""
"113511","1007006","","-750","-300","","2","0.8","1007006094","","0"
"113411","1007006","","0","","","4","","1007006095","",""
"113411","1007006","0.2","svd_run","1","","3","","1007006096","",""
"113411","1007006","","750","-300","","2","0.8","1007006097","","0"
"0.6","1007006","","","","","93","","1007006098","",""
"113511","1007006","0.2","1","1","0","6","1","1007006099","","0"
"113411","1007006","0.2","1","1","0","6","1","1007006100","","0"
"0","1007006","","","","","91","","1007006101","",""
"1","1007007","2.08","113511","100","0","5","-250","1007007001","svd_idle_normal","-560"
"2","1007007","2.08","113411","100","1","5","250","1007007002","svd_idle_normal","-560"
"3","1007007","1","333","0","0","5","0","1007007003","svd_white_loop","0"
"333","1007007","0","1","1","0","6","1","1007007004","","0"
"113511","1007007","0","1","1","0","6","1","1007007005","","0"
"113411","1007007","0","1","1","0","6","1","1007007006","","0"
"1","1007007","","","","","93","","1007007007","",""
"333","1007007","0.8","1","1","0","6","1","1007007008","","0.4"
"113511","1007007","0.2","svd_jump2","0","0.2","3","svd_idle_normal","1007007009","","1"
"113411","1007007","0.2","svd_jump2","0","0.2","3","svd_idle_normal","1007007010","","1"
"0.3","1007007","","","","","93","","1007007011","",""
"113511","1007007","","-250","-300","","2","0.75","1007007012","","0"
"113411","1007007","","250","-300","","2","0.75","1007007013","","0"
"113511","1007007","0.4","1","1","0","6","1","1007007014","","1"
"113411","1007007","0.4","1","1","0","6","1","1007007015","","1"
"113511","1007007","0","6","0.2","0","12","","1007007016","",""
"113411","1007007","0","6","0.2","0","12","","1007007017","",""
"1.2","1007007","","","","","93","","1007007018","",""
"0","1007007","","","","","91","","1007007019","",""
"113411","1007007","0.2","svd_idle_normal","1","","3","","1007007020","",""
"113511","1007007","0.2","svd_talk_joy2","1","","3","","1007007021","",""
"vo_svd","1007007","","vo_svd_0721","0","","21","0","1007007022","",""
"113511","1007007","0","お姉ちゃんも弟くんの\n楽しそうな顔が見られて\nうれしかったよ！","7","0","11","0","1007007023","1","0"
"0","1007007","","","","","91","","1007007024","",""
"113511","1007007","0.2","svd_idle_joy2","1","","3","","1007007025","",""
"113411","1007007","0.2","svd_talk_memory","1","","3","","1007007026","",""
"vo_svd","1007007","","vo_svd_0722","0","","21","0","1007007027","",""
"113411","1007007","0","そもそも、あなた様からの\nボールを落とすなんて、絶対に\nあってはいけませんわ…","6","0","11","0","1007007028","1","0"
"0","1007007","","","","","91","","1007007029","",""
"113411","1007007","0.2","svd_idle_memory","1","","3","","1007007030","",""
"113511","1007007","0.2","svd_talk_joy2","1","","3","","1007007031","",""
"vo_svd","1007007","","vo_svd_0723","0","","21","0","1007007032","",""
"113511","1007007","0","その通り！\nどんな場所に来ようと\n必ず打ち返してみせるよ！","6","0","11","0","1007007033","1","0"
"0","1007007","","","","","91","","1007007034","",""
"113511","1007007","0.2","svd_idle_joy2","1","","3","","1007007035","",""
"113411","1007007","0.2","svd_talk_sad","1","","3","","1007007036","",""
"vo_svd","1007007","","vo_svd_0724","0","","21","0","1007007037","",""
"113411","1007007","0","ですが、あなた様からの\n贈り物と考えると、そのまま\n受け止めたくなる誘惑も…","6","0","11","0","1007007038","1","0"
"0","1007007","","","","","91","","1007007039","",""
"113411","1007007","0.2","svd_idle_sad","1","","3","","1007007040","",""
"113511","1007007","0.2","svd_talk_anger","1","","3","","1007007041","",""
"vo_svd","1007007","","vo_svd_0725","0","","21","0","1007007042","",""
"113511","1007007","0","ダメだよ！　誘惑を振り切って\n私たちはボールを返すの！\nそれが…","7","0","11","0","1007007043","1","0"
"4.2","1007007","","","","","93","","1007007044","",""
"113511","1007007","0.2","svd_talk_sad","1","","3","","1007007045","",""
"1007007043","1007007","","","","","91","","1007007046","",""
"113511","1007007","0.2","svd_idle_sad","1","","3","","1007007047","",""
"113411","1007007","0.2","svd_talk_sad","1","","3","","1007007048","",""
"vo_svd","1007007","","vo_svd_0726","0","","21","0","1007007049","",""
"113411","1007007","0","ビーチバレー…\nなんて酷なスポーツ…","5","0","11","0","1007007050","1","0"
"0","1007007","","","","","91","","1007007051","",""
"113411","1007007","0.2","svd_idle_sad","1","","3","","1007007052","",""
"","1007007","","","","","102","","1007007053","",""
"1","1007007","","","","","93","","1007007054","",""
"113511","1007007","0","13","1","0","12","","1007007055","",""
"113511","1007007","0.2","svd_talk_normal","1","","3","","1007007056","",""
"3","1007007","","","","","93","","1007007057","",""
"113511","1007007","0.2","svd_idle_normal","1","","3","","1007007058","",""
"113411","1007007","0","12","1","0","12","","1007007059","",""
"113411","1007007","0.2","svd_talk_sad","1","","3","","1007007060","","1"
"3","1007007","","","","","93","","1007007061","",""
"113411","1007007","0.2","svd_idle_sad","1","","3","","1007007062","","1"
"113511","1007007","0","4","1","0","12","","1007007063","",""
"113511","1007007","0.2","svd_talk_anger","1","","3","","1007007064","",""
"3","1007007","","","","","93","","1007007065","",""
"113511","1007007","0.2","svd_idle_wish","1","","3","","1007007066","",""
"113411","1007007","0","11","1","0","12","","1007007067","",""
"113411","1007007","0.2","svd_talk_wish","1","","3","","1007007068","","1"
"3","1007007","","","","","93","","1007007069","",""
"113411","1007007","0.2","svd_idle_wish","1","","3","","1007007070","","1"
"1007007055","1007007","","","","","101","","1007007071","",""
"333","1007007","1","1","1","0","6","1","1007007072","","0"
"113511","1007007","","1","","","4","","1007007073","",""
"113511","1007007","0.2","svd_run","1","","3","","1007007074","",""
"113511","1007007","","-750","-300","","2","0.8","1007007075","","0"
"113411","1007007","","0","","","4","","1007007076","",""
"113411","1007007","0.2","svd_run","1","","3","","1007007077","",""
"113411","1007007","","750","-300","","2","0.8","1007007078","","0"
"0.6","1007007","","","","","93","","1007007079","",""
"113511","1007007","0.2","1","1","0","6","1","1007007080","","0"
"113411","1007007","0.2","1","1","0","6","1","1007007081","","0"
"0","1007007","","","","","91","","1007007082","",""
"2","1007008","2.08","113511","100","0","5","-650","1007008001","svd_idle_normal","-300"
"1","1007008","2.08","113411","100","1","5","650","1007008002","svd_idle_normal","-300"
"3","1007008","1","333","0","0","5","0","1007008003","svd_white_loop","0"
"333","1007008","0","1","1","0","6","1","1007008004","","0"
"113511","1007008","0","1","1","0","6","1","1007008005","","0"
"113411","1007008","0","1","1","0","6","1","1007008006","","0"
"1","1007008","","","","","93","","1007008007","",""
"333","1007008","0.8","1","1","0","6","1","1007008008","","0.4"
"113511","1007008","0.2","svd_walk_sad","1","","3","","1007008009","",""
"113511","1007008","","-250","-300","","2","2","1007008010","","0"
"113511","1007008","0.4","1","1","0","6","1","1007008011","","1"
"113411","1007008","0.2","svd_walk_sad","1","","3","","1007008012","",""
"113411","1007008","","250","-300","","2","2","1007008013","","0"
"113411","1007008","0.4","1","1","0","6","1","1007008014","","1"
"2","1007008","","","","","93","","1007008015","",""
"0","1007008","","","","","91","","1007008016","",""
"113411","1007008","0.2","svd_idle_sad","1","","3","","1007008017","",""
"113511","1007008","0.2","svd_idle_sad","1","","3","","1007008018","",""
"0.6","1007008","","","","","93","","1007008019","",""
"113511","1007008","0.2","svd_talk_sad","1","","3","","1007008020","",""
"vo_svd","1007008","","vo_svd_0821","0","","21","0","1007008021","",""
"113511","1007008","0","ついに…\n終わってしまったのですね…","6","0","11","0","1007008022","1","0"
"0","1007008","","","","","91","","1007008023","",""
"113511","1007008","0.2","svd_idle_sad","1","","3","","1007008024","",""
"113411","1007008","0.2","svd_talk_sad","1","","3","","1007008025","",""
"vo_svd","1007008","","vo_svd_0822","0","","21","0","1007008026","",""
"113411","1007008","0","弟くんのがんばりを\n見届けられて\nうれしい気持ちと…","6","0","11","0","1007008027","1","0"
"0","1007008","","","","","91","","1007008028","",""
"113411","1007008","0.2","svd_idle_sad","1","","3","","1007008029","",""
"113511","1007008","0.2","svd_talk_sad","1","","3","","1007008030","",""
"vo_svd","1007008","","vo_svd_0823","0","","21","0","1007008031","",""
"113511","1007008","0","もう戻らない一度きりの夏への\n切なさが…","6","0","11","0","1007008032","1","0"
"0","1007008","","","","","91","","1007008033","",""
"113511","1007008","0.2","svd_idle_sad","1","","3","","1007008034","",""
"113411","1007008","0.2","svd_talk_anger","1","","3","","1007008035","",""
"vo_svd","1007008","","vo_svd_0824","0","","21","0","1007008036","",""
"113411","1007008","0","ダメ！　エリコちゃん！\n教室に向かう弟くんを\n笑って見送ろう！","6","0","11","0","1007008037","1","0"
"4","1007008","","","","","93","","1007008038","",""
"113411","1007008","0.2","svd_talk_guts2","0","0.2","3","svd_idle_guts2","1007008039","","1"
"1007008037","1007008","","","","","91","","1007008040","",""
"113411","1007008","0.2","svd_idle_wish","1","","3","","1007008041","",""
"113511","1007008","0.2","svd_talk_thinking","1","","3","","1007008042","",""
"vo_svd","1007008","","vo_svd_0825","0","","21","0","1007008043","",""
"113511","1007008","0","そうですね…！\nそれこそがあのおかたのため。","6","0","11","0","1007008044","1","0"
"3.5","1007008","","","","","93","","1007008045","",""
"113511","1007008","0.2","svd_talk_guts2","0","0.2","3","svd_idle_guts2","1007008046","","1"
"1007008044","1007008","","","","","91","","1007008047","",""
"113511","1007008","0.2","svd_idle_wish","1","","3","","1007008048","",""
"113411","1007008","0.2","svd_cmn_smile1","0","0.2","3","svd_idle_wish","1007008049","","1"
"vo_svd","1007008","","vo_svd_0826","0","","21","0","1007008050","",""
"113411","1007008","0","いってらっしゃい！\n弟くん！","7","0","11","0","1007008051","1","0"
"0","1007008","","","","","91","","1007008052","",""
"113411","1007008","0.2","svd_idle_wish","1","","3","","1007008053","",""
"113511","1007008","0.2","svd_talk_wish2","1","","3","","1007008054","",""
"vo_svd","1007008","","vo_svd_0827","0","","21","0","1007008055","",""
"113511","1007008","0","私たちはいつでもどこでも\nあなた様を見守って\nおりますわ…！","7","0","11","0","1007008056","1","0"
"3","1007008","","","","","93","","1007008057","",""
"113511","1007008","0.2","svd_obsession2","0","0.2","3","svd_idle_wish2","1007008058","","1"
"1007008056","1007008","","","","","91","","1007008059","",""
"","1007008","","","","","102","","1007008060","",""
"1","1007008","","","","","93","","1007008061","",""
"113411","1007008","0","10","1","0","12","","1007008062","",""
"113411","1007008","0.2","svd_talk_normal","1","","3","","1007008063","",""
"3","1007008","","","","","93","","1007008064","",""
"113411","1007008","0.2","svd_idle_normal","1","","3","","1007008065","",""
"113511","1007008","0","12","1","0","12","","1007008066","",""
"113511","1007008","0.2","svd_talk_sad","1","","3","","1007008067","","1"
"3","1007008","","","","","93","","1007008068","",""
"113511","1007008","0.2","svd_idle_sad","1","","3","","1007008069","","1"
"113411","1007008","0","7","1","0","12","","1007008070","",""
"113411","1007008","0.2","svd_talk_guts2","0","0.2","3","svd_idle_guts2","1007008071","","1"
"3","1007008","","","","","93","","1007008072","",""
"113411","1007008","0.2","svd_idle_guts2","1","","3","","1007008073","",""
"113511","1007008","0","7","1","0","12","","1007008074","",""
"113511","1007008","0.2","svd_talk_wish","1","","3","","1007008075","","1"
"3","1007008","","","","","93","","1007008076","",""
"113511","1007008","0.2","svd_idle_wish","1","","3","","1007008077","","1"
"1007008062","1007008","","","","","101","","1007008078","",""
"333","1007008","1","1","1","0","6","1","1007008079","","0"
"113511","1007008","","1","","","4","","1007008080","",""
"113511","1007008","0.2","svd_run","1","","3","","1007008081","",""
"113511","1007008","","-750","-300","","2","0.8","1007008082","","0"
"113411","1007008","","0","","","4","","1007008083","",""
"113411","1007008","0.2","svd_run","1","","3","","1007008084","",""
"113411","1007008","","750","-300","","2","0.8","1007008085","","0"
"0.6","1007008","","","","","93","","1007008086","",""
"113511","1007008","0.2","1","1","0","6","1","1007008087","","0"
"113411","1007008","0.2","1","1","0","6","1","1007008088","","0"
"0","1007008","","","","","91","","1007008089","",""
