4e5dd8e546169069e97c8dd5acd6d1766f237620f0a5feb8184552ce5dc63a8d,ce1f3a91541c99a6d7528360e52e9dd860e72429845df35562394a30051f7a72,92ec3e557e1f028a90622a294b722d1ec642f269aad47e56519ca68b579cb76e,b686e199abd457280daa12fff17bb74625bc745c8a8df760eae19439a0b6507d,35a99d05607ae5c86b1c3b6301bf8962bb733f2a4fe46cbdec099a1fa647d834,858b3b62f7be36d4c1aed4614135210d3bd435efec509a1c532c8b0bc54d04a0,ef594f14f081a75a5effa7ed480fc5cbce7c3d1c48b47ed681f7db96949ab2a7,ac8bcff9d018273c4a7e2e34530753343c2054002e4cc4c169c02d1d30014f36
"109553","109343","30","109432","109074","109073","109552","104601"
"109554","109434","31","109343","10007032","109074","109553","104601"
"10055032","10034032","32","109434","10007033","10007032","109554","104601"
"10055033","10043033","33","10034032","10007034","10007033","10055032","104601"
"10055034","999999","34","10043033","999999","10007034","10055033","104601"
"101551","101281","1","101401","101011","101401","101581","104701"
"101551","102281","2","102493","102014","102491","101581","104701"
"102162","102282","3","102401","103011","102401","102581","104701"
"102163","103311","4","103431","103012","103431","102582","104701"
"103551","103282","5","103401","103013","103401","103581","104701"
"103552","103283","6","103401","104011","103583","103582","104701"
"103583","104311","7","103583","104012","104401","103582","104701"
"104581","104432","8","104491","104013","104012","103583","104701"
"104582","104313","9","104312","104014","104013","104581","104701"
"104553","104284","10","104402","105011","104014","104582","104701"
"105581","105311","11","104433","105012","105011","104583","104701"
"105582","105431","12","105401","105013","105012","105581","104701"
"105583","105313","13","105431","105014","105013","105582","104701"
"105584","105284","14","105491","105015","105014","105583","104701"
"105585","105315","15","105432","105016","105015","105584","104701"
"105586","105316","16","105315","105017","105016","105585","104701"
"105587","105317","17","105316","106011","105017","105586","104701"
"106581","106311","18","105317","106012","106011","105587","104701"
"106582","106312","19","106311","106013","106012","106581","104701"
"106583","106313","20","106312","107011","106013","106582","104701"
"107581","107311","21","106313","107012","107011","106583","104701"
"107582","107312","22","107311","107013","107012","107581","104701"
"107583","107313","23","107312","108011","107013","107582","104701"
"108581","108311","24","107313","108012","108011","107583","104701"
"108582","108282","25","108311","108013","108012","108581","104701"
"108583","108283","26","108282","108014","108013","108582","104701"
"108584","108314","27","108283","109011","108014","108583","104701"
"109581","109311","28","108314","109012","109011","108584","104701"
"109582","109312","29","109311","109013","109012","109581","104701"
"109583","109313","30","109312","109014","109013","109582","104701"
"109584","109314","31","109313","10001032","109014","109583","104701"
"10058032","10031032","32","109314","10001033","10001032","109584","104701"
"10058033","10031033","33","10031032","10001034","10001033","10058032","104701"
"10058034","999999","34","10031033","999999","10001034","10058033","104701"
"101161","101281","1","101431","101161","101191","101581","104801"
"101161","102311","2","102493","102163","102191","101581","104801"
"102162","102282","3","102401","103161","102192","102581","104801"
"102163","103281","4","103431","103162","103191","102582","104801"
"103161","103282","5","103491","103193","103162","103581","104801"
"103162","103283","6","103432","104161","103193","103582","104801"
"103583","104311","7","103553","104162","104191","103401","104801"
"104581","104432","8","104491","104163","104192","103553","104801"
"104552","104402","9","104432","104164","104193","104551","104801"
"104553","104314","10","104402","105161","104194","104552","104801"
"105551","105311","11","104433","105162","105191","104553","104801"
"105582","105431","12","105401","105163","105192","105551","104801"
"105583","105313","13","105431","105164","105193","105552","104801"
"105584","105314","14","105491","105165","105194","105553","104801"
"105585","105315","15","105432","105166","105195","105554","104801"
"105586","105316","16","105315","105167","105196","105555","104801"
"105587","105317","17","105316","106161","105197","105556","104801"
"106581","106311","18","105317","106192","106191","105557","104801"
"106582","106312","19","106311","106163","106192","106551","104801"
"106583","106313","20","106312","107161","106193","106552","104801"
"107581","107311","21","106313","107162","107191","106553","104801"
"107582","107312","22","107311","107163","107192","107551","104801"
"107583","107313","23","107312","108161","107193","107552","104801"
"108581","108281","24","107313","108162","108191","107553","104801"
"108582","108282","25","108281","108163","108192","108551","104801"
"108583","108283","26","108282","108164","108193","108552","104801"
"108584","108284","27","108283","109161","108194","108553","104801"
"109581","109281","28","108284","109162","109191","108554","104801"
"109582","109282","29","109281","109163","109192","109551","104801"
"109583","109283","30","109282","109164","109193","109552","104801"
"109584","109284","31","109283","10016032","109194","109553","104801"
"10058032","10028032","32","109284","10016033","10019032","109554","104801"
"10058033","10028033","33","10028032","10016034","10019033","10055032","104801"
"10058034","999999","34","10028033","999999","10019034","10055033","104801"
"101551","101281","1","101401","101011","101011","101581","104901"
"101551","102281","2","102493","102014","102011","101551","104901"
"102551","102282","3","102401","103011","102014","102581","104901"
"102552","103311","4","103431","103012","103011","102552","104901"
"103551","103282","5","103491","103013","103012","103581","104901"
"103552","103283","6","103491","104011","103013","103582","104901"
"103583","104311","7","103553","104012","104491","103552","104901"
"104581","104432","8","104401","104013","104012","103553","104901"
"104582","104283","9","104432","104014","104013","104551","104901"
"104583","104314","10","104402","105011","104014","104552","104901"
"105581","105311","11","104433","105012","105011","104583","104901"
"105582","105342","12","105401","105013","105012","105581","104901"
"105583","105313","13","105431","105014","105013","105582","104901"
"105584","105314","14","105491","105015","105014","105583","104901"
"105585","105315","15","105432","105016","105015","105584","104901"
"105586","105316","16","105315","105017","105016","105585","104901"
"105587","105317","17","105316","106011","105017","105586","104901"
"106581","106311","18","105317","106012","106011","105587","104901"
"106582","106312","19","106311","106013","106012","106581","104901"
"106583","106313","20","106312","107011","106013","106582","104901"
"107581","107311","21","106313","107012","107011","106583","104901"
"107582","107312","22","107311","107013","107012","107581","104901"
"107583","107313","23","107312","108011","107013","107582","104901"
"108581","108311","24","107313","108012","108011","107583","104901"
"108582","108282","25","108311","108013","108012","108581","104901"
"108583","108283","26","108282","108014","108013","108582","104901"
"108584","108314","27","108283","109011","108014","108583","104901"
"109581","109311","28","108314","109012","109011","108584","104901"
"109582","109312","29","109311","109013","109012","109581","104901"
"109583","109313","30","109312","109014","109013","109582","104901"
"109584","109314","31","109313","10001032","109014","109583","104901"
"10058032","10031032","32","109314","10001033","10001032","109584","104901"
"10058033","10031033","33","10031032","10001034","10001033","10058032","104901"
"10058034","999999","34","10031033","999999","10001034","10058033","104901"
"101611","101371","1","101521","101251","101251","101611","105001"
"101611","102371","2","102461","102222","102221","101611","105001"
"102611","102372","3","102521","103221","102222","102611","105001"
"102613","103521","4","103611","103252","103221","102613","105001"
"103611","103371","5","103522","103222","103252","103611","105001"
"103371","103372","6","103522","104221","103222","103613","105001"
"103222","104371","7","103614","104222","104221","103613","105001"
"104611","104522","8","104221","104223","104222","103614","105001"
"104612","104462","9","104222","104224","104223","104611","105001"
"104613","104463","10","104223","105221","104224","104612","105001"
"105611","105521","11","104224","105222","105221","104613","105001"
"105612","105372","12","105221","105223","105222","105611","105001"
"105613","105373","13","105222","105224","105223","105612","105001"
"105614","105523","14","105223","105225","105224","105613","105001"
"105615","105375","15","105224","105226","105225","105614","105001"
"105616","105376","16","105225","105227","105226","105615","105001"
"105617","105377","17","105226","106221","105227","105616","105001"
"106611","106371","18","105227","106222","106221","105617","105001"
"106612","106372","19","106221","106223","106222","106611","105001"
"106613","106373","20","106222","107221","106223","106612","105001"
"107611","107371","21","106223","107222","107221","106613","105001"
"107612","107372","22","107221","107223","107222","107611","105001"
"107613","107373","23","107222","108221","107223","107612","105001"
"108611","108521","24","107223","108222","108221","107613","105001"
"108612","108462","25","108221","108223","108222","108611","105001"
"108613","108523","26","108222","108224","108223","108612","105001"
"108614","108524","27","108223","109221","108224","108613","105001"
"109611","109461","28","108224","109222","109221","108614","105001"
"109612","109522","29","109221","109223","109222","109611","105001"
"109613","109463","30","109222","109224","109223","109612","105001"
"109614","109524","31","109223","10022032","109224","109613","105001"
"10061032","10046032","32","109224","10022033","10022032","109614","105001"
"10061033","10046033","33","10022032","10022034","10022033","10061032","105001"
"10061034","999999","34","10022033","999999","10022034","10061033","105001"
"101551","101011","1","101401","101011","101011","101551","105101"
"101551","102281","2","102493","102013","102011","101551","105101"
"102551","102013","3","102401","103011","102013","102551","105101"
"102552","103311","4","103431","103012","103011","102552","105101"
"103551","103282","5","103401","103013","103012","103551","105101"
"103552","103283","6","103401","104011","103013","103552","105101"
"103583","104281","7","103553","104012","104011","103552","105101"
"104581","104312","8","104491","104013","104012","103553","105101"
"104582","104402","9","104282","104014","104013","104551","105101"
"104583","104314","10","104283","105011","104014","104552","105101"
"105581","105311","11","104284","105012","105011","104553","105101"
"105552","105431","12","105281","105013","105012","105551","105101"
"105553","105313","13","105282","105014","105013","105552","105101"
"105554","105314","14","105283","105015","105014","105553","105101"
"105555","105402","15","105284","105016","105015","105554","105101"
"105556","105433","16","105402","105017","105016","105555","105101"
"105557","105403","17","105433","106011","105017","105556","105101"
"106551","106401","18","105403","106012","106011","105557","105101"
"106552","106431","19","106401","106013","106012","106551","105101"
"106553","106343","20","106431","107011","106013","106552","105101"
"107551","107341","21","106343","107012","107011","106553","105101"
"107552","107342","22","107341","107013","107012","107551","105101"
"107553","107343","23","107342","108011","107013","107552","105101"
"108551","108431","24","107343","108012","108011","107553","105101"
"108552","108492","25","108431","108013","108012","108551","105101"
"108553","108343","26","108492","108014","108013","108552","105101"
"108554","108494","27","108343","109011","108014","108553","105101"
"109551","109401","28","108494","109012","109011","108554","105101"
"109552","109402","29","109401","109013","109012","109551","105101"
"109553","109283","30","109402","109014","109013","109552","105101"
"109554","109284","31","109283","10001032","109014","109553","105101"
"10055032","10040032","32","109284","10001033","10001032","109554","105101"
"10055033","10040033","33","10040032","10001034","10001033","10055032","105101"
"10055034","999999","34","10040033","999999","10001034","10055033","105101"
"101431","101281","1","101401","101011","101161","101581","105201"
"101401","102311","2","102493","102013","102162","101581","105201"
"102581","102312","3","102401","103011","102163","102581","105201"
"102401","103311","4","103431","103012","103161","102582","105201"
"103581","103282","5","103491","103013","103162","103581","105201"
"103401","103283","6","103491","104011","103193","103552","105201"
"103583","104311","7","103583","104012","104161","103491","105201"
"104581","104312","8","104401","104013","104162","103583","105201"
"104582","104283","9","104312","104014","104163","104581","105201"
"104583","104314","10","104313","105011","104164","104582","105201"
"105581","105311","11","104314","105012","105161","104583","105201"
"105582","105312","12","105311","105013","105162","105581","105201"
"105583","105313","13","105312","105014","105163","105582","105201"
"105584","105314","14","105313","105015","105164","105583","105201"
"105585","105315","15","105314","105016","105165","105584","105201"
"105586","105316","16","105315","105017","105166","105585","105201"
"105587","105317","17","105316","106011","105167","105586","105201"
"106581","106311","18","105317","106162","106161","105587","105201"
"106582","106312","19","106311","106163","106162","106581","105201"
"106583","106313","20","106312","107161","106163","106582","105201"
"107581","107311","21","106313","107162","107161","106583","105201"
"107582","107312","22","107311","107163","107162","107581","105201"
"107583","107313","23","107312","108161","107163","107582","105201"
"108581","108311","24","107313","108162","108161","107583","105201"
"108582","108492","25","108311","108163","108162","108581","105201"
"108583","108313","26","108492","108164","108163","108582","105201"
"108584","108314","27","108313","109161","108164","108583","105201"
"109581","109311","28","108314","109162","109161","108584","105201"
"109582","109312","29","109311","109163","109162","109581","105201"
"109583","109313","30","109312","109164","109163","109582","105201"
"109584","109314","31","109313","10016032","109164","109583","105201"
"10058032","10031032","32","109314","10016033","10016032","109584","105201"
"10058033","10031033","33","10031032","10016034","10016033","10058032","105201"
"10058034","999999","34","10031033","999999","10016034","10058033","105201"
"101011","101281","1","101401","101011","101071","101581","105301"
"101011","102281","2","102491","102013","102071","101581","105301"
"102581","102282","3","102401","103071","102013","102581","105301"
"102013","103281","4","103431","103012","103011","102582","105301"
"103011","103282","5","103401","103072","103012","103581","105301"
"103012","103343","6","103401","104011","103072","103582","105301"
"103013","104281","7","103553","104012","104071","103582","105301"
"104551","104342","8","104401","104013","104072","103583","105301"
"104552","104343","9","104342","104014","104073","104581","105301"
"104554","104344","10","104343","105011","104074","104582","105301"
"105551","105341","11","104344","105012","105071","104583","105301"
"105552","105312","12","105341","105013","105072","105581","105301"
"105553","105283","13","105342","105014","105073","105582","105301"
"105554","105284","14","105343","105015","105074","105583","105301"
"105555","105402","15","105344","105016","105075","105584","105301"
"105556","105433","16","105402","105017","105076","105585","105301"
"105557","105403","17","105433","106011","105077","105586","105301"
"106551","106401","18","105403","106012","106071","105587","105301"
"106552","106431","19","106401","106013","106072","106581","105301"
"106553","106343","20","106431","107011","106073","106582","105301"
"107551","107281","21","106343","107012","107071","106583","105301"
"107552","107342","22","107281","107013","107072","107581","105301"
"107553","107343","23","107342","108011","107073","107582","105301"
"108551","108431","24","107343","108012","108071","107583","105301"
"108552","108492","25","108431","108013","108072","108581","105301"
"108553","108343","26","108492","108014","108073","108582","105301"
"108554","108494","27","108343","109011","108074","108583","105301"
"109551","109401","28","108494","109012","109071","108584","105301"
"109552","109402","29","109401","109013","109072","109581","105301"
"109553","109343","30","109402","109014","109073","109582","105301"
"109554","109494","31","109343","10001032","109074","109583","105301"
"10055032","10034032","32","109494","10001033","10007032","109584","105301"
"10055033","10040033","33","10034032","10001034","10007033","10058032","105301"
"10055034","999999","34","10040033","999999","10007034","10058033","105301"
"101581","101281","1","101431","101101","101101","101551","105401"
"101581","102341","2","102491","102101","102071","101551","105401"
"102581","102342","3","102432","103071","102101","102551","105401"
"102582","103341","4","103431","103101","103071","102552","105401"
"103581","103342","5","103432","103072","103101","103551","105401"
"103552","103343","6","103401","104101","103072","103342","105401"
"103553","104341","7","103583","104102","104101","103582","105401"
"104581","104432","8","104491","104103","104102","103583","105401"
"104582","104343","9","104102","104104","104103","104551","105401"
"104553","104344","10","104343","105101","104104","104552","105401"
"105551","105341","11","104344","105102","105101","104553","105401"
"105582","105342","12","105341","105103","105102","105551","105401"
"105583","105283","13","105342","105104","105103","105552","105401"
"105584","105284","14","105343","105105","105104","105553","105401"
"105585","105345","15","105344","105106","105105","105554","105401"
"105586","105346","16","105345","105107","105106","105555","105401"
"105587","105347","17","105346","106101","105107","105556","105401"
"106581","106281","18","105347","106102","106101","105557","105401"
"106582","106342","19","106281","106103","106102","106551","105401"
"106583","106491","20","106342","107101","106103","106552","105401"
"107581","107281","21","106491","107102","107101","106553","105401"
"107582","107342","22","107281","107103","107102","107551","105401"
"107583","107343","23","107342","108101","107103","107552","105401"
"108581","108281","24","107343","108102","108101","107553","105401"
"108582","108312","25","108281","108103","108102","108551","105401"
"108583","108313","26","108312","108104","108103","108552","105401"
"108584","108314","27","108313","109101","108104","108553","105401"
"109581","109401","28","108314","109102","109101","108554","105401"
"109582","109402","29","109401","109103","109102","109551","105401"
"109583","109343","30","109402","109104","109103","109552","105401"
"109584","109494","31","109343","10010032","109104","109553","105401"
"10058032","10040032","32","109494","10010033","10010032","109554","105401"
"10058033","10040033","33","10040032","10010034","10010033","10055032","105401"
"10058034","999999","34","10040033","999999","10010034","10055033","105401"
"101581","101281","1","101431","101161","101161","101551","105501"
"101581","102341","2","102491","102163","102162","101551","105501"
"102581","102342","3","102432","103161","102163","102551","105501"
"102582","103341","4","103431","103162","103161","102552","105501"
"103581","103342","5","103432","103193","103162","103551","105501"
"103552","103343","6","103401","104161","103193","103342","105501"
"103553","104281","7","103583","104162","104161","103582","105501"
"104581","104432","8","104491","104163","104162","103583","105501"
"104582","104283","9","104282","104164","104163","104581","105501"
"104583","104433","10","104283","105161","104164","104582","105501"
"105581","105281","11","104433","105162","105161","104583","105501"
"105582","105282","12","105401","105163","105162","105581","105501"
"105583","105491","13","105431","105164","105163","105582","105501"
"105584","105432","14","105491","105165","105164","105583","105501"
"105585","105402","15","105432","105166","105165","105584","105501"
"105586","105433","16","105402","105167","105166","105585","105501"
"105587","105403","17","105433","106161","105167","105586","105501"
"106581","106401","18","105403","106162","106161","105587","105501"
"106582","106431","19","106401","106163","106162","106581","105501"
"106583","106491","20","106431","107161","106163","106582","105501"
"107581","107281","21","106491","107162","107161","106583","105501"
"107582","107342","22","107281","107163","107162","107581","105501"
"107583","107343","23","107342","108161","107163","107582","105501"
"108581","108281","24","107343","108162","108161","107583","105501"
"108582","108282","25","108281","108163","108162","108581","105501"
"108583","108283","26","108282","108164","108163","108582","105501"
"108584","108314","27","108283","109161","108164","108583","105501"
"109581","109311","28","108314","109162","109161","108584","105501"
"109582","109312","29","109311","109163","109162","109581","105501"
"109583","109313","30","109312","109164","109163","109582","105501"
"109584","109314","31","109313","10016032","109164","109583","105501"
"10058032","10028032","32","109314","10016033","10016032","109584","105501"
"10058033","10028033","33","10028032","10016034","10016033","10058032","105501"
"10058034","999999","34","10028033","999999","10016034","10058033","105501"
"101581","101281","1","101431","101011","101011","101581","105601"
"101581","102341","2","102431","102041","102071","101581","105601"
"102581","102342","3","102432","103071","102041","102581","105601"
"102582","103341","4","103431","103041","103071","102582","105601"
"103581","103342","5","103432","103042","103041","103581","105601"
"103582","103343","6","103432","104041","103042","103582","105601"
"103583","104341","7","103583","104042","104041","103582","105601"
"104581","104342","8","104431","104043","104042","103583","105601"
"104582","104343","9","104432","104044","104043","104581","105601"
"104583","104344","10","104402","105041","104044","104582","105601"
"105581","105341","11","104433","105042","105041","104583","105601"
"105582","105342","12","105401","105043","105042","105581","105601"
"105583","105283","13","105431","105044","105043","105582","105601"
"105584","105344","14","105491","105045","105044","105583","105601"
"105585","105402","15","105344","105046","105045","105584","105601"
"105586","105433","16","105402","105047","105046","105585","105601"
"105587","105403","17","105433","106041","105047","105586","105601"
"106581","106401","18","105403","106042","106041","105587","105601"
"106582","106431","19","106401","106043","106042","106581","105601"
"106583","106491","20","106431","107041","106043","106582","105601"
"107581","107281","21","106491","107042","107041","106583","105601"
"107582","107342","22","107281","107043","107042","107581","105601"
"107583","107343","23","107342","108041","107043","107582","105601"
"108581","108281","24","107343","108042","108041","107583","105601"
"108582","108312","25","108281","108043","108042","108581","105601"
"108583","108313","26","108312","108044","108043","108582","105601"
"108584","108314","27","108313","109041","108044","108583","105601"
"109581","109311","28","108314","109042","109041","108584","105601"
"109582","109312","29","109311","109043","109042","109581","105601"
"109583","109313","30","109312","109044","109043","109582","105601"
"109584","109314","31","109313","10004032","109044","109583","105601"
"10058032","10031032","32","109314","10004033","10004032","109584","105601"
"10058033","10031033","33","10031032","10004034","10004033","10058032","105601"
"10058034","999999","34","10031033","999999","10004034","10058033","105601"
"101011","101281","1","101401","101011","101011","101551","105701"
"101551","102281","2","102493","102013","102011","101551","105701"
"102011","102282","3","102401","103011","102013","102551","105701"
"102552","103281","4","103431","103012","103011","102552","105701"
"103071","103282","5","103401","103013","103012","103551","105701"
"103552","103283","6","103401","104011","103013","103552","105701"
"103013","104281","7","103553","104012","104011","103552","105701"
"104551","104282","8","104011","104013","104012","103553","105701"
"104552","104402","9","104012","104014","104013","104551","105701"
"104554","104284","10","104013","105011","104014","104552","105701"
"105551","105281","11","104014","105012","105011","104553","105701"
"105552","105282","12","105011","105013","105012","105551","105701"
"105553","105343","13","105012","105014","105013","105552","105701"
"105554","105284","14","105013","105015","105014","105553","105701"
"105555","105285","15","105014","105016","105015","105554","105701"
"105556","105286","16","105015","105017","105016","105555","105701"
"105557","105287","17","105016","106011","105017","105556","105701"
"106551","106281","18","105017","106012","106011","105557","105701"
"106552","106282","19","106011","106013","106012","106551","105701"
"106553","106283","20","106012","107011","106013","106552","105701"
"107551","107341","21","106013","107012","107011","106553","105701"
"107552","107282","22","107011","107013","107012","107551","105701"
"107553","107493","23","107012","108011","107013","107552","105701"
"108551","108431","24","107013","108012","108011","107553","105701"
"108552","108342","25","108011","108013","108012","108551","105701"
"108553","108343","26","108012","108014","108013","108552","105701"
"108554","108494","27","108013","109011","108014","108553","105701"
"109551","109341","28","108014","109012","109011","108554","105701"
"109552","109432","29","109011","109013","109012","109551","105701"
"109553","109493","30","109012","109014","109013","109552","105701"
"109554","109494","31","109013","10001032","109014","109553","105701"
"10055032","10034032","32","109014","10001033","10001032","109554","105701"
"10055033","10043033","33","10001032","10001034","10001033","10055032","105701"
"10055034","999999","34","10001033","999999","10001034","10055033","105701"
"101551","101281","1","101401","101011","101071","101581","105801"
"101431","102311","2","102493","102013","102011","101581","105801"
"102011","102282","3","102401","103011","102401","102551","105801"
"102401","103311","4","103581","103012","103011","102582","105801"
"103581","103282","5","103432","103013","103401","103551","105801"
"103401","103283","6","103491","104011","103013","103582","105801"
"103583","104311","7","103583","104012","104491","103401","105801"
"104581","104432","8","104491","104013","104012","103583","105801"
"104582","104283","9","104282","104014","104013","104581","105801"
"104583","104314","10","104283","105011","104014","104582","105801"
"105581","105281","11","104433","105012","105011","104583","105801"
"105582","105431","12","105281","105013","105012","105581","105801"
"105583","105313","13","105282","105014","105013","105582","105801"
"105584","105314","14","105283","105015","105014","105583","105801"
"105585","105315","15","105284","105016","105015","105584","105801"
"105586","105316","16","105315","105017","105016","105585","105801"
"105587","105317","17","105316","106011","105017","105586","105801"
"106581","106311","18","105317","106012","106011","105587","105801"
"106582","106312","19","106311","106013","106012","106581","105801"
"106583","106313","20","106312","107011","106013","106582","105801"
"107581","107311","21","106313","107012","107011","106583","105801"
"107582","107312","22","107311","107013","107012","107581","105801"
"107583","107313","23","107312","108011","107013","107582","105801"
"108581","108311","24","107313","108012","108011","107583","105801"
"108582","108312","25","108311","108013","108012","108581","105801"
"108583","108313","26","108312","108014","108013","108582","105801"
"108584","108314","27","108313","109011","108014","108583","105801"
"109581","109311","28","108314","109012","109011","108584","105801"
"109582","109312","29","109311","109013","109012","109581","105801"
"109583","109313","30","109312","109014","109013","109582","105801"
"109584","109314","31","109313","10001032","109014","109583","105801"
"10058032","10031032","32","109314","10001033","10001032","109584","105801"
"10058033","10031033","33","10031032","10001034","10001033","10058032","105801"
"10058034","999999","34","10031033","999999","10001034","10058033","105801"
"101581","101281","1","101431","101161","101161","101551","105901"
"101581","102341","2","102491","102163","102162","101551","105901"
"102581","102342","3","102432","103161","102163","102551","105901"
"102582","103341","4","103431","103162","103161","102552","105901"
"103581","103342","5","103432","103193","103162","103551","105901"
"103552","103343","6","103401","104161","103193","103342","105901"
"103553","104341","7","103583","104162","104161","103582","105901"
"104581","104432","8","104491","104163","104162","103583","105901"
"104582","104343","9","104342","104164","104163","104581","105901"
"104583","104433","10","104343","105161","104164","104582","105901"
"105581","105401","11","104433","105162","105161","104583","105901"
"105582","105342","12","105401","105163","105162","105581","105901"
"105583","105283","13","105431","105164","105163","105582","105901"
"105584","105432","14","105491","105165","105164","105583","105901"
"105585","105402","15","105344","105166","105165","105584","105901"
"105586","105433","16","105402","105167","105166","105585","105901"
"105587","105347","17","105433","106161","105167","105586","105901"
"106581","106401","18","105347","106162","106161","105587","105901"
"106582","106431","19","106401","106163","106162","106581","105901"
"106583","106491","20","106431","107161","106163","106582","105901"
"107581","107341","21","106491","107162","107161","106583","105901"
"107582","107342","22","107341","107163","107162","107581","105901"
"107583","107343","23","107342","108161","107163","107582","105901"
"108581","108281","24","107343","108162","108161","107583","105901"
"108582","108282","25","108281","108163","108162","108581","105901"
"108583","108283","26","108282","108164","108163","108582","105901"
"108584","108314","27","108283","109161","108164","108583","105901"
"109581","109281","28","108314","109162","109161","108584","105901"
"109582","109282","29","109281","109163","109162","109581","105901"
"109583","109283","30","109282","109164","109163","109582","105901"
"109584","109284","31","109283","10016032","109164","109583","105901"
"10058032","10028032","32","109284","10016033","10016032","109584","105901"
"10058033","10028033","33","10028032","10016034","10016033","10058032","105901"
"10058034","999999","34","10028033","999999","10016034","10058033","105901"
"101611","101371","1","101521","101251","101251","101611","106001"
"101611","102371","2","102461","102222","102221","101611","106001"
"102611","102372","3","102521","103221","102222","102611","106001"
"102613","103521","4","103521","103252","103221","102613","106001"
"103611","103371","5","103522","103222","103252","103611","106001"
"103371","103372","6","103522","104221","103222","103613","106001"
"103222","104371","7","103614","104222","104221","103613","106001"
"104611","104522","8","104221","104223","104222","103614","106001"
"104612","104462","9","104222","104224","104223","104611","106001"
"104613","104463","10","104223","105221","104224","104612","106001"
"105611","105521","11","104224","105222","105221","104613","106001"
"105612","105372","12","105221","105223","105222","105611","106001"
"105613","105373","13","105222","105224","105223","105612","106001"
"105614","105523","14","105223","105225","105224","105613","106001"
"105615","105375","15","105224","105226","105225","105614","106001"
"105616","105376","16","105225","105227","105226","105615","106001"
"105617","105377","17","105226","106221","105227","105616","106001"
"106611","106371","18","105227","106222","106221","105617","106001"
"106612","106372","19","106221","106223","106222","106611","106001"
"106613","106373","20","106222","107221","106223","106612","106001"
"107611","107371","21","106223","107222","107221","106613","106001"
"107612","107372","22","107221","107223","107222","107611","106001"
"107613","107373","23","107222","108221","107223","107612","106001"
"108611","108521","24","107223","108222","108221","107613","106001"
"108612","108462","25","108221","108223","108222","108611","106001"
"108613","108523","26","108222","108224","108223","108612","106001"
"108614","108524","27","108223","109221","108224","108613","106001"
"109611","109461","28","108224","109222","109221","108614","106001"
"109612","109522","29","109221","109223","109222","109611","106001"
"109613","109463","30","109222","109224","109223","109612","106001"
"109614","109524","31","109223","10022032","109224","109613","106001"
"10061032","10046032","32","109224","10022033","10022032","109614","106001"
"10061033","10046033","33","10022032","10022034","10022033","10061032","106001"
"10061034","999999","34","10022033","999999","10022034","10061033","106001"
"101581","101281","1","101401","101071","101071","101551","106101"
"101581","102281","2","102493","102013","102071","101551","106101"
"102581","102282","3","102401","103071","102013","102551","106101"
"102582","103281","4","103431","103012","103071","102552","106101"
"103581","103282","5","103401","103072","103012","103551","106101"
"103582","103283","6","103401","104071","103072","103552","106101"
"103583","104281","7","103553","104072","104071","103552","106101"
"104551","104282","8","104011","104073","104072","103553","106101"
"104552","104402","9","104012","104074","104013","104551","106101"
"104554","104284","10","104013","105071","104074","104552","106101"
"105551","105341","11","104014","105072","105071","104554","106101"
"105552","105282","12","105011","105073","105072","105551","106101"
"105553","105343","13","105012","105074","105073","105552","106101"
"105554","105284","14","105013","105075","105074","105553","106101"
"105555","105285","15","105014","105076","105075","105554","106101"
"105556","105286","16","105015","105077","105076","105555","106101"
"105557","105287","17","105016","106071","105077","105556","106101"
"106551","106341","18","105017","106072","106071","105557","106101"
"106552","106342","19","106011","106073","106072","106551","106101"
"106553","106283","20","106012","107071","106073","106552","106101"
"107551","107491","21","106013","107072","107071","106553","106101"
"107552","107492","22","107011","107073","107072","107551","106101"
"107553","107493","23","107012","108071","107073","107552","106101"
"108551","108401","24","107013","108072","108071","107553","106101"
"108552","108492","25","108011","108073","108072","108551","106101"
"108553","108403","26","108012","108074","108073","108552","106101"
"108554","108494","27","108013","109071","108074","108553","106101"
"109551","109341","28","108014","109072","109071","108554","106101"
"109552","109432","29","109011","109073","109072","109551","106101"
"109553","109493","30","109012","109074","109073","109552","106101"
"109554","109434","31","109013","10007032","109074","109553","106101"
"10055032","10034032","32","109014","10007033","10007032","109554","106101"
"10055033","10043033","33","10001032","10007034","10007033","10055032","106101"
"10055034","999999","34","10001033","999999","10007034","10055033","106101"
"101131","101281","1","101551","101131","101131","101551","106301"
"101131","102341","2","102551","102131","102071","101551","106301"
"102071","102342","3","102552","103071","102131","102551","106301"
"102131","103341","4","103431","103131","103071","102552","106301"
"103071","103342","5","103342","103132","103131","103551","106301"
"103131","103343","6","103432","104131","103132","103552","106301"
"103132","104341","7","103553","104132","104131","103582","106301"
"104551","104342","8","104131","104133","104132","103553","106301"
"104552","104343","9","104132","104134","104133","104551","106301"
"104554","104433","10","104133","105131","104134","104552","106301"
"105551","105341","11","104134","105132","105131","104553","106301"
"105552","105282","12","105131","105133","105132","105551","106301"
"105553","105343","13","105132","105134","105133","105552","106301"
"105554","105344","14","105133","105135","105134","105553","106301"
"105555","105345","15","105134","105136","105135","105554","106301"
"105556","105286","16","105135","105137","105136","105555","106301"
"105557","105287","17","105136","106131","105137","105556","106301"
"106551","106341","18","105137","106132","106131","105557","106301"
"106552","106282","19","106131","106133","106132","106551","106301"
"106553","106343","20","106132","107131","106133","106552","106301"
"107551","107491","21","106133","107132","107131","106553","106301"
