0872fe8e66ec21216ff545a51dba6593ac8ff2aa664ea058e543e47d144bbd4f,5aa90016233c92224a700ec8bbee7db67d5f90e9f9f1d573ba763cb37b4445bd,197cc421259186504cf7000d233b512993a81165166f22b3d2b3165352f2b6e0,fd877cc3218b9218f94bf3025daa2e8119e89534141eb7bd466c98c98f07b617,c9a39488f044dfc81bb6d86c3046d8933c73ad5a00741f881864675b62b74826,7536c81fac2644f001dc5f7b115f79c0c1b7454153318dbdefe85fb09800e47b,9479d20b1212f4063a673a982e71fc0ad4e07cdfa31460f32fda9bab050005a9,17cc51ff88cdb03467513554e24fb07b3c7b6c2d7bbe8279efcd3955c5c11ddb,b92f65d722777a5a46b47edcfacbd17bd209b587a5b5a6aacb01e9906909804d,6ea473da97cb22c2c08331d54bdbcbd0fb72acaa99a74771f0fab7d21187249f,b33f569876cffddce8930446bbde9b86615a62235daa2a1b62fbf2218fce8ecf
"shock_to_surprise","","131711","3","5152063","0.2","0","63065","","1","surprise_idle"
"empty","","1","3","5152063","0.2","1","63066","","",""
"doya_in_sad","0","132011","3","5152063","0.2","0","63067","","1","doya_talk_sad"
"vo_rag_5009","","vo_rag","21","5152063","","0","63068","","","0"
"これがアイドル…とても過酷だ\nところで…まだ他にも\n色々なタイソーがあるんだろう？","0","132011","11","5152063","0","10","63069","0","1","1"
"","","0","91","5152063","","0","63070","","","0"
"doya_talk","","132011","3","5152063","0.2","1","63071","","",""
"vo_rag_5010","","vo_rag","21","5152063","","0","63072","","","0"
"そちらもぜひご教授願いたいね\nああ、ボクは見ているだけで\n大丈夫だよ","0","132011","11","5152063","0","10","63073","0","1","1"
"","","0","91","5152063","","0","63074","","","0"
"doya_idle","","132011","3","5152063","0.2","1","63075","","",""
"sad_talk_anger","","131711","3","5152063","0.2","1","63076","","",""
"vo_rag_5011","","vo_rag","21","5152063","","0","63077","","","0"
"さすがは『強欲の魔女』\n体力は絶望的でも、\nその知的好奇心は無限なのね","0","131711","11","5152063","0","10","63078","0","1","1"
"","","0","91","5152063","","0","63079","","","0"
"doya_to_doya","0","132011","3","5152063","0.2","0","63080","","1","doya_idle_normal2"
"cool_in_joy2","0","131711","3","5152063","0.2","0","63081","","1","cool_talk_joy2"
"se_10058300_emotion_isekai_1","","se_10058300","23","5152063","","0","63082","","",""
"10","","131711","12","5152063","","0.8","63083","","0","0"
"0","","1.5","93","5152063","","","63084","","",""
"sad_idle_surprise1","","132011","3","5152063","0.2","1","63085","","",""
"ames_idol_dance","","131711","3","5152063","0.2","0","63086","","",""
"0","","1.8","93","5152063","","","63087","","",""
"echidna_interest_in","0","132011","3","5152063","0.2","0","63088","","1","echidna_interest_talk"
"se_10058300_emotion_isekai_2","","se_10058300","23","5152063","","0","63089","","",""
"7","","132011","12","5152063","","2","63090","","0","0"
"0","","1.1","93","5152063","","","63091","","",""
"0","","0.5","93","5152063","","","63092","","",""
"","","63094","101","5152063","","","63093","","",""
"bgm_MC173B","","bgm_MC173B","25","5152063","","","63094","","",""
"0","","0","22","5152063","","","63095","","",""
"102611","1","1","1","5152064","1.55","110","64001","idle_normal","-295","410"
"107811","0","1","1","5152064","1.45","105","64002","cool_idle","-114","176"
"102311","0","1","1","5152064","1.5","106","64003","joy_idle_normal","-179","12"
"110311","0","1","1","5152064","1.45","105","64004","idle_normal","-116","-177"
"102111","0","1","1","5152064","1.55","107","64005","wish_idle","-258","-226"
"131911","0","1","1","5152064","1.55","107","64006","idle_normal","-260","115"
"122811","0","1","1","5152064","1.5","106","64007","doya_idle","-178","-350"
"122911","0","1","1","5152064","1.6","108","64008","idle_normal","-334","-391"
"122711","0","1","1","5152064","1.6","108","64009","idle_normal","-330","-60"
"210","","102611","13","5152064","","","64010","","",""
"207","","131911","13","5152064","","","64011","","",""
"205","","110311","13","5152064","","","64012","","",""
"208","","122711","13","5152064","","","64013","","",""
"206","","122811","13","5152064","","","64014","","",""
"208","","122911","13","5152064","","","64015","","",""
"207","","102111","13","5152064","","","64016","","",""
"206","","102311","13","5152064","","","64017","","",""
"205","","107811","13","5152064","","","64018","","",""
"11","1","1","5","5152064","1.55","115","64019","empty","-295","410"
"61","0","1","5","5152064","1.55","131","64020","empty","-260","115"
"62","0","1","5","5152064","1.55","131","64021","empty","-134","146"
"63","0","1","5","5152064","1.55","132","64022","empty","-295","410"
"64","0","1","5","5152064","1.55","132","64023","empty","-136","-177"
"1","","1","31","5152064","1","0","64024","","1.3","40"
"13","","13","31","5152064","0","385","64025","","1","-235"
"2","","2","31","5152064","0","0","64026","","1","0"
"3","","3","31","5152064","1","0","64027","","1","0"
"0","","0","91","5152064","","","64028","","",""
"telop_4","","3","37","5152064","","","64029","","",""
"0","","0","102","5152064","","0","64030","","",""
"0","","1","93","5152064","","","64031","","",""
"sad_talk_dead","","102611","3","5152064","0.2","1","64032","","",""
"vo_rag_3001","","vo_rag","21","5152064","","0","64033","","","0"
"えぇ…うそ、めっちゃ来てるじゃん…\nこんな朝早くからご苦労さんだねぇ…","0","102611","11","5152064","0","10","64034","0","1","1"
"","","0","91","5152064","","0","64035","","","0"
"talk_normal_surprise","","102611","3","5152064","0.2","1","64036","","",""
"vo_rag_3002","","vo_rag","21","5152064","","0","64037","","","0"
"ほんとはやりたくないけど、\n体操はじめるよ～","0","102611","11","5152064","0","10","64038","0","1","1"
"","","0","91","5152064","","0","64039","","","0"
"idle_normal","","102611","3","5152064","0.2","1","64040","","",""
"bgm_MC175B","","bgm_MC175B","25","5152064","","","64041","","",""
"1","","2","32","5152064","","","64042","","",""
"vo_rag_3003","","vo_rag","21","5152064","","0","64043","","","0"
"まずはその場で跳躍～\nいち、に、さん…","0","102611","11","5152064","0","10","64044","2.2","0","1"
"","","3.2","93","5152064","","0","64045","","","0"
"gutara_jump3time","0.2","11","3","5152064","0.2","0","64046","","1","tired_idle"
"gutara_jump3time","0.2","102611","3","5152064","0.2","0","64047","","1","tired_idle"
"","","0.1","93","5152064","","0","64048","","","0"
"jump3time","0.2","131911","3","5152064","0.2","0","64049","","1","idle_normal"
"jump3time","0.2","122911","3","5152064","0.2","0","64050","","1","idle_normal"
"jump3time","0.2","102311","3","5152064","0.2","0","64051","","1","joy_idle_normal"
"","","0.1","93","5152064","","0","64052","","","0"
"jump3time","0.2","107811","3","5152064","0.2","0","64053","","1","idle_normal"
"jump3time","0.2","110311","3","5152064","0.2","0","64054","","1","idle_normal"
"jump3time","0.2","102111","3","5152064","0.2","0","64055","","1","wish_idle"
"","","0.1","93","5152064","","0","64056","","","0"
"jump3time","0.2","122811","3","5152064","0.2","0","64057","","1","doya_idle"
"jump3time","0.2","122711","3","5152064","0.2","0","64058","","1","idle_normal"
"0","","2.1","93","5152064","","","64059","","",""
"se_10058300_isekai_breath","","se_10058300","23","5152064","","0","64060","","",""
"0","","1.7","93","5152064","","","64061","","",""
"","","64044","91","5152064","","0","64062","","","0"
"bgm_MC173B","1","bgm_MC173B","27","5152064","0","0.5","64063","","0","0.5"
"out","","2","37","5152064","","","64064","","",""
"vo_rag_3004","","vo_rag","21","5152064","","0","64065","","","0"
"…ふぅ、ちょっと休憩しよっか","","102611","11","5152064","0","10","64066","0","1","1"
"","","0","91","5152064","","0","64067","","","0"
"talk_normal_shy","","107811","3","5152064","0.2","1","64068","","",""
"vo_rag_3005","","vo_rag","21","5152064","","0","64069","","","0"
"いくら何でも早すぎるでしょ！？","","107811","11","5152064","0","10","64070","0","1","1"
"","","0","91","5152064","","0","64071","","","0"
"idle_normal_shy","","107811","3","5152064","0.2","1","64072","","",""
"0.3","","se_10058300_isekai_breath","24","5152064","","","64073","","",""
"empty","","11","3","5152064","0.2","1","64074","","",""
"talk_normal_joy","","102611","3","5152064","0.2","1","64075","","",""
"vo_rag_3006","","vo_rag","21","5152064","","0","64076","","","0"
"じゃあ次は横になって深呼吸～","","102611","11","5152064","0","10","64077","0","1","1"
"","","0","91","5152064","","0","64078","","","0"
"idle_to_layLongHair","0","102611","3","5152064","0.2","0","64079","","1","gutara_sleepy_idle"
"","","0.2","93","5152064","","0","64080","","","0"
"idle_to_layLongHair","0","131911","3","5152064","0.2","0","64081","","1","gutara_breathLongHair_idle"
"idle_to_layShortHair","0","122911","3","5152064","0.2","0","64082","","1","gutara_breathShortHair_idle"
"idle_to_layShortHair","0","102311","3","5152064","0.2","0","64083","","1","gutara_breathShortHair_idle"
"","","0.2","93","5152064","","0","64084","","","0"
"idle_to_layLongHair","0","110311","3","5152064","0.2","0","64085","","1","gutara_breathLongHair_idle"
"idle_to_layShortHair","0","122711","3","5152064","0.2","0","64086","","1","gutara_breathShortHair_idle"
"idle_to_layLongHair","0","107811","3","5152064","0.2","0","64087","","1","gutara_breathLongHair_idle"
"","","0.1","93","5152064","","0","64088","","","0"
"idle_to_layShortHair","0","102111","3","5152064","0.2","0","64089","","1","gutara_breathShortHair_idle"
"idle_to_layShortHair","0","122811","3","5152064","0.2","0","64090","","1","gutara_breathShortHair_idle"
"105","","0","121","5152064","12","1","64091","","2.8","1"
"","","2","93","5152064","","0","64092","","","0"
"12","-120","102611","12","5152064","50","1.5","64093","","0","0"
"","","1.5","93","5152064","","0","64094","","","0"
"gutara_sleep2_in","0","102611","3","5152064","0.2","0","64095","","1","gutara_sleep2_idle"
"","","1.5","93","5152064","","0","64096","","","0"
"1","","13","32","5152064","","","64097","","",""
"vo_rag_3007","","vo_rag","21","5152064","","0","64098","","","0"
"すぅ…むにゃむにゃ…","-100","102611","11","5152064","15","10","64099","0","1","1"
"","","0","91","5152064","","0","64100","","","0"
"se_10058300_gutara_sleep","","se_10058300","23","5152064","","0","64101","","",""
"0","","11","4","5152064","","","64102","","",""
"460","","11","2","5152064","","-310","64103","","0","0"
"gutara_sleep","","11","3","5152064","","0","64104","","",""
"gutara_surprise","0","107811","3","5152064","0.2","0","64105","","1","gutara_sleep1_idle"
"vo_rag_3008","","vo_rag","21","5152064","","0","64106","","","0"
"ウソでしょ？　寝てる！？\nやだ、あたしまで眠くなってきた…","-40","107811","11","5152064","-15","10","64107","1.5","0","1"
"0","","6.8","93","5152064","","","64108","","",""
"0","","0.5","93","5152064","","","64109","","",""
"se_10058300_gutara_sleep","","se_10058300","23","5152064","","0","64110","","",""
"gutara_sleep2","","62","3","5152064","","0","64111","","",""
"","","64107","91","5152064","","0","64112","","","0"
"gutara_sleep1ShortHair_in","0","122911","3","5152064","0.2","0","64113","","1","gutara_sleep1_idle"
"","","0.2","93","5152064","","0","64114","","","0"
"gutara_sleep1ShortHair_in","0","102311","3","5152064","0.2","0","64115","","1","gutara_sleep1_idle"
"","","0.2","93","5152064","","0","64116","","","0"
"gutara_sleep1ShortHair_in","0","122811","3","5152064","0.2","0","64117","","1","gutara_sleep1_idle"
"","","1.5","93","5152064","","0","64118","","","0"
"gutara_sleepy_in","0","110311","3","5152064","0.2","0","64119","","1","gutara_sleep1_idle"
"vo_rag_3009","","vo_rag","21","5152064","","0","64120","","","0"
"今日は朝が早かったから…\nあたしも…ふあ……","-110","110311","11","5152064","-40","10","64121","1.5","0","1"
"0","","7.4","93","5152064","","","64122","","",""
"se_10058300_gutara_sleep","","se_10058300","23","5152064","","0","64123","","",""
"gutara_sleep","","64","3","5152064","","0","64124","","",""
"","","64121","91","5152064","","0","64125","","","0"
"gutara_sleep1ShortHair_in","0","102111","3","5152064","0.2","0","64126","","1","gutara_sleep1_idle"
"","","0.2","93","5152064","","0","64127","","","0"
"gutara_sleep1ShortHair_in","0","122711","3","5152064","0.2","0","64128","","1","gutara_sleep1_idle"
"","","4","93","5152064","","0","64129","","","0"
"gutara_notice_in","0","131911","3","5152064","0.2","0","64130","","1","gutara_notice_talk_shy"
"vo_rag_3010","","vo_rag","21","5152064","","0","64131","","","0"
"え、みんな寝ちゃったの！？\nびっくり仰天だわ\nみんなを起こさないと…","-50","131911","11","5152064","-15","10","64132","0","1","1"
"","","0","91","5152064","","0","64133","","","0"
"gutara_notice_to_notice","0","131911","3","5152064","0.2","0","64134","","1","gutara_notice_talk_dead"
"vo_rag_3011","","vo_rag","21","5152064","","0","64135","","","0"
"ふわぁ……\nあれ、どうしてかしら、\n私まで急に眠く…すぅ","-50","131911","11","5152064","-15","10","64136","0","1","1"
"","","0","91","5152064","","0","64137","","","0"
"gutara_notice_out","0","131911","3","5152064","0.2","0","64138","","1","gutara_sleep1_idle"
"","","0.5","93","5152064","","0","64139","","","0"
"se_10058300_gutara_sleep","","se_10058300","23","5152064","","0","64140","","",""
"gutara_sleep","","61","3","5152064","","0","64141","","",""
"","","1.3","93","5152064","","0","64142","","","0"
"se_10058300_gutara_sleep","","se_10058300","23","5152064","","0","64143","","",""
"-205","","64","2","5152064","","-305","64144","","0","0"
"gutara_sleep2","","64","3","5152064","","0","64145","","",""
"","","1.3","93","5152064","","0","64146","","","0"
"se_10058300_gutara_sleep","","se_10058300","23","5152064","","0","64147","","",""
"-300","","62","2","5152064","","-190","64148","","0","0"
"gutara_sleep","","62","3","5152064","","0","64149","","",""
"","","2","93","5152064","","0","64150","","","0"
"0","","0.5","93","5152064","","","64151","","",""
"","","64153","101","5152064","","","64152","","",""
"bgm_MC173B","","bgm_MC173B","25","5152064","","","64153","","",""
"0","","0","22","5152064","","","64154","","",""
"127111","1","1","1","5152065","1.55","109","65001","idle_normal","-280","335"
"132111","0","1","1","5152065","1.5","105","65002","wish_idle_normal","-179","-252"
"4","0","4","5","5152065","1.5","104","65003","doya_idle","-163","-74"
"131911","0","1","1","5152065","1.55","107","65004","idle_normal","-264","29"
"126911","0","1","1","5152065","1.55","109","65005","wish_idle_normal","-304","-346"
"113111","0","1","1","5152065","1.55","108","65006","idle_normal","-285","-150"
"6","1","6","5","5152065","1.5","110","65007","ghost_dokuro_idle","-280","1000"
"1","0","6","6","5152065","0","1","65008","","0","1"
"7","0","7","5","5152065","1.5","106","65009","idle_normal","-178","-507"
"1","0","7","6","5152065","0","1","65010","","0","1"
"209","","127111","13","5152065","","","65011","","",""
"205","","132111","13","5152065","","","65012","","",""
"204","","4","13","5152065","","","65013","","",""
"207","","131911","13","5152065","","","65014","","",""
"209","","126911","13","5152065","","","65015","","",""
"208","","113111","13","5152065","","","65016","","",""
"1","","1","31","5152065","1","0","65017","","1.03","0"
"14","","14","31","5152065","0","-507","65018","","1","-178"
"16","","16","31","5152065","0","0","65019","","1.03","0"
"2","","2","31","5152065","0","0","65020","","1","0"
"3","","3","31","5152065","1","0","65021","","1","0"
"15","","15","31","5152065","0","1000","65022","","1","-130"
"0","","0","91","5152065","","","65023","","",""
"telop_5","","3","37","5152065","","","65024","","",""
"0","","0","102","5152065","","0","65025","","",""
"0","","1","93","5152065","","","65026","","",""
"talk_normal","","127111","3","5152065","0.2","1","65027","","",""
"vo_rag_4001","","vo_rag","21","5152065","","0","65028","","","0"
"本日の体操のお手本を\n務めさせていただくシノブです","0","127111","11","5152065","0","10","65029","0","1","1"
"","","0","91","5152065","","0","65030","","","0"
"talk_normal","","127111","3","5152065","0.2","1","65031","","",""
"vo_rag_4002","","vo_rag","21","5152065","","0","65032","","","0"
"そちらのあなたも一緒にどうぞ\nそれでは始めましょう。いちに、いち…","0","127111","11","5152065","0","10","65033","0","1","1"
"","","0","91","5152065","","0","65034","","","0"
"1","","2","32","5152065","","","65035","","",""
"bgm_MC175C","","bgm_MC175C","25","5152065","","","65036","","",""
"0","","0.5","93","5152065","","","65037","","",""
"radio_stretch1_loop","","127111","3","5152065","0.3","1","65038","","",""
"0","","0.1","93","5152065","","","65039","","",""
"radio_stretch1_loop","","132111","3","5152065","0.2","1","65040","","",""
"radio_stretch1_loop","","4","3","5152065","0.2","1","65041","","",""
"radio_stretch1_loop","","131911","3","5152065","0.2","1","65042","","",""
"radio_stretch1_loop","","126911","3","5152065","0.2","1","65043","","",""
"radio_stretch1_loop","","113111","3","5152065","0.2","1","65044","","",""
"radio_stretch1_loop","","7","3","5152065","0.2","1","65045","","",""
"0","","1","93","5152065","","","65046","","",""
"1","","16","32","5152065","","","65047","","",""
"1","","14","32","5152065","","","65048","","",""
"0","","0.7","93","5152065","","","65049","","",""
"0","","65","121","5152065","12","1","65050","","2.8","1"
"0","","1","93","5152065","","","65051","","",""
"1","0","7","6","5152065","1","1","65052","","1","1"
"0","","2.2","93","5152065","","","65053","","",""
"ghost_stretch1_turn","0","131911","3","5152065","0.2","0","65054","","1","sad_talkR"
"vo_rag_4003","","vo_rag","21","5152065","","0","65055","","","0"
"ええと、そっちには誰も…\nきゃあっ！","50","131911","11","5152065","0","10","65056","0.5","0","1"
"0","","2.5","93","5152065","","","65057","","",""
"shock_inR","0","131911","3","5152065","0.2","0","65058","","1","shock_loopR"
"0","","2.1","93","5152065","","","65059","","",""
"","","65056","91","5152065","","0","65060","","","0"
"ghost_stretch2_turn","","131911","3","5152065","0.2","0","65061","","",""
"0","","0.4","93","5152065","","","65062","","",""
"radio_stretch2R_loop","","127111","3","5152065","0.2","1","65063","","",""
"0","","0.1","93","5152065","","","65064","","",""
"radio_stretch2_loop","","132111","3","5152065","0.2","1","65065","","",""
"radio_stretch2_loop","","4","3","5152065","0.2","1","65066","","",""
"radio_stretch2_loop_faceBlue","","131911","3","5152065","0.2","1","65067","","",""
"radio_stretch2_loop","","126911","3","5152065","0.2","1","65068","","",""
"radio_stretch2_loop_faceBlue","","113111","3","5152065","0.2","1","65069","","",""
"radio_stretch2_loop","","7","3","5152065","0.2","1","65070","","",""
"vo_rag_4004","","vo_rag","21","5152065","","0","65071","","","0"
"お、おいおい、勘弁しとくれよ…","50","113111","11","5152065","0","10","65072","0.5","0","1"
"0","","6.6","93","5152065","","","65073","","",""
"vo_rag_4005","","vo_rag","21","5152065","","0","65074","","","0"
"はい、その調子です","0","127111","11","5152065","0","10","65075","0.5","0","1"
"0","","3.4","93","5152065","","","65076","","",""
"spread","","14","37","5152065","","","65077","","",""
"0","","0.3","93","5152065","","","65078","","",""
"radio_stretch1_loop_surprise1","","127111","3","5152065","0.2","1","65079","","",""
"0","","0.1","93","5152065","","","65080","","",""
"radio_stretch1_loop_faceBlue","","132111","3","5152065","0.2","1","65081","","",""
"radio_stretch1_loop","","4","3","5152065","0.2","1","65082","","",""
"radio_stretch1_loop_faceBlue","","131911","3","5152065","0.2","1","65083","","",""
"radio_stretch1_loop","","126911","3","5152065","0.2","1","65084","","",""
"radio_stretch1_loop_faceBlue","","113111","3","5152065","0.2","1","65085","","",""
"radio_stretch1_loop","","7","3","5152065","0.2","1","65086","","",""
"se_10058300_ghost_cold","","se_10058300","23","5152065","","0","65087","","",""
"0","","1","93","5152065","","","65088","","",""
"vo_rag_4006","","vo_rag","21","5152065","","0","65089","","","0"
"ひゃっ！　ね、姉様…","0","132111","11","5152065","0","10","65090","0.5","0","1"
"0","","4.6","93","5152065","","","65091","","",""
"vo_rag_4007","","vo_rag","21","5152065","","0","65092","","","0"
"にーにっ、さんし…","0","127111","11","5152065","0","10","65093","0.5","0","1"
"0","","3.7","93","5152065","","","65094","","",""
"0","","1.1","93","5152065","","","65095","","",""
"","","0","91","5152065","","0","65096","","","0"
"radio_stretch2R_loop","","127111","3","5152065","0.2","1","65097","","",""
"0","","0.1","93","5152065","","","65098","","",""
"radio_stretch2_loop_faceBlue","","132111","3","5152065","0.2","1","65099","","",""
"radio_stretch2_loop","","4","3","5152065","0.2","1","65100","","",""
"radio_stretch2_loop_faceBlue","","131911","3","5152065","0.2","1","65101","","",""
"radio_stretch2_loop","","126911","3","5152065","0.2","1","65102","","",""
"radio_stretch2_loop_faceBlue","","113111","3","5152065","0.2","1","65103","","",""
"radio_stretch2_loop","","7","3","5152065","0.2","1","65104","","",""
"vo_rag_4008","","vo_rag","21","5152065","","0","65105","","","0"
"風よ\n風の仕業に決まってるわ\nタイソーに集中なさい、レム","0","4","11","5152065","0","10","65106","0.5","0","1"
"0","","5.1","93","5152065","","","65107","","",""
"0","","0","93","5152065","","","65108","","",""
"1","","15","32","5152065","","","65109","","",""
"197","","15","33","5152065","","-130","65110","","11","0.8"
"197","","6","2","5152065","","-280","65111","","11","0.8"
"se_10058300_ghost_soul","","se_10058300","23","5152065","","0","65112","","",""
"0","","0.5","93","5152065","","","65113","","",""
"shock_jump","0","131911","3","5152065","0.2","0","65114","","1","escape"
"shock_jump","0","113111","3","5152065","0.2","0","65115","","1","escape"
"vo_rag_4010","","vo_rag","21","5152065","","0","65116","","","0"
"きゃああぁー！","80","131911","11","5152065","20","20","65117","0.8","0","0"
"vo_rag_4011","","vo_rag","21","5152065","","1","65118","","","0"
"ひ、ひいいいぃー！？","80","113111","11","5152065","-20","20","65119","0","0","0"
"0","","0.3","93","5152065","","","65120","","",""
"0","","6","4","5152065","","","65121","","",""
"0","","0.7","93","5152065","","","65122","","",""
"-1050","","131911","2","5152065","","-264","65123","","0","2"
"-1229","","113111","2","5152065","","-285","65124","","0","2"
"out","","2","37","5152065","","","65125","","",""
"out","","16","37","5152065","","","65126","","",""
"out","","14","37","5152065","","","65127","","",""
"bgm_MC173B","1","bgm_MC173B","27","5152065","0","0.5","65128","","0","0.5"
"idle_normal","","7","3","5152065","0.2","1","65129","","",""
"1","0","7","6","5152065","1.2","1","65130","","0","1"
"sad_idle_normal","","127111","3","5152065","0.2","1","65131","","",""
"0","","0.1","93","5152065","","","65132","","",""
"idle_normal_surprise1","","132111","3","5152065","0.2","1","65133","","",""
"idle_normal_surprise1","","4","3","5152065","0.2","1","65134","","",""
"idle_normal","","126911","3","5152065","0.2","1","65135","","",""
"0","","0.1","93","5152065","","","65136","","",""
"1","0","6","6","5152065","1","1","65137","","1","1"
"0","","2","93","5152065","","","65138","","",""
"vo_rag_4009","","vo_rag","21","5152065","","0","65139","","","0"
"おーい、シノブ…\n捜したんだぞ","20","6","11","5152065","0","10","65140","0","1","1"
"","","0","91","5152065","","","65141","","",""
"sad_talk_talk2","","127111","3","5152065","0.2","1","65142","","",""
"ghost_dokuro_turn","0","6","3","5152065","0.2","0","65143","","1","ghost_dokuro_idleR"
"vo_rag_4012","","vo_rag","21","5152065","","0","65144","","","0"
"さあ、気を取り直して\n体操を続けましょう","0","127111","11","5152065","0","10","65145","0","1","1"
"","","65145","91","5152065","","0","65146","","","0"
"radio_stretch1_loop_surprise1","","127111","3","5152065","0.2","1","65147","","",""
"0","","0.1","93","5152065","","","65148","","",""
"radio_stretch1_loop","","132111","3","5152065","0.2","1","65149","","",""
"radio_stretch1_loop","","4","3","5152065","0.2","1","65150","","",""
"radio_stretch1_loop","","126911","3","5152065","0.2","1","65151","","",""
"0","","2.5","93","5152065","","","65152","","",""
"0","","0.5","93","5152065","","","65153","","",""
"","","65155","101","5152065","","","65154","","",""
"bgm_MC173B","","bgm_MC173B","25","5152065","","","65155","","",""
"0","","0","22","5152065","","","65156","","",""
"0","","1","22","5152065","","","65157","","",""
"131911","0","1","1","5152066","1.55","108","66001","idle_normal","-259","-151"
"132111","0","1","1","5152066","1.55","110","66002","wish_idle_normal","-295","-460"
"4","0","4","5","5152066","1.55","109","66003","doya_idle","-277","-305"
"107511","1","1","1","5152066","1.55","105","66004","idle_normal","-258","89"
"107611","1","1","1","5152066","1.55","107","66005","wish_idle_normal","-297","407"
"107811","1","1","1","5152066","1.55","106","66006","cool_idle","-278","245"
"126911","1","1","1","5152066","1.45","103","66007","wish_idle_normal","-142","329"
"110311","1","1","1","5152066","1.45","104","66008","idle_normal","-158","479"
"113511","1","1","1","5152066","1.45","102","66009","sad_idle_normal","-132","178"
"5","0","5","5","5152066","1.55","107","66010","empty","-259","-151"
"2","0","2","5","5152066","0.75","210","66011","empty","120","15"
"208","","131911","13","5152066","","","66012","","",""
"210","","132111","13","5152066","","","66013","","",""
"209","","4","13","5152066","","","66014","","",""
"205","","107511","13","5152066","","","66015","","",""
"207","","107611","13","5152066","","","66016","","",""
"206","","107811","13","5152066","","","66017","","",""
"203","","126911","13","5152066","","","66018","","",""
"204","","110311","13","5152066","","","66019","","",""
"202","","113511","13","5152066","","","66020","","",""
"1","","1","31","5152066","1","0","66021","","1","0"
"4","","4","31","5152066","0","0","66022","","1","0"
"2","","2","31","5152066","0","0","66023","","1","0"
"3","","3","31","5152066","1","0","66024","","1","0"
"17","","17","31","5152066","0","0","66025","","1","0"
"0","","0","91","5152066","","","66026","","",""
"telop_6","","3","37","5152066","","","66027","","",""
"0","","0","102","5152066","","0","66028","","",""
"0","","1","93","5152066","","","66029","","",""
"talk_normal_joy","","131911","3","5152066","0.2","1","66030","","",""
"vo_rag_1001","","vo_rag","21","5152066","","0","66031","","","0"
"それじゃあみんな、\nラジーオタイソーをはじめるわ！","5","131911","11","5152066","-10","10","66032","0","1","1"
"","","66032","91","5152066","","0","66033","","","0"
"idle_normal_joy","","131911","3","5152066","0.2","1","66034","","",""
"gutsB_in","0","132111","3","5152066","0.2","0","66035","","1","gutsB_idle"
"cool_in_talk2","0","4","3","5152066","0.2","0","66036","","1","cool_talk_talk2"
"handsup_in","0","107511","3","5152066","0.2","0","66037","","1","handsup_loop"
"wish_talk","","107611","3","5152066","0.2","1","66038","","",""
"wish2_idle","","126911","3","5152066","0.2","1","66039","","",""
"joy_idle","","110311","3","5152066","0.2","1","66040","","",""
"doya_in","0","107811","3","5152066","0.2","0","66041","","1","doya_idle_normal2"
"wish_talk_joy_shy","","113511","3","5152066","0.2","1","66042","","",""
"","","2.5","93","5152066","","0","66043","","","0"
"bgm_MC175A","","bgm_MC175A","25","5152066","","","66044","","",""
"1","","2","32","5152066","","","66045","","",""
"wish_idle_normal","","132111","3","5152066","0.2","1","66046","","",""
"doya_idle","","4","3","5152066","0.2","1","66047","","",""
"idle_normal","","107511","3","5152066","0.2","1","66048","","",""
"wish_idle_normal","","107611","3","5152066","0.2","1","66049","","",""
"cool_idle","","126911","3","5152066","0.2","1","66050","","",""
"wish_idle_normal","","110311","3","5152066","0.2","1","66051","","",""
"idle_normal","","107811","3","5152066","0.2","1","66052","","",""
"sad_idle_normal","","113511","3","5152066","0.2","1","66053","","",""
"vo_rag_1002","","vo_rag","21","5152066","","0","66054","","","0"
"まずはぴょんぴょん跳ねて\n全身をほぐしていきます","5","131911","11","5152066","-10","10","66055","0.5","0","1"
"0","","0.5","93","5152066","","","66056","","",""
"radio_jump_loop_normal2","","131911","3","5152066","0.2","1","66057","","",""
"","","1.6","93","5152066","","0","66058","","","0"
"radio_jump_loop","","132111","3","5152066","0.2","1","66059","","",""
"radio_jump_loop_talk2","","4","3","5152066","0.2","1","66060","","",""
"","","0.1","93","5152066","","0","66061","","","0"
"radio_jump_loop","","107511","3","5152066","0.2","1","66062","","",""
"radio_jump_loop","","107611","3","5152066","0.2","1","66063","","",""
"radio_jump_loop","","126911","3","5152066","0.2","1","66064","","",""
"radio_jump_loop","","110311","3","5152066","0.2","1","66065","","",""
"radio_jump_loop","","107811","3","5152066","0.2","1","66066","","",""
"radio_jump_loop","","113511","3","5152066","0.2","1","66067","","",""
"0","","3","93","5152066","","","66068","","",""
"","","66055","91","5152066","","0","66069","","","0"
"vo_rag_1003","","vo_rag","21","5152066","","0","66070","","","0"
"ただ跳ねるだけでも\n案外疲れるものね","5","4","11","5152066","-10","10","66071","0.5","0","1"
"0","","3.2","93","5152066","","","66072","","",""
"","","66071","91","5152066","","0","66073","","","0"
"0","","1.5","93","5152066","","","66074","","",""
"idle_normal","","131911","3","5152066","0.3","1","66075","","",""
"wish_talk","","132111","3","5152066","0.3","1","66076","","",""
"cool_idle","","4","3","5152066","0.3","1","66077","","",""
"0","","0.1","93","5152066","","","66078","","",""
"idle_normal","","107511","3","5152066","0.3","1","66079","","",""
"wish_idle","","107611","3","5152066","0.3","1","66080","","",""
"wish_idle_normal","","126911","3","5152066","0.3","1","66081","","",""
"idle_normal","","110311","3","5152066","0.3","1","66082","","",""
