2e0b608d628f488b2012209437506e324eba1a35d369aabb4b25fac8c2fa3986,7ee93d7e2ce6afcf9d59178dea37a56f86b541fb1aae0192b4723d28c6825c70,db0ff54d106463fdb1150d477931afe7467b956c7c96cbc5b642dcb7e58d5ce1,9085580220c69b4701d8310e83fe9d2b13589bda36af6886763ac1ba1117cedc,eb18874a7fb7104a2eab00af8e6574baf58fdd133865c5e19a6447faa44da795,f6e9133d4bb3177b592913a51d20ead826d2c8edddbfd441fa41dc5713fbb3f7,9cae5657ecdfce6206b0c2cb5e99281236835d3d1c3c060e2bc03561e4c648b9,6dcab7328ba8f528a9df203b22688d1a48cff58a85252eed16e390cafa5f655e,9b9ef1e05b2ebd5cd6aa14e0ab9d3ba3274dde7872e0f2dad73eef29c323356d,53a994db0fad0660c1ce1322a59851633a5939513b5f5a9490fef1b76f5b30ef,0d76bb079dd4b5a56e7c1f48ff63ca28be931891c131b8471137989de8ce7352,e8d0045342c3e9acaa45f815ad130d1ed6d7071685aa6a4415ab5d233a50daac,0cedaf78a7ed542e190e493ebac2ad387223e9339204ea7f954dfc47a9cffb77,2a73dec04d9922afe3074e1a05416d378e569bfdcb509fcc9b182b97634fd1da,619b08d1e9fd776dfd3258f6dd3be2e1048031c0419a7cdfff1dab7a1bf3c55a,5c6c64bf16d74cbf7a33839f1aef09c509e613ed5271dca9f5bc6d8780c4ac2b,00d8102943718c2e0996a92a2faafee94fa4c24eecb7ee1a2278b56f7b6d106d,8dc1d99977c4854e4d29072be62d7343f6d2ddfe284aa01fe61fc449a136f283,2281dcb8f8ebbb3b8484d262f7aa239a89fc4f97ea07b8f6edf97d00724c10a8,7a6db66f97d3b52eca11a702f8700712871203f467632bdeed194926d4943ebd,8b9770dc46118d2ccde8befff1a21404f25eccdbd5da84c23cb2ea98cc4d9b7f,fe3061a946c464393c637dcdc2d237c5575d6dcc29b3e75b328f18a7c6e325db,f2c282fd15a950e1ffafa77c25d07bd32d0490296791946a0c5cb35394c579e7,28c6f33170e7ff08defb238c7178dabaa51379858fc11b5bf2eed498479cced2,ccf89dcf161d56969647c5e30c6e9aad54928476686c56ef0a9c8ca6fbab5d1f,024dcef0ce60489e1be1a028ec20d031ca9056f3b962963d1477096731b3cbe6,443cd11a7e09d545491ff22d02ebf30751e84346e770e596c2bbf8d506ec11b5,cde06edc921b98bc794f936f2f4660be2a646283444d6fdcdecb2f670977af88,161aebe8224dc108ab3b31302897ff22bb078a95e280dd5f578172cdc801624c,d9c87079688c236b5f18af8091dc477bc27535b2a2a02be30da0955a16b22e1b,3e48b2e0fc9234f427f463a329b0eee7f7d00162d64cb816058b80a8d25ff0f1,113c033bc1c53737280e87017e7f2b9a68caee88442a750a461ab62e29770a1e,9ebfea2f1edd5f7a2632041c7a17530fa2411849c1f94be21e2faa960dabc4de,cf3dd961cce2f7e3ecd6645e64dbec0902e963a321cbc69c90d93d177ce6ce61,d17c2181d82325fbb86a2f3d34dbe4547ae0f45783a29cab7b527ca8431c3a58,4a4940a586044183ea113e28a03a20e596c3478d74444656e8e22d39d9ff7596,15ac768e1bb7c9a827da0d136b0be0c090a746de0948229bc7b7a700076bc0ec,88a2b804ca4ea3c60f8c43937da403c5bc8b4b5fe28394943c36a2d302b3c4be,60304b30bff6288aa9746929a8c97b8676ed7107d5b45ee8a28b9f6cfc477030
"165.4","0","0","0","0","0","50000","893.1","150","1.23","0","105201","6.57","0","5","0","0","31052","0","0","0.9","0","0","0","0","0","5","4.91","0","58.23","0","0","0","0","10.77","0","0","0","0"
"220.6","0","0","0","0","0","0","3542","0","1.64","0","105201","122.7","0","5","0","0","31052","0","0","1.2","0","0","0","0","0","6","44.73","0","67.94","0","0","0","0","14.36","0","0","0","0"
"43.61","0","0","0","0","0","10000","392.5","15","0.29","0","105301","2.62","0","10","0","0","31053","0","0","0.27","0","0","0","0","0","1","2.39","0","42.61","0","0","0","0","4.73","0","0","0","0"
"65.41","0","0","0","0","0","20000","471","30","0.43","0","105301","3.14","0","10","0","0","31053","0","0","0.4","0","0","0","0","0","2","2.86","0","51.13","0","0","0","0","7.09","0","0","0","0"
"87.22","0","0","0","0","0","30000","549.5","100","0.58","0","105301","3.66","0","10","0","0","31053","0","0","0.54","0","0","0","0","0","3","3.34","0","59.65","0","0","0","0","9.46","0","0","0","0"
"109.1","0","0","0","0","0","40000","628","120","0.72","0","105301","4.19","0","10","0","0","31053","0","0","0.67","0","0","0","0","0","4","3.82","0","68.17","0","0","0","0","11.82","0","0","0","0"
"130.9","0","0","0","0","0","50000","706.5","150","0.87","0","105301","4.71","0","10","0","0","31053","0","0","0.81","0","0","0","0","0","5","4.3","0","76.69","0","0","0","0","14.19","0","0","0","0"
"174.5","0","0","0","0","0","0","824.2","0","1.16","0","105301","5.5","0","110","0","0","31053","0","0","1.08","0","0","10","0","0","6","5.02","2","1829.5","0","0","0","0","18.92","0","0","0","0"
"44.1","0","0","0","0","0","10000","396.9","15","0.33","0","105401","2.96","0","10","0","0","31054","0","0","0.25","0","0","0","0","0","1","2.28","0","49.44","0","0","0","0","5.49","0","0","0","0"
"66.15","0","0","0","0","0","20000","476.3","30","0.5","0","105401","3.55","0","10","0","0","31054","0","0","0.38","0","0","0","0","0","2","2.74","0","59.33","0","0","0","0","8.24","0","0","0","0"
"88.2","0","0","0","0","0","30000","555.7","100","0.66","0","105401","4.14","0","10","0","0","31054","0","0","0.5","0","0","0","0","0","3","3.19","0","69.22","0","0","0","0","10.98","0","0","0","0"
"110.3","0","0","0","0","0","40000","635","120","0.83","0","105401","4.74","0","10","0","0","31054","0","0","0.63","0","0","0","0","0","4","3.65","0","79.1","0","0","0","0","13.73","0","0","0","0"
"132.3","0","0","0","0","0","50000","714.4","150","0.99","0","105401","5.33","0","10","0","0","31054","0","0","0.75","0","0","0","0","0","5","4.1","0","88.99","0","0","0","0","16.47","0","0","0","0"
"176.4","0","0","0","0","0","0","3333.5","0","1.32","0","105401","66.22","0","10","0","0","31054","0","0","1","0","0","10","0","0","6","84.79","0","103.9","0","0","0","0","21.96","0","0","0","0"
"43.61","0","0","0","0","0","10000","392.5","15","0.29","0","105501","2.62","0","10","0","0","31055","0","0","0.27","0","0","0","0","0","1","2.39","0","44.2","0","0","0","0","4.91","0","0","0","0"
"65.42","0","0","0","0","0","20000","471","30","0.44","0","105501","3.14","0","10","0","0","31055","0","0","0.41","0","0","0","0","0","2","2.87","0","53.04","0","0","0","0","7.37","0","0","0","0"
"87.22","0","0","0","0","0","30000","549.5","100","0.58","0","105501","3.67","0","10","0","0","31055","0","0","0.54","0","0","0","0","0","3","3.35","0","61.88","0","0","0","0","9.82","0","0","0","0"
"109.1","0","0","0","0","0","40000","628","120","0.73","0","105501","4.19","0","10","0","0","31055","0","0","0.68","0","0","0","0","0","4","3.82","0","70.72","0","0","0","0","12.28","0","0","0","0"
"130.9","0","0","0","0","0","50000","706.5","150","0.87","0","105501","4.72","0","10","0","0","31055","0","0","0.81","0","0","0","0","0","5","4.3","0","79.56","0","0","0","0","14.73","0","0","0","0"
"174.5","0","0","0","0","25","0","824.3","0","1.16","0","105501","5.5","0","10","0","0","31055","0","0","1.08","0","0","10","0","0","6","5.02","0","1972.9","0","0","0","0","19.64","0","0","0","0"
"56.28","0","0","0","0","0","10000","506.5","15","0.39","0","105601","3.53","0","5","0","0","31056","0","0","0.32","0","0","0","0","0","1","2.85","0","32.35","0","0","0","0","3.59","0","0","0","0"
"84.42","0","0","0","0","0","20000","607.8","30","0.59","0","105601","4.24","0","5","0","0","31056","0","0","0.48","0","0","0","0","0","2","3.42","0","38.82","0","0","0","0","5.39","0","0","0","0"
"112.6","0","0","0","0","0","30000","709.1","100","0.78","0","105601","4.94","0","5","0","0","31056","0","0","0.64","0","0","0","0","0","3","3.99","0","45.29","0","0","0","0","7.18","0","0","0","0"
"140.7","0","0","0","0","0","40000","810.4","120","0.98","0","105601","5.65","0","5","0","0","31056","0","0","0.8","0","0","0","0","0","4","4.56","0","51.76","0","0","0","0","8.98","0","0","0","0"
"168.9","0","0","0","0","0","50000","911.7","150","1.17","0","105601","6.35","0","5","0","0","31056","0","0","0.96","0","0","0","0","0","5","5.13","0","58.23","0","0","0","0","10.77","0","0","0","0"
"225.2","0","0","0","0","0","0","3563.7","0","1.56","0","105601","122.5","0","5","0","0","31056","0","0","1.28","0","0","25","0","0","6","121","0","67.94","0","0","0","0","14.36","0","0","0","0"
"39.46","0","0","0","0","0","10000","355.1","15","0.29","0","105701","2.62","0","15","0","0","31057","0","0","0.27","0","0","0","0","0","1","2.39","0","53.32","0","0","0","0","5.92","0","0","0","0"
"59.19","0","0","0","0","0","20000","426.2","30","0.43","0","105701","3.14","0","15","0","0","31057","0","0","0.4","0","0","0","0","0","2","2.86","0","63.98","0","0","0","0","8.88","0","0","0","0"
"78.92","0","0","0","0","0","30000","497.2","100","0.58","0","105701","3.66","0","15","0","0","31057","0","0","0.54","0","0","0","0","0","3","3.34","0","74.64","0","0","0","0","11.84","0","0","0","0"
"98.65","0","0","0","0","0","40000","568.2","120","0.72","0","105701","4.19","0","15","0","0","31057","0","0","0.67","0","0","0","0","0","4","3.82","0","85.31","0","0","0","0","14.8","0","0","0","0"
"118.4","0","0","0","0","0","50000","639.2","150","0.87","0","105701","4.71","0","15","0","0","31057","0","0","0.81","0","0","0","0","0","5","4.3","0","95.97","0","0","0","0","17.76","0","0","0","0"
"157.9","0","0","0","0","0","0","745.7","0","1.16","0","105701","5.5","0","35","0","0","31057","0","0","1.08","0","0","7","0","0","6","5.02","0","1972","0","0","0","0","23.68","0","0","0","0"
"46.42","0","0","0","0","0","10000","417.8","15","0.33","0","105801","2.96","0","10","0","0","31058","0","0","0.28","0","0","0","0","0","1","2.51","0","44.2","0","0","0","0","4.91","0","0","0","0"
"69.63","0","0","0","0","0","20000","501.4","30","0.49","0","105801","3.55","0","10","0","0","31058","0","0","0.42","0","0","0","0","0","2","3.01","0","53.04","0","0","0","0","7.36","0","0","0","0"
"92.84","0","0","0","0","0","30000","584.9","100","0.66","0","105801","4.14","0","10","0","0","31058","0","0","0.56","0","0","0","0","0","3","3.51","0","61.88","0","0","0","0","9.82","0","0","0","0"
"116.1","0","0","0","0","0","40000","668.5","120","0.82","0","105801","4.73","0","10","0","0","31058","0","0","0.7","0","0","0","0","0","4","4.01","0","70.72","0","0","0","0","12.27","0","0","0","0"
"139.3","0","0","0","0","0","50000","752","150","0.99","0","105801","5.32","0","10","0","0","31058","0","0","0.84","0","0","0","0","0","5","4.51","0","79.56","0","0","0","0","14.73","0","0","0","0"
"185.7","0","0","0","0","0","0","3377.3","0","1.32","0","105801","81.22","0","10","0","0","31058","0","0","1.12","0","10","0","0","0","6","80.27","0","92.82","0","0","0","0","19.64","0","0","0","0"
"41.43","0","0","0","0","0","10000","372.9","15","0.29","0","105901","2.62","0","10","0","0","31059","0","0","0.27","0","0","0","0","0","1","2.39","0","45.23","0","0","0","0","5.03","0","0","0","0"
"62.14","0","0","0","0","0","20000","447.5","30","0.43","0","105901","3.14","0","10","0","0","31059","0","0","0.4","0","0","0","0","0","2","2.86","0","54.27","0","0","0","0","7.54","0","0","0","0"
"82.86","0","0","0","0","0","30000","522.1","100","0.58","0","105901","3.66","0","10","0","0","31059","0","0","0.54","0","0","0","0","0","3","3.34","0","63.32","0","0","0","0","10.06","0","0","0","0"
"103.6","0","0","0","0","0","40000","596.6","120","0.72","0","105901","4.19","0","10","0","0","31059","0","0","0.67","0","0","0","0","0","4","3.82","0","72.36","0","0","0","0","12.57","0","0","0","0"
"124.3","0","0","0","0","0","50000","671.2","150","0.87","0","105901","4.71","0","10","0","0","31059","0","0","0.81","0","0","0","0","0","5","4.3","0","81.41","0","0","0","0","15.09","0","0","0","0"
"165.8","0","0","0","0","0","0","783","0","1.16","0","105901","20.5","0","10","0","0","31059","0","0","1.08","0","30","0","0","0","6","20.02","0","555","0","0","0","0","20.12","0","0","0","0"
"33.85","0","0","0","0","0","10000","304.7","15","0.25","0","106001","2.28","0","0","0","0","31060","0","0","0.24","4.9","0","0","0","0","1","2.16","0","0","0","0","0","0","0","0","0","44.09","0"
"50.77","0","0","0","0","0","20000","365.6","30","0.37","0","106001","2.73","0","0","0","0","31060","0","0","0.36","7.35","0","0","0","0","2","2.59","0","0","0","0","0","0","0","0","0","52.9","0"
"67.7","0","0","0","0","0","30000","426.5","100","0.5","0","106001","3.19","0","0","0","0","31060","0","0","0.48","9.8","0","0","0","0","3","3.02","0","0","0","0","0","0","0","0","0","61.72","0"
"84.62","0","0","0","0","0","40000","487.4","120","0.62","0","106001","3.64","0","0","0","0","31060","0","0","0.6","12.25","0","0","0","0","4","3.45","0","0","0","0","0","0","0","0","0","70.54","0"
"101.6","0","0","0","0","0","50000","548.4","150","0.75","0","106001","4.1","0","0","0","0","31060","0","0","0.72","14.7","0","0","0","0","5","3.88","0","0","0","0","0","0","0","0","0","79.36","0"
"135.4","0","0","0","0","0","0","639.7","0","1","0","106001","4.79","0","0","0","0","31060","0","0","0.96","19.6","0","5","90","0","6","4.54","2","0","0","0","0","0","0","0","0","1832.6","0"
"39.46","0","0","0","0","0","10000","355.1","15","0.3","0","106101","2.73","0","20","0","0","31061","0","0","0.28","0","0","0","0","0","1","2.51","0","54.11","0","0","0","0","6.01","0","0","0","0"
"59.19","0","0","0","0","0","20000","426.1","30","0.45","0","106101","3.28","0","20","0","0","31061","0","0","0.42","0","0","0","0","0","2","3.01","0","64.93","0","0","0","0","9.02","0","0","0","0"
"78.92","0","0","0","0","0","30000","497.1","100","0.6","0","106101","3.82","0","20","0","0","31061","0","0","0.56","0","0","0","0","0","3","3.51","0","75.75","0","0","0","0","12.02","0","0","0","0"
"98.65","0","0","0","0","0","40000","568.2","120","0.75","0","106101","4.37","0","20","0","0","31061","0","0","0.7","0","0","0","0","0","4","4.02","0","86.58","0","0","0","0","15.03","0","0","0","0"
"118.4","0","0","0","0","0","50000","639.2","150","0.9","0","106101","4.91","0","20","0","0","31061","0","0","0.84","0","0","0","0","0","5","4.52","0","97.4","0","0","0","0","18.03","0","0","0","0"
"157.9","0","0","0","0","0","0","3245.7","0","1.2","0","106101","20.73","0","20","0","0","31061","0","0","1.12","0","0","10","0","0","6","20.27","2","1613.7","0","0","0","0","24.04","0","0","0","0"
"30.86","0","0","0","0","0","10000","277.7","15","0.22","0","106301","1.94","0","20","0","0","31063","0","0","0.23","0","0","0","0","0","1","2.05","0","47.16","0","0","0","0","5.24","0","0","0","0"
"46.29","0","0","0","0","0","20000","333.2","30","0.33","0","106301","2.33","0","20","0","0","31063","0","0","0.35","0","0","0","0","0","2","2.46","0","56.59","0","0","0","0","7.86","0","0","0","0"
"61.72","0","0","0","0","0","30000","388.8","100","0.44","0","106301","2.72","0","20","0","0","31063","0","0","0.46","0","0","0","0","0","3","2.87","0","66.02","0","0","0","0","10.48","0","0","0","0"
"77.15","0","0","0","0","0","40000","444.3","120","0.55","0","106301","3.1","0","20","0","0","31063","0","0","0.58","0","0","0","0","0","4","3.28","0","75.46","0","0","0","0","13.1","0","0","0","0"
"92.58","0","0","0","0","0","50000","499.9","150","0.66","0","106301","3.49","0","20","0","0","31063","0","0","0.69","0","0","0","0","0","5","3.69","0","84.89","0","0","0","0","15.72","0","0","0","0"
"123.5","0","0","0","0","0","0","583.2","0","0.88","0","106301","4.07","0","220","0","0","31063","0","0","0.92","0","0","5","0","0","6","4.31","2","1879.1","0","0","0","0","20.96","0","0","0","0"
"35.97","0","0","0","0","0","10000","323.8","15","0.28","0","106401","2.51","0","15","0","0","31064","0","0","0.25","0","0","0","0","0","1","2.28","0","52.97","0","0","0","0","5.89","0","0","0","0"
"53.96","0","0","0","0","0","20000","388.6","30","0.42","0","106401","3.01","0","15","0","0","31064","0","0","0.38","0","0","0","0","0","2","2.74","0","63.56","0","0","0","0","8.84","0","0","0","0"
"71.94","0","0","0","0","0","30000","453.3","100","0.56","0","106401","3.51","0","15","0","0","31064","0","0","0.5","0","0","0","0","0","3","3.19","0","74.16","0","0","0","0","11.78","0","0","0","0"
"89.93","0","0","0","0","0","40000","518.1","120","0.7","0","106401","4.02","0","15","0","0","31064","0","0","0.63","0","0","0","0","0","4","3.65","0","84.75","0","0","0","0","14.73","0","0","0","0"
"108","0","0","0","0","0","50000","582.8","150","0.84","0","106401","4.52","0","15","0","0","31064","0","0","0.75","0","0","0","0","0","5","4.1","0","95.35","0","0","0","0","17.67","0","0","0","0"
"143.9","0","0","0","0","0","0","680","0","1.12","0","106401","5.27","0","315","0","0","31064","0","0","1","0","0","3","0","0","6","4.79","2","2421.3","0","0","0","0","23.56","0","0","0","0"
"38.29","0","0","0","0","0","10000","344.6","15","0.29","0","106501","2.62","0","15","0","0","31065","0","0","0.27","0","0","0","0","0","1","2.39","0","56.39","0","0","0","0","6.27","0","0","0","0"
"57.44","0","0","0","0","0","20000","413.5","30","0.44","0","106501","3.14","0","15","0","0","31065","0","0","0.41","0","0","0","0","0","2","2.87","0","67.67","0","0","0","0","9.41","0","0","0","0"
"76.58","0","0","0","0","0","30000","482.4","100","0.58","0","106501","3.67","0","15","0","0","31065","0","0","0.54","0","0","0","0","0","3","3.35","0","78.95","0","0","0","0","12.54","0","0","0","0"
"95.73","0","0","0","0","0","40000","551.4","120","0.73","0","106501","4.19","0","15","0","0","31065","0","0","0.68","0","0","0","0","0","4","3.82","0","90.22","0","0","0","0","15.68","0","0","0","0"
"114.9","0","0","0","0","0","50000","620.3","150","0.87","0","106501","4.72","0","15","0","0","31065","0","0","0.81","0","0","0","0","0","5","4.3","0","101.5","0","0","0","0","18.81","0","0","0","0"
"155.5","0","0","0","0","0","0","734.8","0","1.2","0","106501","5.73","0","300","0","0","31065","0","0","1","0","0","0","0","0","6","4.79","0","2427.3","0","0","0","0","24.8","0","0","0","0"
"41.77","0","0","0","0","0","10000","375.9","15","0.32","0","106601","2.85","0","15","0","0","31066","0","0","0.25","0","0","0","0","0","1","2.28","0","52.29","0","0","0","0","5.81","0","0","0","0"
"62.66","0","0","0","0","0","20000","451.1","30","0.48","0","106601","3.42","0","15","0","0","31066","0","0","0.38","0","0","0","0","0","2","2.74","0","62.75","0","0","0","0","8.72","0","0","0","0"
"83.54","0","0","0","0","0","30000","526.3","100","0.64","0","106601","3.99","0","15","0","0","31066","0","0","0.5","0","0","0","0","0","3","3.19","0","73.21","0","0","0","0","11.62","0","0","0","0"
"104.5","0","0","0","0","0","40000","601.4","120","0.8","0","106601","4.56","0","15","0","0","31066","0","0","0.63","0","0","0","0","0","4","3.65","0","83.66","0","0","0","0","14.53","0","0","0","0"
"125.4","0","0","0","0","0","50000","676.6","150","0.96","0","106601","5.13","0","15","0","0","31066","0","0","0.75","0","0","0","0","0","5","4.1","0","94.12","0","0","0","0","17.43","0","0","0","0"
"167.1","0","0","0","0","0","0","789.4","0","1.28","0","106601","121","0","15","0","0","31066","0","0","1","0","0","10","0","0","6","119.8","0","1609.9","0","0","0","0","23.24","0","0","0","0"
"37.06","0","0","0","0","0","10000","333.6","15","0.25","0","106701","2.28","0","0","0","0","31067","0","0","0.24","5.89","0","0","0","0","1","2.16","0","0","0","0","0","0","0","0","0","52.97","0"
"55.59","0","0","0","0","0","20000","400.3","30","0.38","0","106701","2.74","0","0","0","0","31067","0","0","0.36","8.84","0","0","0","0","2","2.59","0","0","0","0","0","0","0","0","0","63.56","0"
"74.12","0","0","0","0","0","30000","467","100","0.5","0","106701","3.19","0","0","0","0","31067","0","0","0.48","11.78","0","0","0","0","3","3.02","0","0","0","0","0","0","0","0","0","74.16","0"
"92.65","0","0","0","0","0","40000","533.8","120","0.63","0","106701","3.65","0","0","0","0","31067","0","0","0.6","14.73","0","0","0","0","4","3.46","0","0","0","0","0","0","0","0","0","84.75","0"
"111.2","0","0","0","0","0","50000","600.5","150","0.75","0","106701","4.1","0","0","0","0","31067","0","0","0.72","17.67","0","0","0","0","5","3.89","0","0","0","0","0","0","0","0","0","95.35","0"
"40.62","0","0","0","0","0","10000","365.6","15","0.3","0","106801","2.73","0","15","0","0","31068","0","0","0.28","0","0","0","0","0","1","2.51","0","52.97","0","0","0","0","5.89","0","0","0","0"
"60.93","0","0","0","0","0","20000","438.7","30","0.45","0","106801","3.28","0","15","0","0","31068","0","0","0.42","0","0","0","0","0","2","3.01","0","63.56","0","0","0","0","8.84","0","0","0","0"
"81.24","0","0","0","0","0","30000","511.8","100","0.6","0","106801","3.82","0","15","0","0","31068","0","0","0.56","0","0","0","0","0","3","3.51","0","74.16","0","0","0","0","11.78","0","0","0","0"
"101.6","0","0","0","0","0","40000","585","120","0.75","0","106801","4.37","0","15","0","0","31068","0","0","0.7","0","0","0","0","0","4","4.02","0","84.75","0","0","0","0","14.73","0","0","0","0"
"121.9","0","0","0","0","0","50000","658.1","150","0.9","0","106801","4.91","0","15","0","0","31068","0","0","0.84","0","0","0","0","0","5","4.52","0","95.35","0","0","0","0","17.67","0","0","0","0"
"40.62","0","0","0","0","0","10000","365.6","15","0.3","0","106901","2.73","0","15","0","0","31069","0","0","0.28","0","0","0","0","0","1","2.51","0","52.97","0","0","0","0","5.89","0","0","0","0"
"60.93","0","0","0","0","0","20000","438.7","30","0.45","0","106901","3.28","0","15","0","0","31069","0","0","0.42","0","0","0","0","0","2","3.01","0","63.56","0","0","0","0","8.84","0","0","0","0"
"81.24","0","0","0","0","0","30000","511.8","100","0.6","0","106901","3.82","0","15","0","0","31069","0","0","0.56","0","0","0","0","0","3","3.51","0","74.16","0","0","0","0","11.78","0","0","0","0"
"101.6","0","0","0","0","0","40000","585","120","0.75","0","106901","4.37","0","15","0","0","31069","0","0","0.7","0","0","0","0","0","4","4.02","0","84.75","0","0","0","0","14.73","0","0","0","0"
"121.9","0","0","0","0","0","50000","658.1","150","0.9","0","106901","4.91","0","15","0","0","31069","0","0","0.84","0","0","0","0","0","5","4.52","0","95.35","0","0","0","0","17.67","0","0","0","0"
"35.97","0","0","0","0","0","10000","323.8","15","0.25","0","107001","2.28","0","0","0","0","31070","0","0","0.24","6.01","0","0","0","0","1","2.16","0","0","0","0","0","0","0","0","0","54.11","0"
"53.96","0","0","0","0","0","20000","388.6","30","0.38","0","107001","2.74","0","0","0","0","31070","0","0","0.36","9.02","0","0","0","0","2","2.59","0","0","0","0","0","0","0","0","0","64.93","0"
"71.94","0","0","0","0","0","30000","453.3","100","0.5","0","107001","3.19","0","0","0","0","31070","0","0","0.48","12.02","0","0","0","0","3","3.02","0","0","0","0","0","0","0","0","0","75.75","0"
"89.93","0","0","0","0","0","40000","518.1","120","0.63","0","107001","3.65","0","0","0","0","31070","0","0","0.6","15.03","0","0","0","0","4","3.46","0","0","0","0","0","0","0","0","0","86.58","0"
"108","0","0","0","0","0","50000","582.8","150","0.75","0","107001","4.1","0","0","0","0","31070","0","0","0.72","18.03","0","0","0","0","5","3.89","0","0","0","0","0","0","0","0","0","97.4","0"
"38.29","0","0","0","0","0","10000","344.7","15","0.33","0","107101","2.96","0","15","0","0","31071","0","0","0.22","0","0","0","0","0","1","1.94","0","54.34","0","0","0","0","6.04","0","0","0","0"
"57.43","0","0","0","0","0","20000","413.6","30","0.49","0","107101","3.55","0","15","0","0","31071","0","0","0.33","0","0","0","0","0","2","2.32","0","65.2","0","0","0","0","9.06","0","0","0","0"
"76.58","0","0","0","0","0","30000","482.5","100","0.66","0","107101","4.14","0","15","0","0","31071","0","0","0.44","0","0","0","0","0","3","2.71","0","76.07","0","0","0","0","12.08","0","0","0","0"
"95.72","0","0","0","0","0","40000","551.4","120","0.82","0","107101","4.73","0","15","0","0","31071","0","0","0.55","0","0","0","0","0","4","3.1","0","86.94","0","0","0","0","15.1","0","0","0","0"
"114.9","0","0","0","0","0","50000","620.4","150","0.99","0","107101","5.32","0","15","0","0","31071","0","0","0.66","0","0","0","0","0","5","3.49","0","97.81","0","0","0","0","18.12","0","0","0","0"
"153.2","0","0","0","0","0","0","723.7","0","1.32","0","107101","6.22","0","165","0","0","31071","0","0","0.88","0","0","0","0","0","6","4.07","2","2844.2","0","0","0","0","24.16","0","0","0","0"
"38.29","0","0","0","0","0","10000","344.6","15","0.33","0","107501","2.96","0","20","0","0","31075","0","0","0.23","0","0","0","0","0","1","2.05","0","56.39","0","0","0","0","6.27","0","0","0","0"
"57.44","0","0","0","0","0","20000","413.5","30","0.5","0","107501","3.55","0","20","0","0","31075","0","0","0.35","0","0","0","0","0","2","2.46","0","67.67","0","0","0","0","9.41","0","0","0","0"
"76.58","0","0","0","0","0","30000","482.4","100","0.66","0","107501","4.14","0","20","0","0","31075","0","0","0.46","0","0","0","0","0","3","2.87","0","78.95","0","0","0","0","12.54","0","0","0","0"
"95.73","0","0","0","0","0","40000","551.4","120","0.83","0","107501","4.74","0","20","0","0","31075","0","0","0.58","0","0","0","0","0","4","3.28","0","90.22","0","0","0","0","15.68","0","0","0","0"
"114.9","0","0","0","0","0","50000","620.3","150","0.99","0","107501","5.33","0","20","0","0","31075","0","0","0.69","0","0","0","0","0","5","3.69","0","101.5","0","0","0","0","18.81","0","0","0","0"
"183.8","0","0","0","0","0","0","723.7","0","1.58","0","107501","7.46","0","170","0","0","31075","0","0","1.1","0","0","10","0","0","6","5.17","2","2452.1","0","0","0","0","30.1","0","0","0","0"
"41.43","0","0","0","0","0","10000","372.9","15","0.24","0","107601","2.16","0","10","0","0","31076","0","0","0.29","0","0","0","0","0","1","2.62","0","46.94","0","0","0","0","5.22","0","0","0","0"
"62.15","0","0","0","0","0","20000","447.5","30","0.36","0","107601","2.59","0","10","0","0","31076","0","0","0.44","0","0","0","0","0","2","3.14","0","56.33","0","0","0","0","7.83","0","0","0","0"
"82.86","0","0","0","0","0","30000","522.1","100","0.48","0","107601","3.02","0","10","0","0","31076","0","0","0.58","0","0","0","0","0","3","3.67","0","65.72","0","0","0","0","10.44","0","0","0","0"
"103.6","0","0","0","0","0","40000","596.6","120","0.6","0","107601","3.46","0","10","0","0","31076","0","0","0.73","0","0","0","0","0","4","4.19","0","75.1","0","0","0","0","13.05","0","0","0","0"
"124.3","0","0","0","0","0","50000","671.2","150","0.72","0","107601","3.89","0","10","0","0","31076","0","0","0.87","0","0","0","0","0","5","4.72","0","84.49","0","0","0","0","15.66","0","0","0","0"
"198.9","0","0","0","0","0","0","783.1","0","1.15","0","107601","35.44","0","10","0","0","31076","0","0","1.39","0","0","10","0","0","6","36.6","0","1168.3","0","0","0","0","25.06","0","0","0","0"
"37.03","0","0","0","0","0","10000","333.2","15","0.23","0","107701","2.05","0","0","0","0","31077","0","0","0.25","4.38","0","0","0","0","1","2.28","0","0","0","0","0","0","0","0","0","39.42","0"
"55.55","0","0","0","0","0","20000","399.8","30","0.35","0","107701","2.46","0","0","0","0","31077","0","0","0.38","6.57","0","0","0","0","2","2.74","0","0","0","0","0","0","0","0","0","47.3","0"
"74.06","0","0","0","0","0","30000","466.5","100","0.46","0","107701","2.87","0","0","0","0","31077","0","0","0.5","8.76","0","0","0","0","3","3.19","0","0","0","0","0","0","0","0","0","55.19","0"
"92.58","0","0","0","0","0","40000","533.1","120","0.58","0","107701","3.28","0","0","0","0","31077","0","0","0.63","10.95","0","0","0","0","4","3.65","0","0","0","0","0","0","0","0","0","63.07","0"
"111.1","0","0","0","0","0","50000","599.8","150","0.69","0","107701","3.69","0","0","0","0","31077","0","0","0.75","13.14","0","0","0","0","5","4.1","0","0","0","0","0","0","0","0","0","70.96","0"
"31.33","0","0","0","0","0","10000","282","15","0.23","0","107801","2.05","0","0","0","0","31078","0","0","0.2","5.29","0","0","0","0","1","1.82","0","0","0","0","0","0","0","0","0","47.62","0"
