c82df534912f94c8f10ca6a5d361b48aaf406827ffbefdc03c0e551192f4a12f,caca9aed9e478b5a588eb1e5a9228999309fc1d5b8ce6147e93f6d1921b7f6bd,cabc7928adc5b4fe18f744bd896a4e2b38cc41ffe8c8c677f0e9834686b86b77,66ed0cb2deb50380ac90bf124b59cc361b7d932a6b4bd2129233ce78e769012f,e573d1aa7e495322186561499c7639bac7b6df3cd490ff71bb379af160636f9d,0a62796f2e407313685e34b6b6c1c585a9cebba924e4b825651e653065adfe68,6fe271683d3e217dfd406d405a6b56d9ed670c9c5639677e37e0450f9736e723,23dab71f8aee0a264640cfb942496deb3fe4cffba14c129eb96610e35f033863,645b1f13dae2bfdf5f2236e2664b4a3406ed5a02b7d28e5e94d904d8c8230822,9ac3ee279726349587a9f8785ab069ea31c21ed7bfd71be7293bc126c571ea31,09e889979e5eddf7a715cd531be62e312c361c50bb679258675acef58eecbf5c,8a02aecf8a7d46fa311af211b2d53fb8962188b3933cb3208e7cd687165f865f,8499104003ff51583dd16f44a30c8bdfd9ea4ec979b9628b3e7225b980bd9924,ec2c9bd5ef5bcd713c29000350c040d9a24d4079b3e7fbf4b285715f3249b460,d084197aba71bb3e9087d3c348ab126b9925ffd732b08436c3b4ebe272f456e3,8452d43709c047da13d979ba7cec9c2a2a4e9eb73e49adb602a262a7d28e712e,c836ffd2a044d94e1c841ebbbed60c7807d36a4bcd8be4c411da87303dbc562a,332d290352156779c7c763016efb87672351c0429577f9506081003f7bf2c964,1546dd24393acb240274121433b618fffc401b9ba06f5f34d2e46db477056b4d,1b24af17b78ba10c9535dec478bfd5a8cfd85bcbe94c344c9f405eb2744a52f2
"2266","「ゲーティア」とも表記される有名な魔法書。ソロモン王の伝承がしるされている","12451","5","5","5","2","ゴエティア","12456","12486","これ、何と言う？","3","","2","12450","0","5","5","12468","ゴエティア"
"2267","神がアダムとイブを最初に住まわせた楽園のこと","12381","4","4","5","2","エデンその","12487","12531","これ、何と言う？","2","エデンのその","2","12398","0","5","5","12456","エデンのその"
"2268","カオリの故郷のあいさつ。発音は伸ばしたり伸ばさなかったりするが、元気なカオリは伸ばしがち","12540","5","5","5","2","ハイターイ","12452","12479","これ、何と言う？","2","","1","12452","2268","5","5","12495","「ハイターイ！」"
"2269","","12493","5","5","5","2","ミリオネア","12522","12458","これ、英訳すると？","2","","2","12450","0","5","5","12511","百万長者＝ミリオネア"
"2270","文芸作品などの、「三部作」を指す言葉","12472","5","5","5","2","トリロジー","12522","12525","これ、何と言う？","2","","2","12540","0","5","5","12488","トリロジー"
"2271","","12488","5","5","5","2","ディストピ","12451","12473","これ、何と言う？","2","","2","12500","0","5","5","12487","ユートピア⇔ディストピア"
"2272","古くは、自分の罪を免除してもらうための証書。現代では、自分の失態を正当化する名目のこと","12356","4","4","4","2","めんざいふ","12435","12374","これ、何と言う？","3","","2","12405","0","4","4","12417","めんざいふ"
"2273","フィクションで人気のジャンル。主人公たちが、死の危険をともなうゲームに参加するストーリー","12540","5","5","5","2","デスゲーム","12473","12466","これ、何と言う？","2","","2","12512","0","5","5","12487","デスゲーム"
"2274","フィクションで人気のジャンル。ひたすら同じ時間を繰り返す世界で、原因を究明するストーリー","12514","5","5","5","2","ループモノ","12540","12503","これ、何と言う？","2","","2","12494","0","5","5","12523","ループモノ"
"2275","太古の時代に使われたと伝承される、「超ベリーグッド」を略したことば","12522","5","5","5","2","チョベリグ","12519","12505","これ、何と言う？","2","","2","12464","0","5","5","12481","チョベリグ"
"2276","有名な詩の一節。「春の眠り心地の良さに、朝が来たことも気づかず寝過ごしてしまう」の意味","12360","4","4","6","2","暁を覚えず","12434","35226","これ、何と言う？","2","","2","12378","0","6","4","26241","春眠暁を覚えず"
"2277","","12510","5","5","5","2","クリスマス","12522","12473","このイベント名の「？」に入るのは？","1","","1","12473","2277","5","5","12463","メリープリンクリスマス！"
"2278","","12451","5","5","5","2","ハロウィン","12525","12454","このイベント名の「？」に入るのは？","1","","1","12531","2278","5","5","12495","リトル・ブレイブ・\nハロウィンナイト！"
"2279","このイベントの中心と\nなった2人のキャラ","12518","5","5","5","2","ミツキユキ","12484","12461","このキャラは誰？","2","ミツキとユキ","1","12461","2279","5","5","12511","ミツキとユキ"
"2280","このイベントの中心と\nなった4人のキャラ","12458","5","5","5","2","トモシオリ","12514","12471","このキャラは誰？","2","モニカ・トモ・シオリ・カスミ","1","12522","2280","5","5","12488","モニカ・トモ・シオリ・カスミ"
"2281","このイベントの中心と\nなった3人のキャラ","12454","5","5","5","2","イオクウカ","12458","12463","このキャラは誰？","2","シズル・イオ・クウカ","1","12459","2281","5","5","12452","シズル・イオ・クウカ"
"2282","このイベントの中心と\nなったギルドの名前","12531","5","5","5","2","ドラゴンズ","12521","12468","これ、何？","2","","1","12474","2282","5","5","12489","ドラゴンズネスト"
"2283","このイベントの中心と\nなったギルドの名前","12531","5","5","5","2","ルーセント","12540","12475","これ、何？","2","","1","12488","2283","5","5","12523","ルーセント学院"
"2284","このイベントの中心と\nなった3人のキャラ","12481","5","5","5","2","クルミチカ","12523","12511","これ、何？","2","アヤネ・クルミ・チカ","1","12459","2284","5","5","12463","アヤネ・クルミ・チカ"
"2285","プリコネRのストーリー機能で、過去に開催されたイベントをダイジェストでプレイできるもの","12522","5","5","5","2","ストーリー","12488","12540","これ、何と言う？","1","","1","12540","0","5","5","12473","サイドストーリー"
"2286","『ルナ』がよく口にするセリフ。\n「ルナの□□□□□になってくれる？」","12384","4","4","4","2","おともだち","12392","12418","これ、何と言う？","2","","1","12385","1266","4","4","12362","おともだち"
"2287","初対面のシーンで、『アオイ』が極度の緊張のあまり口走った謎のひとこと","12429","4","4","4","2","あやたろう","12420","12383","これ、何と言う？","3","","1","12358","2287","4","4","12354","あやとり大好きあやたろう"
"2288","初対面のシーンで、警戒した『キョウカ』が発したセリフ","30707","4","6","6","2","防犯魔石を","29359","39764","これ、何と言う？","3","","1","12434","2019","6","6","38450","防犯魔石を鳴らしますよ！"
"2289","『クルミ』に教えてあげた、緊張を解くおまじない","12524","5","5","5","2","キデバレヤ","12487","12496","これ、何と言う？","3","","1","12516","2289","5","5","12461","サルキデバレヤ"
"2290","フィクション作品、特にヒーロー漫画で、主人公の相棒として行動を共にするキャラのこと","12461","5","5","5","2","サイドキク","12452","12489","これ、何と言う？","3","サイドキック","2","12463","0","5","5","12469","サイドキック"
"2291","「§」マークの正式名称","12519","5","5","5","2","セクション","12463","12471","これ、何と言う？","3","","2","12531","0","5","5","12475","セクション"
"2292","「¶」マークの正式名称","12521","5","5","5","2","パラグラフ","12521","12464","これ、何と言う？","3","","2","12501","0","5","5","12497","パラグラフ"
"2293","「決勝」で勝つと、どうなる？","12423","4","4","4","2","ゆうしょう","12358","12375","これ、何と言う？","2","","2","12358","0","4","4","12422","ゆうしょう"
"2294","「磁石」の英訳を、カタカナで書くと","12483","5","5","5","2","マグネット","12464","12493","これ、何と言う？","1","","2","12488","0","5","5","12510","マグネット"
"2295","膝の裏と、足首との間の部位","12399","4","4","4","2","ふくらはぎ","12367","12425","これ、何と言う？","1","","2","12366","0","4","4","12405","ふくらはぎ"
"2296","「意外なところから、あり得ないものや、思いもよらないものが飛び出すこと」を喩えたことわざ","12383","4","4","4","2","ひょうたん","12423","12358","これ、何と言う？","2","","2","12435","0","4","4","12402","ひょうたんから駒"
"2297","「HOSPITAL」を和訳すると？","12356","4","4","4","2","びょういん","12423","12358","これ、何と言う？","1","","2","12435","0","4","4","12403","びょういん"
"2298","「SHOOTING STAR」を日本語に","12412","4","4","4","2","ながれぼし","12364","12428","これ、何と言う？","1","","2","12375","0","4","4","12394","ながれぼし"
"2299","「風車」の読み方、「ふうしゃ」以外だと？","12427","4","4","4","2","かざぐるま","12374","12368","これ、何と言う？","1","","2","12414","0","4","4","12363","かざぐるま"
"2300","「穽」の読み仮名（ひらがな５文字）","12354","4","4","4","2","おとしあな","12392","12375","これ、何と読む？","3","","2","12394","0","4","4","12362","おとしあな"
"2301","「蝸」の読み仮名（ひらがな５文字）","12416","4","4","4","2","かたつむり","12383","12388","これ、何と読む？","3","","2","12426","0","4","4","12363","かたつむり"
"2302","「鸛」の読み仮名（ひらがな５文字）","12392","4","4","4","2","こうのとり","12358","12398","これ、何と読む？","3","","2","12426","0","4","4","12371","こうのとり"
"2303","「姑」の読み仮名（ひらがな５文字）","12392","4","4","4","2","しゅうとめ","12421","12358","これ、何と読む？","1","","2","12417","0","4","4","12375","しゅうとめ"
"2304","「約定」の読み仮名（ひらがな５文字）","12423","4","4","4","2","やくじょう","12367","12376","これ、何と読む？","2","","2","12358","0","4","4","12420","やくじょう"
"2305","「定石」の読み仮名（ひらがな５文字）","12379","4","4","4","2","じょうせき","12423","12358","これ、何と読む？","2","","2","12365","0","4","4","12376","じょうせき"
"2306","「婉曲」の読み仮名（ひらがな５文字）","12423","4","4","4","2","えんきょく","12435","12365","これ、何と読む？","2","","2","12367","0","4","4","12360","えんきょく"
"2307","「愛猫」の読み仮名（ひらがな５文字）","12423","4","4","4","2","あいびょう","12356","12403","これ、何と読む？","2","","2","12358","0","4","4","12354","あいびょう"
"2308","「心太」の読み仮名（ひらがな５文字）","12390","4","4","4","2","ところてん","12371","12429","これ、何と読む？","3","","2","12435","0","4","4","12392","ところてん"
"2309","「遵守」の読み仮名（ひらがな５文字）","12375","4","4","4","2","じゅんしゅ","12421","12435","これ、何と読む？","2","","2","12421","0","4","4","12376","じゅんしゅ"
"2310","「漸化式」の読み仮名（ひらがな５文字）","12375","4","4","4","2","ぜんかしき","12435","12363","これ、何と読む？","2","","2","12365","0","4","4","12380","ぜんかしき"
"2311","「尽く」の読み仮名（ひらがな５文字）","12392","4","4","4","2","ことごとく","12392","12372","これ、何と読む？","3","","2","12367","0","4","4","12371","ことごとく"
"2312","「山椒」の読み仮名（ひらがな５文字）","12423","4","4","4","2","さんしょう","12435","12375","これ、何と読む？","1","","2","12358","0","4","4","12373","さんしょう"
"2313","「榎茸」の読み仮名（ひらがな５文字）","12383","4","4","4","2","えのきたけ","12398","12365","これ、何と読む？","2","","2","12369","0","4","4","12360","えのきたけ"
"2314","「蒟蒻」の読み仮名（ひらがな５文字）","12419","4","4","4","2","こんにゃく","12435","12395","これ、何と読む？","1","","2","12367","0","4","4","12371","こんにゃく"
"2315","「自然薯」の読み仮名（ひらがな５文字）","12376","4","4","4","2","じねんじょ","12397","12435","これ、何と読む？","1","","2","12423","0","4","4","12376","じねんじょ"
"2316","「辣韮」の読み仮名（ひらがな５文字）","12423","4","4","4","2","らっきょう","12387","12365","これ、何と読む？","3","","2","12358","0","4","4","12425","らっきょう"
"3001","アストライア大陸を舞台としたオンラインゲーム","12523","5","5","5","3","アストルム","12473","12488","これ、何と言う？","1","","1","12512","0","5","5","12450","レジェンドオブアストルム"
"3002","『シュテッヒパルム』が前世において所属していた暗黒騎士団","12479","5","5","5","3","イモータル","12514","12540","これ、何と読む？","2","","1","12523","3002","5","5","12452","熾炎戦鬼煉獄血盟暗黒団＝ジ・オーダー・オブ・\nゲヘナ・イモータルズ"
"3003","農業、林業など、原材料や食料などを作る産業のこと","12385","4","4","4","3","だいいちじ","12356","12356","これ、何と言う？","2","","2","12376","0","4","4","12384","だいいちじ産業"
"3005","1LDK、2LDKなどの間取り用語の中で「D」が表す空間","12531","5","5","5","3","ダイニング","12452","12491","これ、何と言う？","1","","2","12464","0","5","5","12480","ダイニング"
"3006","「救急車」の正式名称","21205","6","6","6","3","救急自動車","24613","33258","これ、何と言う？","3","","2","36554","0","6","6","25937","救急自動車"
"3007","「教科書」の正式名称","22259","6","6","6","3","教科用図書","31185","29992","これ、何と言う？","3","","2","26360","0","6","6","25945","教科用図書"
"3008","視力検査に使われる「C」マークの正式名称","12523","5","5","5","3","ランドルト","12531","12489","これ、何と言う？","3","","2","12488","0","5","5","12521","ランドルト環"
"3009","どの家庭にもある、電化製品に電力を供給するための設備。ブタの鼻にもたとえられる","12531","5","5","5","3","コンセント","12531","12475","これ、何と言う？","3","","2","12488","0","5","5","12467","コンセント"
"3010","「UFO（Unidentified Flying Object）」を和訳した言葉","39131","6","6","6","3","未確認飛行","30906","35469","これ、何と言う？","2","","2","34892","0","6","6","26410","未確認飛行物体"
"3011","猫や犬がケガをしたときに、自分で舐めてしまうのを防止するための首輪","12505","5","5","5","3","エリザベス","12522","12470","これ、何と言う？","2","","2","12473","0","5","5","12456","エリザベスカラー"
"3012","ランドソルで活動する悪徳商会。会長の名がそのまま商会の名前にもなっている","12540","5","5","5","3","アクドーイ","12463","12489","これ、何と言う？","3","","1","12452","0","5","5","12450","アクドーイ商会"
"3016","【リトルリリカル】で一番しっかりもの、優等生な『キョウカ』の趣味はなに？","12423","4","4","4","3","べんきょう","12435","12365","この問題の答えは？","3","","1","12358","2019","4","4","12409","べんきょう"
"3020","ランドソルの中心にそびえ立つ巨塔にして、【トゥインクルウィッシュ】結成のゆえんとなった物","12392","4","4","4","3","ソルのとう","12523","12398","これはどこ？","1","","1","12358","0","5","5","12477","ソルのとう"
"3026","特定の時間になると仕掛けが動いて、「ポッポ、ポッポ…」と鳴く時計","12369","4","4","4","3","はとどけい","12392","12393","これ、何と言う？","1","","2","12356","0","4","4","12399","はとどけい"
"3029","小さい穴から砂を少しずつ落として、落ちた砂の量で時をはかる道具","12369","4","4","4","3","すなどけい","12394","12393","これ、何と言う？","1","","2","12356","0","4","4","12377","すなどけい"
"3050","道路の危険や障害を防ぎ、安全かつスムーズな交通を実現するために定められた法律","36890","6","6","6","3","道路交通法","36335","20132","これ、何と言う？","2","","2","27861","0","6","6","36947","道路交通法"
"3051","労働者を守るために、契約や賃金などの面での最低基準を取り決めた法律","28310","6","6","6","3","労働基準法","20685","22522","これ、何と言う？","2","","2","27861","0","6","6","21172","労働基準法"
"3053","全ての子どもたちの福祉を実現するために、行うべき児童支援を定めた法律","31049","6","6","6","3","児童福祉法","31461","31119","これ、何と言う？","2","","2","27861","0","6","6","20816","児童福祉法"
"3054","建築物の設備や構造などについて、果たすべき最低基準を定めた法律","28310","6","6","6","3","建築基準法","31689","22522","これ、何と言う？","2","","2","27861","0","6","6","24314","建築基準法"
"3063","…しすせそののののののののののののののののののののやゆよ…","12418","4","4","4","3","たからもの","12363","12425","このなぞなぞの答えは？","3","","2","12398","0","4","4","12383","たからもの"
"3064","…しすせそたちちちちちちちちちちちちちちちちちちちちちちちやゆよ…","12418","4","4","4","3","ちからもち","12363","12425","このなぞなぞの答えは？","3","","2","12385","0","4","4","12385","ちからもち"
"3065","肘をぶつけた時にジーンとする部位の、一般的な呼ばれ方","12508","5","5","5","3","ファニボン","12449","12491","これ、何と言う？","3","ファニーボーン","2","12531","0","5","5","12501","ファニーボーン"
"3066","靴紐の先がほつれないようについている硬い部分","12483","5","5","5","3","アグレット","12464","12524","これ、何と言う？","3","","2","12488","0","5","5","12450","アグレット"
"3067","トイレの水詰まりを解消する器具、通称「スッポン」","12483","5","5","5","3","ラバカップ","12496","12459","これ、何と言う？","3","ラバーカップ","2","12503","0","5","5","12521","ラバーカップ"
"3068","地図記号で「◎」","12375","4","4","4","3","しやくしょ","12420","12367","これ、何と読む？","3","","2","12423","0","4","4","12375","しやくしょ"
"3069","地図記号で「⊕」","12376","4","4","4","3","ほけんじょ","12369","12435","これ、何と読む？","3","","2","12423","0","4","4","12411","ほけんじょ"
"3070","地図記号で「∴」","12383","4","4","4","3","ちゃばたけ","12419","12400","これ、何と読む？","3","","2","12369","0","4","4","12385","ちゃばたけ"
"3073","有名な伝承。聖なる場所や山野で、人が突然行方を消すことを、神の仕業ととらえた表現","12367","4","4","4","3","かみかくし","12415","12363","これ、何と言う？","1","","2","12375","0","4","4","12363","かみかくし"
"3074","温泉施設で温泉に入った際にかかる税金","12392","4","4","4","3","にゅうとう","12421","12358","これ、何と言う？","2","","2","12358","0","4","4","12395","にゅうとう税"
"3075","火災など緊急時の避難において大事とされる標語で、頭文字をとって「おはしもち」と表される","12394","4","4","4","3","もどらない","12393","12425","これ、何と言う？","2","","2","12356","0","4","4","12418","おさない・はしらない・しゃべらない\nもどらない・ちかづかない"
"3076","「持国天」・「増長天」・「広目天」・「毘沙門天」、これらの神様を合わせてなんと言う？","12398","4","4","4","3","してんのう","12390","12435","これ、何と言う？","3","","2","12358","0","4","4","12375","してんのう"
"3077","仕事やプライベートの用事を、誤って同じ日時に二重で入れてしまうこと","12531","5","5","5","3","ブッキング","12483","12461","これ、何と言う？","1","","2","12464","0","5","5","12502","ダブルブッキング"
"3078","タロットの大アルカナのひとつ。「刑死者」とも","12428","4","4","4","3","吊るされた","12427","12373","これ、何と言う？","3","","2","12383","0","6","4","21514","ザ・ハングドマン＝吊るされた男"
"3079","もっとも多く流通している自転車の俗称。曲がったハンドルなどが婦人にも乗りやすいことから","12515","5","5","5","3","ママチャリ","12510","12481","これ、何と言う？","3","","2","12522","0","5","5","12510","ママチャリ"
"3080","映画や小説の一ジャンル。先の読めないハラハラ・ヒヤヒヤ感があり、推理・ホラー系に多い","12531","5","5","5","3","サスペンス","12473","12506","これ、何と言う？","2","","2","12473","0","5","5","12469","サスペンス"
"3081","一部地域で用いられる、「夏の間は時刻を１時間分進める」という制度のこと。「夏時間」とも","12452","5","5","5","3","サマタイム","12510","12479","これ、何と言う？","2","サマータイム制","2","12512","0","5","5","12469","サマータイム制"
"3082","子どもが自転車にまだうまく乗れない時期に、サポート用に装着する小さな車輪","12426","4","4","4","3","ほじょりん","12376","12423","これ、何と言う？","1","","2","12435","0","4","4","12411","ほじょりん"
"3083","近年人気の「サブスク」、略さずに言うと？","12519","5","5","5","3","リプション","12503","12471","これ、何と言う？","2","","2","12531","0","5","5","12522","サブスクリプション"
"3084","ツチノコや雪男などの存在を指す「UMA」の、漢字での表記","21205","6","6","6","3","未確認動物","30906","35469","これ、何と書く？","3","","2","29289","0","6","6","26410","UMA＝未確認動物"
"3085","ビリから2番目の順位に与えられる賞のこと","12540","6","5","5","3","ブービー賞","12540","12499","これ、何と言う？","1","","2","36062","0","5","5","12502","ブービー賞"
"3086","","12419","4","4","4","3","お兄ちゃん","20804","12385","このミニゲームの「？」に入るのは？","2","","1","12435","3086","4","6","12362","お兄ちゃん争奪！"
"3087","","12479","5","5","5","3","エクスタシ","12463","12473","このミニゲームの「？」に入るのは？","2","","1","12471","3087","5","5","12456","飛行道中エクスタシー"
"3088","","12375","4","4","5","3","マブイしき","12502","12452","このミニゲームの「？」に入るのは？","2","","1","12365","3088","5","5","12510","カオリのマブイしき空手道場"
"3089","","12531","5","5","5","3","ドラゴンズ","12521","12468","このミニゲームの「？」に入るのは？","2","","1","12474","3089","5","5","12489","大激戦！しりとりドラゴンズ"
"3090","","23432","4","6","4","3","チズお守り","12474","12362","このミニゲームの「？」に入るのは？","2","チーズお守り大作戦","1","12426","3090","5","5","12481","チーズお守り大作戦"
"3091","","12521","5","5","5","3","ホームラン","12540","12512","このミニゲームの「？」に入るのは？","2","","1","12531","3091","5","5","12507","ミサトのホームランドリル"
"3093","","12398","6","4","4","3","究極への道","26997","12408","このミニゲームの「？」に入るのは？","2","","1","36947","3093","6","6","31350","ミヤコ's キッチン 究極への道"
"3094","協定世界時が採用される以前に、国際的な基準時刻として採用された時刻の名称","12483","5","5","5","3","グリニッジ","12522","12491","これ、何と言う？","3","","2","12472","0","5","5","12464","グリニッジ標準時"
"3095","プリンセスコネクト！Re:Dive 　公式4コマまんがのタイトル","12397","4","4","4","3","ぷりこねっ","12426","12371","これ、何と言う？","1","","1","12387","3095","4","4","12407","ぷりこねっ！りだいぶ"
"3103","有名な塔の名前。地盤沈下により少し斜めに傾いている姿が特徴的","26012","6","6","4","3","ピサの斜塔","12469","12398","これ、何と言う？","1","","2","22612","0","5","5","12500","ピサの斜塔"
"3106","アストルムに存在する種族、獣人族・エルフ族・魔族・ドラゴン族、残りひとつは？","12510","5","5","5","3","ヒューマン","12517","12540","これ、何と言う？","2","","1","12531","0","5","5","12498","ヒューマン族"
"3115","「草薙の剣」・「八咫鏡」・「八尺瓊勾玉」、合わせてなんと言う？","31070","6","6","4","3","三種の神器","31278","12398","これ、何と言う？","2","","2","22120","0","6","6","19977","三種の神器"
"3124","『ノゾミ』が「聖学祭」\nで歌った楽曲","12363","4","4","4","3","見たいから","12383","12356","歌っている曲の名前は？","3","","1","12425","3124","6","4","35211","君の笑顔が見たいから"
"3125","「4：3」や「16：9」が一般的。画面や画像の縦横比率のこと","12463","5","5","5","3","アスペクト","12473","12506","これ、何と言う？","2","","2","12488","0","5","5","12450","アスペクト比"
"3126","初夢に見ると縁起が良いと言われる3つのもの","12377","4","4","4","3","さんなすび","12435","12394","これ、何と言う？","1","","2","12403","0","4","4","12373","一富士 二鷹 さんなすび"
"3127","「忍者の武器」として広く認知される、手のひらサイズの飛び道具","12369","4","4","4","3","しゅりけん","12421","12426","これ、何と言う？","1","","2","12435","0","4","4","12375","しゅりけん"
"3128","忍者の派閥として、「甲賀流」に並び、もっとも広く認知されるものの一つ","12421","4","4","4","3","いがりゅう","12364","12426","これ、何と言う？","3","","2","12358","0","4","4","12356","いがりゅう"
"3129","3年保育の幼稚園の組分け","12423","4","4","4","3","ねんちょう","12435","12385","これ、何と言う？","1","","2","12358","0","4","4","12397","年少組⇒年中組⇒\n⇒ねんちょう組"
"3133","有名ななぞなぞ。パンはパンでも、食べられないパンは？","12497","5","5","5","3","フライパン","12521","12452","これ、何？","1","","2","12531","0","5","5","12501","フライパン"
"3134","『アカリ』の趣味の楽器である\n「サックス」の正式名称","12457","5","5","5","3","クソフォン","12477","12501","これ、何と言う？","1","","1","12531","3134","5","5","12463","サクソフォン"
"3141","「常連客」の別の呼び方。繰り返し利用してくれることから","12479","5","5","5","3","リピーター","12500","12540","これ、何と言う？","1","","2","12540","0","5","5","12522","リピーター"
"3143","「メインストーリー第1部」のオープニング楽曲（カタカナで）","12475","5","5","5","3","プリンセス","12522","12531","この曲の名前は？","1","","1","12473","3143","5","5","12503","ロストプリンセス"
"3144","「メインストーリー第1部」のエンディング楽曲","112","3","3","3","3","Happy","97","112","この曲の名前は？","1","","1","121","3144","2","3","72","Connecting Happy！！"
"3145","「メインストーリー第1部8章」のエンディング楽曲（カタカナで）","12483","5","5","5","3","シクレット","12463","12524","この曲の名前は？","2","アブソリュートシークレット","1","12488","3145","5","5","12471","アブソリュートシークレット"
"3146","イベント「デンジャラスバカンス！ 渚のグルメプリンセス」のエンディング楽曲","12540","5","5","5","3","マイホーム","12452","12507","この曲の名前は？","3","","1","12512","3146","5","5","12510","えがおのマイホーム"
"3147","イベント「バトルオブバレンタイン！ 想いぶつかるスウィートバトル」のエンディング楽曲","12524","5","5","5","3","チョコレト","12519","12467","この曲の名前は？","3","スーパーチョコレート","1","12488","3147","5","5","12481","スーパーチョコレート"
"3148","イベント「王都の名探偵 嘆きの追跡者」のエンディング楽曲","24819","4","6","6","3","未解決想い","35299","27770","この曲の名前は？","3","未解決な想い","1","12356","3148","6","6","26410","未解決な想い"
"3149","イベント「ショーグン道中記　白翼のサムライ」のエンディング楽曲","12522","5","5","5","3","グローリエ","12525","12540","この曲の名前は？","3","","1","12456","3149","5","5","12464","白翼のグローリエ"
"3150","イベント「スズナレインボーステージ」のエンディング楽曲","83","2","2","2","3","FIRST","73","82","この曲の名前は？","3","","1","84","3150","2","2","70","背伸びFIRSTKiss"
"3151","イベント「森の臆病者と聖なる学舎の異端児」のエンディング楽曲","12471","5","5","5","3","センセショ","12531","12475","この曲の名前は？","3","なかよしセンセーション","1","12519","3151","5","5","12475","なかよしセンセーション"
"3152","「メインストーリー第2部」のオープニング楽曲（カタカナで）","12472","5","5","5","3","ミラージュ","12521","12540","この曲の名前は？","1","","1","12517","3152","5","5","12511","ミラージュゲーム"
"3153","イベント「まきばの四農士 貧乏牧場奮闘記！」のエンディング楽曲（カタカナで）","12501","5","5","5","3","ハートフル","12540","12488","この曲の名前は？","3","","1","12523","3153","5","5","12495","ハートフルプレイス"
"3154","イベント「響け！絶叫！ハロウィンゴーストフェスティバル」のエンディング楽曲（カタカナで）","12463","5","5","5","3","パラドクス","12521","12489","この曲の名前は？","3","パラドックス","1","12473","3154","5","5","12497","パラドックス"
"3155","イベント「カルミナサマーライブ　ジャスト ア モーメント！」のエンディング楽曲","12531","5","5","5","3","モーメント","12540","12513","この曲の名前は？","1","","1","12488","3155","5","5","12514","ジャストアモーメント！"
"3156","イベント「イリーガルオーエドカルテ　Dr.ミツキの診察室」のエンディング楽曲（カタカナで）","12473","5","5","5","3","ナルシスト","12523","12471","この曲の名前は？","3","","1","12488","3156","5","5","12490","ナルシストレーション♡"
"3157","第1部13章\nエンディング楽曲","12418","4","4","4","3","つなぐもの","12394","12368","この曲の名前は？","2","","1","12398","3157","4","4","12388","つなぐもの"
"3158","ゲームのシステムの一種。大勢で戦い、負けた者が抜けていく形式で最も強い一人を決める","12516","5","5","5","3","ロワイヤル","12527","12452","これ、何と言う？","1","","2","12523","0","5","5","12525","バトルロワイヤル"
"3159","一般に「フード付きのスウェット」の意味で浸透した「パーカー」、本来の正しい呼び方は？","12451","5","5","5","3","フーディー","12540","12487","これ、何と言う？","3","","2","12540","0","5","5","12501","フーディー"
"3160","「だっこ」の仕方の一種。抱っこされる側が身体を横にして、ひざと上体の二点を抱えられる","12373","4","4","4","3","おひめさま","12402","12417","これ、何と言う？","2","","2","12414","0","4","4","12362","おひめさまだっこ"
"3161","複数人が集まって、怖い話を代わるがわる100個語っていくという文化。夏に行うことが多い","12383","4","4","4","3","ものがたり","12398","12364","これ、何と言う？","2","","2","12426","0","4","4","12418","ひゃくものがたり"
"3162","映画の技法の一つ。ピンチの場面など、気になるところであえて中断し、ハラハラ感を煽る","12531","5","5","5","3","リフハンガ","12501","12495","これ、何と言う？","3","","2","12460","0","5","5","12522","クリフハンガー"
"3163","","12488","5","5","5","3","オケストラ","12465","12473","これ、略さずに言うと？","3","カラオケ＝空オーケストラ","2","12521","0","5","5","12458","カラオケ＝空オーケストラ"
"3164","保護者と教員による団体である「PTA」、「P」は何の略？（カタカナで）","12531","5","5","5","3","ペアレント","12450","12524","これ、略さずに言うと？","3","","2","12488","0","5","5","12506","ペアレント"
"3165","将棋の戦法を、「飛車」の動き方によって2つに分けたとき、一つは「居飛車」でもう一つは何？","12375","4","4","4","3","ふりびしゃ","12426","12403","これ、何と言う？","3","","2","12419","0","4","4","12405","ふりびしゃ（ひらがなで）"
"3166","花札の役の一つ。生き物の描かれた特定の札3枚による組み合わせ","12423","4","4","4","3","しかちょう","12363","12385","これ、何と言う？","1","","2","12358","0","4","4","12375","いのしかちょう"
"3167","","31361","6","6","6","3","成層圏突入","23652","22287","この「ハプニング」の名前は？","3","","1","20837","3167","6","6","25104","成層圏突入"
"3168","よく使われる化粧品の一つ。顔全体に塗り、肌の表面を整える役目を持つ","12487","5","5","5","3","ファンデー","12449","12531","これ、何と言う？","1","","2","12540","0","5","5","12501","ファンデーション"
"3169","よく使われる化粧品の一つ。目の周りに塗り、文字通り陰影を演出する役目を持つ","12515","5","5","5","3","アイシャド","12452","12471","これ、何と言う？","2","","2","12489","0","5","5","12450","アイシャドウ"
"3170","プリコネRで、自分のプロフィールカードを作成する機能の名前","12525","5","5","5","3","マイプロフ","12452","12503","これ、何と言う？","3","","1","12501","0","5","5","12510","マイプロフカード"
"3171","「呼びかけと応答」という意味で、コンサートなどで演者の呼びかけに対し観客が応えること","12531","5","5","5","3","レスポンス","12473","12509","これ、何と言う？","2","","2","12473","0","5","5","12524","コール&レスポンス"
"3173","森羅万象が記述されているとされる書物。宇宙創生の頃より存在する","12483","5","5","5","3","アカシック","12459","12471","これ、何と言う？","3","","2","12463","0","5","5","12450","アカシックレコード"
