b8dc614b777988a6d0f9a7aa27d37a29ec5d2852913d21727fa23d0ffec1f658,94a5957b8a9aae3a34152c1641fc7ef9b0ef0da96614b3a14271ae5dbfb881f6,8a2aa8cc7ee7ef6cb89b49c35e463106189b17535a10cb704172993f52405e6e,31a0c40e24ff387d00f574d3492ad3d5896ddf2c4bde9b03c0c1fb13734268d7,947d617eb5cee0c690f62949823a579c2d15493b30457dc11028fc4a2a8c9d7a
"163","101","15","15034","212"
"168","100","15","15035","104"
"173","100","15","15036","371"
"178","100","15","15037","104"
"181","100","15","15038","36"
"185","100","15","15039","127"
"190","100","15","15040","68"
"194","101","15","15041","256"
"197","100","15","15042","182"
"201","100","15","15043","132"
"206","100","15","15044","78"
"209","100","15","15045","224"
"214","100","15","15046","4"
"217","100","15","15047","102"
"220","400","15","15048","159"
"223","100","15","15049","104"
"228","100","15","15050","135"
"232","101","15","15051","185"
"236","100","15","15052","377"
"240","100","15","15053","133"
"243","100","15","15054","255"
"246","101","15","15055","361"
"249","100","15","15056","293"
"254","500","15","15057","-1"
"257","101","15","15058","201"
"261","100","15","15059","375"
"266","101","15","15060","229"
"270","100","15","15061","364"
"275","100","15","15062","496"
"278","100","15","15063","458"
"282","100","15","15064","216"
"285","200","15","15065","627"
"288","100","15","15066","117"
"291","100","15","15067","289"
"296","100","15","15068","151"
"299","100","15","15069","745"
"304","101","15","15070","452"
"307","100","15","15071","545"
"311","100","15","15072","830"
"316","400","15","15073","615"
"321","100","15","15074","650"
"325","100","15","15075","752"
"329","101","15","15076","494"
"333","100","15","15077","724"
"337","100","15","15078","530"
"341","100","15","15079","449"
"345","100","15","15080","667"
"349","101","15","15081","715"
"354","100","15","15082","670"
"359","100","15","15083","450"
"363","100","15","15084","790"
"367","101","15","15085","410"
"371","100","15","15086","822"
"376","100","15","15087","374"
"379","500","15","15088","-1"
"382","101","15","15089","374"
"385","100","15","15090","663"
"390","100","15","15091","593"
"395","100","15","15092","910"
"399","101","15","15093","589"
"403","100","15","15094","495"
"407","100","15","15095","981"
"412","100","15","15096","790"
"416","100","15","15097","1063"
"420","100","15","15098","613"
"423","101","15","15099","554"
"428","100","15","15100","168"
"432","100","15","15101","373"
"435","101","15","15102","482"
"439","100","15","15103","355"
"444","100","15","15104","285"
"449","100","15","15105","150"
"454","100","15","15106","121"
"458","100","15","15107","277"
"463","101","15","15108","483"
"467","100","15","15109","331"
"471","100","15","15110","105"
"474","100","15","15111","255"
"478","100","15","15112","446"
"481","400","15","15113","825"
"484","100","15","15114","778"
"489","101","15","15115","563"
"494","510","15","15116","-1"
"499","100","15","15117","362"
"504","101","15","15118","551"
"508","100","15","15119","722"
"513","100","15","15120","1014"
"517","100","15","15121","915"
"521","100","15","15122","850"
"526","100","15","15123","702"
"531","100","15","15124","539"
"536","101","15","15125","583"
"540","100","15","15126","720"
"544","100","15","15127","578"
"547","100","15","15128","507"
"552","100","15","15129","426"
"556","100","15","15130","586"
"560","101","15","15131","381"
"565","100","15","15132","521"
"569","100","15","15133","771"
"572","100","15","15134","635"
"575","101","15","15135","738"
"578","100","15","15136","480"
"583","100","15","15137","354"
"586","100","15","15138","405"
"590","100","15","15139","560"
"595","100","15","15140","836"
"598","510","15","15141","-1"
"603","200","15","15142","631"
"608","100","15","15143","920"
"612","101","15","15144","848"
"616","100","15","15145","1051"
"620","100","15","15146","1090"
"624","100","15","15147","1163"
"628","101","15","15148","986"
"633","100","15","15149","1135"
"637","100","15","15150","961"
"640","100","15","15151","996"
"644","400","15","15152","834"
"649","100","15","15153","1054"
"652","100","15","15154","758"
"655","101","15","15155","990"
"660","100","15","15156","913"
"665","100","15","15157","672"
"669","100","15","15158","897"
"673","101","15","15159","777"
"676","100","15","15160","837"
"680","100","15","15161","882"
"684","101","15","15162","912"
"689","100","15","15163","839"
"694","100","15","15164","729"
"697","100","15","15165","550"
"702","100","15","15166","281"
"706","100","15","15167","653"
"709","101","15","15168","379"
"712","100","15","15169","649"
"716","100","15","15170","752"
"719","100","15","15171","790"
"723","100","15","15172","866"
"728","101","15","15173","823"
"732","100","15","15174","875"
"736","510","15","15175","-1"
"741","100","15","15176","465"
"745","101","15","15177","375"
"750","100","15","15178","418"
"753","100","15","15179","101"
"758","100","15","15180","433"
"763","100","15","15181","62"
"768","101","15","15182","272"
"773","100","15","15183","63"
"777","100","15","15184","175"
"782","101","15","15185","419"
"785","100","15","15186","136"
"789","100","15","15187","39"
"793","100","15","15188","229"
"797","101","15","15189","337"
"800","100","15","15190","602"
"805","101","15","15191","566"
"808","100","15","15192","497"
"811","100","15","15193","676"
"815","100","15","15194","805"
"820","100","15","15195","630"
"825","101","15","15196","517"
"830","100","15","15197","807"
"835","100","15","15198","666"
"840","100","15","15199","270"
"844","101","15","15200","526"
"30","100","16","16001","250"
"33","100","16","16002","463"
"40","101","16","16003","165"
"44","100","16","16004","303"
"48","100","16","16005","396"
"53","100","16","16006","534"
"57","100","16","16007","685"
"61","101","16","16008","761"
"66","100","16","16009","446"
"69","100","16","16010","17"
"72","100","16","16011","390"
"75","100","16","16012","421"
"78","100","16","16013","649"
"81","101","16","16014","842"
"85","100","16","16015","905"
"88","100","16","16016","1128"
"93","400","16","16017","744"
"96","100","16","16018","445"
"99","100","16","16019","836"
"102","100","16","16020","658"
"106","101","16","16021","379"
"110","100","16","16022","76"
"115","100","16","16023","115"
"119","101","16","16024","361"
"122","100","16","16025","739"
"127","100","16","16026","644"
"132","101","16","16027","966"
"136","100","16","16028","1110"
"141","100","16","16029","759"
"145","100","16","16030","496"
"150","500","16","16031","550"
"155","100","16","16032","525"
"160","100","16","16033","378"
"163","101","16","16034","374"
"168","100","16","16035","548"
"173","100","16","16036","506"
"178","100","16","16037","616"
"181","100","16","16038","404"
"185","100","16","16039","258"
"190","100","16","16040","411"
"194","101","16","16041","315"
"197","100","16","16042","137"
"201","100","16","16043","46"
"206","100","16","16044","237"
"209","100","16","16045","385"
"214","100","16","16046","251"
"217","100","16","16047","212"
"220","400","16","16048","262"
"223","100","16","16049","169"
"228","100","16","16050","464"
"232","101","16","16051","744"
"236","100","16","16052","560"
"240","100","16","16053","341"
"243","100","16","16054","357"
"246","101","16","16055","297"
"249","100","16","16056","368"
"254","500","16","16057","-1"
"257","101","16","16058","528"
"261","100","16","16059","272"
"266","101","16","16060","158"
"270","100","16","16061","432"
"275","100","16","16062","327"
"278","100","16","16063","181"
"282","100","16","16064","294"
"285","200","16","16065","496"
"288","100","16","16066","542"
"291","100","16","16067","290"
"296","100","16","16068","36"
"299","100","16","16069","117"
"304","101","16","16070","344"
"307","100","16","16071","308"
"311","100","16","16072","498"
"316","400","16","16073","418"
"321","100","16","16074","106"
"325","100","16","16075","187"
"329","101","16","16076","524"
"333","100","16","16077","812"
"337","100","16","16078","895"
"341","100","16","16079","1114"
"345","100","16","16080","966"
"349","101","16","16081","658"
"354","100","16","16082","745"
"359","100","16","16083","872"
"363","100","16","16084","1193"
"367","101","16","16085","992"
"371","100","16","16086","864"
"376","100","16","16087","991"
"379","500","16","16088","-1"
"382","101","16","16089","982"
"385","100","16","16090","885"
"390","100","16","16091","1166"
"395","100","16","16092","1071"
"399","101","16","16093","870"
"403","100","16","16094","1156"
"407","100","16","16095","842"
"412","100","16","16096","1112"
"416","100","16","16097","914"
"420","100","16","16098","804"
"423","101","16","16099","1116"
"428","100","16","16100","1008"
"432","100","16","16101","928"
"435","101","16","16102","582"
"439","100","16","16103","393"
"444","100","16","16104","318"
"449","100","16","16105","556"
"454","100","16","16106","592"
"458","100","16","16107","935"
"463","101","16","16108","800"
"467","100","16","16109","974"
"471","100","16","16110","1123"
"474","100","16","16111","1041"
"478","100","16","16112","577"
"481","400","16","16113","82"
"484","100","16","16114","465"
"489","101","16","16115","362"
"494","510","16","16116","-1"
"499","100","16","16117","745"
"504","101","16","16118","792"
"508","100","16","16119","884"
"513","100","16","16120","810"
"517","100","16","16121","987"
"521","100","16","16122","774"
"526","100","16","16123","443"
"531","100","16","16124","321"
"536","101","16","16125","9"
"540","100","16","16126","151"
"544","100","16","16127","238"
"547","100","16","16128","402"
"552","100","16","16129","270"
"556","100","16","16130","13"
"560","101","16","16131","161"
"565","100","16","16132","119"
"569","100","16","16133","407"
"572","100","16","16134","137"
"575","101","16","16135","312"
"578","100","16","16136","435"
"583","100","16","16137","491"
"586","100","16","16138","620"
"590","100","16","16139","562"
"595","100","16","16140","267"
"598","510","16","16141","-1"
"603","200","16","16142","72"
"608","100","16","16143","410"
"612","101","16","16144","651"
"616","100","16","16145","588"
"620","100","16","16146","926"
"624","100","16","16147","616"
"628","101","16","16148","563"
"633","100","16","16149","247"
"637","100","16","16150","492"
"640","100","16","16151","522"
"644","400","16","16152","237"
"649","100","16","16153","273"
"652","100","16","16154","434"
"655","101","16","16155","366"
"660","100","16","16156","153"
"665","100","16","16157","43"
"669","100","16","16158","319"
"673","101","16","16159","202"
"676","100","16","16160","549"
"680","100","16","16161","720"
"684","101","16","16162","601"
"689","100","16","16163","918"
"694","100","16","16164","1193"
"697","100","16","16165","1063"
"702","100","16","16166","1139"
"706","100","16","16167","826"
"709","101","16","16168","1142"
"712","100","16","16169","853"
"716","100","16","16170","575"
"719","100","16","16171","384"
"723","100","16","16172","39"
"728","101","16","16173","268"
"732","100","16","16174","225"
"736","510","16","16175","-1"
"741","100","16","16176","456"
"745","101","16","16177","227"
"750","100","16","16178","398"
"753","100","16","16179","63"
"758","100","16","16180","3"
"763","100","16","16181","265"
"768","101","16","16182","175"
"773","100","16","16183","478"
"777","100","16","16184","623"
"782","101","16","16185","689"
"785","100","16","16186","598"
"789","100","16","16187","710"
"793","100","16","16188","842"
"797","101","16","16189","1101"
"800","100","16","16190","1036"
"805","101","16","16191","949"
"808","100","16","16192","607"
"811","100","16","16193","836"
"815","100","16","16194","740"
"820","100","16","16195","1009"
"825","101","16","16196","872"
"830","100","16","16197","672"
"835","100","16","16198","767"
"840","100","16","16199","532"
"844","101","16","16200","333"
"30","100","17","17001","650"
"34","100","17","17002","566"
"40","101","17","17003","676"
"44","100","17","17004","584"
"48","100","17","17005","747"
"53","100","17","17006","550"
"57","100","17","17007","457"
"61","101","17","17008","859"
"66","100","17","17009","618"
"69","100","17","17010","744"
"72","100","17","17011","1042"
"75","100","17","17012","786"
"78","100","17","17013","620"
"81","101","17","17014","558"
"85","100","17","17015","830"
"88","100","17","17016","728"
"93","100","17","17017","558"
"96","100","17","17018","761"
"99","100","17","17019","721"
"102","100","17","17020","895"
"106","101","17","17021","520"
"110","100","17","17022","63"
"115","100","17","17023","281"
"119","101","17","17024","539"
"122","100","17","17025","988"
"127","100","17","17026","854"
"132","101","17","17027","467"
"136","100","17","17028","57"
"141","100","17","17029","391"
"145","100","17","17030","284"
"150","500","17","17031","650"
"155","100","17","17032","153"
"160","100","17","17033","494"
"163","101","17","17034","234"
"168","100","17","17035","544"
"173","100","17","17036","656"
"178","100","17","17037","479"
"181","100","17","17038","173"
"185","400","17","17039","508"
"190","100","17","17040","409"
"194","101","17","17041","561"
"197","100","17","17042","657"
"201","100","17","17043","720"
"206","100","17","17044","557"
"209","100","17","17045","522"
"214","100","17","17046","864"
"217","100","17","17047","606"
"220","400","17","17048","410"
"223","100","17","17049","179"
"228","100","17","17050","383"
"232","101","17","17051","573"
"236","100","17","17052","701"
"240","100","17","17053","748"
"243","100","17","17054","736"
"246","101","17","17055","900"
"249","100","17","17056","696"
"254","500","17","17057","-1"
"257","101","17","17058","823"
"261","100","17","17059","623"
"266","101","17","17060","324"
"270","100","17","17061","217"
"275","100","17","17062","62"
"278","100","17","17063","384"
"282","100","17","17064","516"
"285","200","17","17065","601"
"288","100","17","17066","457"
"291","100","17","17067","776"
"296","100","17","17068","453"
"299","100","17","17069","563"
"304","101","17","17070","320"
"307","100","17","17071","446"
"311","100","17","17072","371"
"316","400","17","17073","274"
"321","100","17","17074","606"
"325","100","17","17075","319"
"329","101","17","17076","432"
"333","100","17","17077","227"
"337","100","17","17078","36"
"341","100","17","17079","101"
"345","100","17","17080","424"
"349","101","17","17081","718"
"354","100","17","17082","850"
"359","100","17","17083","717"
"363","100","17","17084","1007"
"367","101","17","17085","790"
"371","100","17","17086","837"
"376","100","17","17087","791"
"379","500","17","17088","-1"
"382","101","17","17089","1016"
"385","100","17","17090","826"
"390","100","17","17091","751"
"395","100","17","17092","600"
"399","101","17","17093","260"
"403","100","17","17094","384"
"407","100","17","17095","280"
"412","100","17","17096","360"
"416","100","17","17097","540"
"420","100","17","17098","696"
"423","101","17","17099","586"
"428","100","17","17100","616"
"432","100","17","17101","454"
"435","101","17","17102","334"
"439","100","17","17103","666"
"444","100","17","17104","570"
"449","100","17","17105","685"
"454","100","17","17106","928"
"458","100","17","17107","856"
"463","101","17","17108","694"
"467","100","17","17109","639"
"471","100","17","17110","782"
"474","100","17","17111","660"
"478","100","17","17112","739"
"481","400","17","17113","515"
"484","100","17","17114","688"
"489","101","17","17115","411"
"494","510","17","17116","-1"
"499","100","17","17117","730"
"504","101","17","17118","393"
"508","100","17","17119","629"
"513","100","17","17120","497"
"517","100","17","17121","753"
"521","100","17","17122","572"
"526","100","17","17123","795"
"531","100","17","17124","680"
"536","101","17","17125","992"
"540","100","17","17126","831"
"544","100","17","17127","636"
"547","100","17","17128","812"
"552","100","17","17129","966"
"556","100","17","17130","1053"
"560","101","17","17131","1166"
"565","100","17","17132","879"
"569","100","17","17133","789"
"572","100","17","17134","509"
"575","101","17","17135","309"
"578","100","17","17136","446"
"583","100","17","17137","332"
"586","100","17","17138","255"
"590","100","17","17139","82"
"595","100","17","17140","148"
"598","510","17","17141","-1"
"603","200","17","17142","134"
"608","100","17","17143","55"
"612","101","17","17144","281"
"616","100","17","17145","120"
"620","100","17","17146","371"
"624","100","17","17147","209"
"628","101","17","17148","262"
"633","100","17","17149","340"
"637","100","17","17150","175"
"640","100","17","17151","422"
"644","400","17","17152","299"
"649","100","17","17153","539"
"652","100","17","17154","846"
"655","101","17","17155","615"
"660","100","17","17156","637"
"665","100","17","17157","552"
"669","100","17","17158","379"
"673","101","17","17159","169"
"676","100","17","17160","12"
"680","100","17","17161","198"
"684","101","17","17162","281"
"689","100","17","17163","166"
"694","100","17","17164","246"
"697","100","17","17165","381"
"702","100","17","17166","585"
"706","100","17","17167","857"
"709","101","17","17168","655"
"712","100","17","17169","1018"
"716","100","17","17170","901"
"719","100","17","17171","725"
"723","100","17","17172","627"
"728","101","17","17173","944"
"732","100","17","17174","870"
"736","510","17","17175","-1"
"741","100","17","17176","832"
"745","101","17","17177","913"
"750","100","17","17178","655"
"753","100","17","17179","411"
"758","100","17","17180","317"
"763","100","17","17181","423"
"768","101","17","17182","657"
"773","100","17","17183","363"
"777","100","17","17184","482"
"782","101","17","17185","768"
"785","100","17","17186","1059"
"789","100","17","17187","884"
"793","100","17","17188","662"
"797","101","17","17189","741"
"800","100","17","17190","908"
"805","101","17","17191","753"
"808","100","17","17192","1026"
"811","100","17","17193","827"
"815","100","17","17194","857"
"820","100","17","17195","706"
"825","101","17","17196","925"
"830","100","17","17197","1108"
"835","100","17","17198","846"
"840","100","17","17199","635"
"844","101","17","17200","457"
"30","100","18","18001","350"
"34","100","18","18002","729"
"40","101","18","18003","512"
"44","100","18","18004","813"
"48","100","18","18005","329"
"53","100","18","18006","659"
"57","100","18","18007","339"
"61","101","18","18008","268"
"66","100","18","18009","499"
"69","100","18","18010","993"
"72","100","18","18011","513"
"75","100","18","18012","888"
"78","100","18","18013","652"
"81","101","18","18014","715"
"85","100","18","18015","506"
"88","100","18","18016","546"
"93","100","18","18017","443"
"96","100","18","18018","740"
"99","100","18","18019","942"
"102","100","18","18020","878"
"106","101","18","18021","618"
"110","100","18","18022","942"
"115","100","18","18023","731"
"119","101","18","18024","836"
"122","100","18","18025","749"
"127","100","18","18026","794"
"132","101","18","18027","916"
"136","100","18","18028","1045"
"141","100","18","18029","578"
"145","100","18","18030","241"
"150","500","18","18031","550"
"155","100","18","18032","961"
"160","100","18","18033","639"
"163","101","18","18034","777"
"168","100","18","18035","1002"
"173","100","18","18036","820"
"178","100","18","18037","688"
"181","100","18","18038","1126"
"185","100","18","18039","756"
"190","100","18","18040","471"
"194","101","18","18041","701"
"197","100","18","18042","357"
"201","100","18","18043","711"
"206","100","18","18044","375"
"209","100","18","18045","257"
"214","100","18","18046","700"
"217","100","18","18047","466"
"220","400","18","18048","772"
"223","100","18","18049","384"
"228","100","18","18050","222"
"232","101","18","18051","384"
"236","100","18","18052","287"
"240","100","18","18053","595"
"243","100","18","18054","511"
"246","101","18","18055","652"
"249","100","18","18056","711"
"254","101","18","18057","266"
"257","101","18","18058","545"
"261","100","18","18059","549"
"266","500","18","18060","-1"
"270","100","18","18061","127"
"275","100","18","18062","44"
"278","100","18","18063","309"
"282","100","18","18064","391"
"285","200","18","18065","432"
"288","100","18","18066","251"
"291","100","18","18067","284"
"296","100","18","18068","517"
"299","100","18","18069","736"
"304","101","18","18070","613"
"307","100","18","18071","811"
"311","100","18","18072","946"
"316","400","18","18073","841"
"321","100","18","18074","393"
"325","100","18","18075","719"
"329","101","18","18076","834"
"333","100","18","18077","410"
"337","100","18","18078","656"
"341","100","18","18079","645"
"345","100","18","18080","495"
"349","101","18","18081","670"
"354","100","18","18082","341"
"359","100","18","18083","105"
"363","100","18","18084","484"
"367","101","18","18085","321"
"371","100","18","18086","328"
"376","100","18","18087","0"
"379","500","18","18088","-1"
"382","101","18","18089","621"
"385","100","18","18090","192"
"390","100","18","18091","484"
"395","100","18","18092","543"
"399","101","18","18093","652"
"403","100","18","18094","492"
"407","100","18","18095","751"
"412","400","18","18096","458"
"416","100","18","18097","389"
"420","100","18","18098","124"
"423","101","18","18099","605"
"428","100","18","18100","198"
"432","100","18","18101","498"
"435","101","18","18102","371"
"439","100","18","18103","813"
"444","100","18","18104","1074"
"449","100","18","18105","810"
"454","100","18","18106","1007"
"458","100","18","18107","800"
"463","101","18","18108","500"
"467","100","18","18109","771"
"471","100","18","18110","688"
"474","100","18","18111","877"
"478","100","18","18112","1128"
"481","400","18","18113","688"
"484","100","18","18114","499"
"489","101","18","18115","677"
"494","510","18","18116","-1"
"499","100","18","18117","1138"
"504","101","18","18118","865"
"508","100","18","18119","658"
"513","100","18","18120","526"
"517","100","18","18121","912"
"521","100","18","18122","961"
"526","100","18","18123","595"
"531","100","18","18124","301"
"536","101","18","18125","523"
"540","100","18","18126","673"
"544","100","18","18127","523"
"547","100","18","18128","750"
"552","100","18","18129","606"
"556","100","18","18130","422"
"560","101","18","18131","611"
"565","100","18","18132","697"
"569","100","18","18133","499"
"572","100","18","18134","300"
"575","101","18","18135","730"
"578","100","18","18136","477"
"583","100","18","18137","512"
"586","100","18","18138","345"
"590","100","18","18139","409"
"595","100","18","18140","824"
"598","510","18","18141","-1"
"603","200","18","18142","284"
"608","100","18","18143","49"
"612","101","18","18144","166"
"616","100","18","18145","365"
"620","100","18","18146","212"
"624","100","18","18147","117"
"628","101","18","18148","58"
"633","100","18","18149","321"
"637","100","18","18150","60"
"640","100","18","18151","25"
"644","400","18","18152","452"
"649","100","18","18153","852"
"652","100","18","18154","597"
"655","101","18","18155","566"
"660","100","18","18156","151"
"665","100","18","18157","59"
"669","100","18","18158","113"
"673","101","18","18159","278"
"676","100","18","18160","234"
"680","100","18","18161","111"
"684","101","18","18162","481"
"689","100","18","18163","317"
"694","100","18","18164","765"
"697","100","18","18165","1090"
"702","100","18","18166","648"
"706","100","18","18167","617"
"709","101","18","18168","943"
"712","100","18","18169","992"
"716","100","18","18170","911"
"719","100","18","18171","640"
"723","100","18","18172","736"
"728","101","18","18173","502"
"732","100","18","18174","616"
"736","510","18","18175","-1"
"741","100","18","18176","139"
"745","101","18","18177","338"
"750","100","18","18178","659"
"753","100","18","18179","780"
"758","100","18","18180","396"
"763","100","18","18181","485"
"768","101","18","18182","591"
"773","100","18","18183","322"
"777","100","18","18184","428"
"782","101","18","18185","321"
"785","100","18","18186","494"
"789","100","18","18187","452"
"793","100","18","18188","642"
"797","101","18","18189","449"
"800","100","18","18190","392"
"805","101","18","18191","683"
"808","100","18","18192","568"
"811","100","18","18193","732"
"815","100","18","18194","462"
"820","100","18","18195","426"
"825","101","18","18196","194"
"830","100","18","18197","317"
"835","100","18","18198","732"
"840","100","18","18199","341"
"844","101","18","18200","764"
"30","100","19","19001","200"
"34","100","19","19002","403"
"40","101","19","19003","510"
"44","100","19","19004","637"
"48","100","19","19005","1016"
"53","100","19","19006","717"
"57","100","19","19007","655"
"61","101","19","19008","770"
"66","100","19","19009","651"
"69","100","19","19010","731"
"72","100","19","19011","674"
"75","100","19","19012","291"
"78","100","19","19013","180"
"81","101","19","19014","250"
"85","100","19","19015","399"
"88","100","19","19016","217"
"93","100","19","19017","318"
"96","100","19","19018","349"
"99","100","19","19019","655"
"102","100","19","19020","598"
"106","101","19","19021","518"
"110","100","19","19022","314"
"115","100","19","19023","712"
"119","101","19","19024","650"
"122","100","19","19025","1122"
"127","400","19","19026","830"
"132","101","19","19027","407"
"136","100","19","19028","184"
"141","100","19","19029","369"
"145","100","19","19030","629"
"150","500","19","19031","650"
"155","100","19","19032","573"
"160","100","19","19033","257"
"163","101","19","19034","193"
"168","100","19","19035","150"
"173","100","19","19036","248"
"178","100","19","19037","639"
"181","100","19","19038","398"
"185","100","19","19039","276"
"190","100","19","19040","211"
"194","101","19","19041","256"
"197","100","19","19042","378"
"201","100","19","19043","507"
"206","100","19","19044","563"
"209","100","19","19045","432"
"214","100","19","19046","579"
"217","100","19","19047","327"
"220","400","19","19048","315"
"223","100","19","19049","225"
"228","100","19","19050","617"
"232","101","19","19051","815"
"236","100","19","19052","507"
"240","100","19","19053","673"
"243","100","19","19054","924"
"246","101","19","19055","380"
"249","100","19","19056","828"
"254","500","19","19057","-1"
"257","101","19","19058","785"
"261","100","19","19059","689"
"266","101","19","19060","478"
"270","100","19","19061","196"
"275","100","19","19062","44"
"278","100","19","19063","314"
"282","100","19","19064","83"
"285","100","19","19065","368"
"288","100","19","19066","538"
"291","100","19","19067","908"
"296","100","19","19068","1130"
"299","200","19","19069","412"
"304","101","19","19070","609"
"307","100","19","19071","713"
"311","100","19","19072","280"
"316","400","19","19073","215"
"321","100","19","19074","173"
"325","100","19","19075","344"
"329","101","19","19076","255"
"333","100","19","19077","361"
"337","100","19","19078","610"
"341","100","19","19079","956"
"345","100","19","19080","815"
"349","101","19","19081","581"
"354","100","19","19082","1071"
"359","100","19","19083","674"
"363","100","19","19084","789"
"367","101","19","19085","690"
"371","100","19","19086","358"
"376","100","19","19087","626"
"379","500","19","19088","-1"
"382","101","19","19089","787"
"385","100","19","19090","741"
"390","100","19","19091","536"
"395","100","19","19092","281"
"399","101","19","19093","472"
"403","100","19","19094","282"
"407","100","19","19095","319"
"412","100","19","19096","734"
"416","100","19","19097","354"
"420","100","19","19098","782"
"423","101","19","19099","800"
"428","100","19","19100","557"
"432","100","19","19101","690"
"435","101","19","19102","570"
"439","100","19","19103","728"
"444","100","19","19104","660"
"449","100","19","19105","871"
"454","100","19","19106","826"
"458","100","19","19107","871"
"463","101","19","19108","723"
"467","100","19","19109","680"
"471","100","19","19110","618"
"474","100","19","19111","510"
"478","100","19","19112","414"
"481","400","19","19113","469"
"484","100","19","19114","197"
"489","101","19","19115","580"
"494","510","19","19116","-1"
"499","100","19","19117","283"
"504","101","19","19118","190"
"508","100","19","19119","342"
"513","100","19","19120","753"
"517","100","19","19121","340"
"521","100","19","19122","645"
"526","100","19","19123","413"
"531","100","19","19124","253"
"536","101","19","19125","150"
"540","100","19","19126","216"
"544","100","19","19127","377"
"547","100","19","19128","267"
"552","100","19","19129","385"
"556","100","19","19130","250"
"560","101","19","19131","273"
"565","100","19","19132","565"
"569","100","19","19133","306"
"572","100","19","19134","176"
"575","101","19","19135","532"
"578","100","19","19136","463"
"583","100","19","19137","254"
"586","100","19","19138","210"
"590","100","19","19139","473"
"595","100","19","19140","633"
"598","510","19","19141","-1"
"603","200","19","19142","421"
"608","100","19","19143","521"
"612","101","19","19144","748"
"616","100","19","19145","399"
"620","100","19","19146","653"
"624","100","19","19147","890"
"628","101","19","19148","975"
"633","100","19","19149","691"
"637","100","19","19150","932"
"640","100","19","19151","752"
"644","400","19","19152","515"
"649","100","19","19153","821"
"652","100","19","19154","517"
"655","101","19","19155","433"
"660","100","19","19156","181"
"665","100","19","19157","123"
"669","100","19","19158","550"
"673","101","19","19159","318"
"676","100","19","19160","205"
"680","100","19","19161","318"
"684","101","19","19162","198"
"689","100","19","19163","502"
"694","100","19","19164","386"
"697","100","19","19165","568"
"702","100","19","19166","808"
"706","100","19","19167","950"
"709","101","19","19168","648"
"712","100","19","19169","966"
"716","100","19","19170","838"
"719","100","19","19171","583"
"723","100","19","19172","291"
"728","101","19","19173","385"
"732","100","19","19174","625"
"736","510","19","19175","-1"
"741","100","19","19176","390"
"745","101","19","19177","184"
"750","100","19","19178","119"
"753","100","19","19179","100"
"758","100","19","19180","467"
"763","100","19","19181","364"
"768","101","19","19182","451"
"773","100","19","19183","306"
"777","100","19","19184","318"
"782","101","19","19185","486"
"785","100","19","19186","586"
"789","100","19","19187","499"
"793","100","19","19188","684"
"797","101","19","19189","753"
"800","100","19","19190","854"
"805","101","19","19191","668"
"808","100","19","19192","752"
"811","100","19","19193","830"
"815","100","19","19194","867"
"820","100","19","19195","627"
"825","101","19","19196","392"
"830","100","19","19197","638"
"835","100","19","19198","787"
"840","100","19","19199","643"
"844","101","19","19200","427"
"30","100","50","50001","314"
"33","100","50","50002","490"
"35","100","50","50003","345"
"35","100","50","50004","420"
"35","100","50","50005","623"
"35","100","50","50006","838"
"37","100","50","50007","931"
"38","100","50","50008","713"
"38","100","50","50009","475"
"40","100","50","50010","606"
"41","100","50","50011","488"
"44","100","50","50012","643"
"46","100","50","50013","577"
"48","100","50","50014","784"
"51","101","50","50015","931"
"54","100","50","50016","703"
"54","100","50","50017","876"
"56","100","50","50018","936"
"56","100","50","50019","766"
"58","100","50","50020","622"
"58","100","50","50021","550"
"60","100","50","50022","476"
"61","100","50","50023","551"
"62","100","50","50024","587"
"62","100","50","50025","532"
"64","100","50","50026","570"
"66","100","50","50027","488"
"68","100","50","50028","628"
"68","100","50","50029","552"
"69","100","50","50030","620"
"72","100","50","50031","709"
"74","100","50","50032","659"
"74","100","50","50033","757"
"74","100","50","50034","632"
"77","100","50","50035","563"
"80","100","50","50036","702"
"81","100","50","50037","641"
"84","100","50","50038","567"
"86","100","50","50039","517"
"89","100","50","50040","428"
"90","100","50","50041","288"
"91","100","50","50042","221"
"91","100","50","50043","351"
"93","101","50","50044","391"
"93","100","50","50045","352"
"95","100","50","50046","243"
"97","100","50","50047","125"
"100","100","50","50048","219"
"101","100","50","50049","489"
"104","100","50","50050","62"
"105","100","50","50051","486"
"107","100","50","50052","326"
"107","100","50","50053","105"
"107","100","50","50054","356"
"107","100","50","50055","108"
"109","100","50","50056","497"
"111","100","50","50057","806"
"114","100","50","50058","347"
"116","100","50","50059","119"
"117","100","50","50060","313"
"120","100","50","50061","687"
"122","100","50","50062","883"
"125","100","50","50063","987"
"127","100","50","50064","579"
"129","100","50","50065","439"
"132","100","50","50066","508"
"133","100","50","50067","610"
"135","100","50","50068","777"
"138","100","50","50069","557"
"141","100","50","50070","871"
"144","100","50","50071","1153"
"146","100","50","50072","1122"
"147","100","50","50073","757"
"149","100","50","50074","543"
"151","100","50","50075","489"
"152","101","50","50076","734"
"154","100","50","50077","634"
"156","100","50","50078","977"
"158","100","50","50079","1160"
"161","100","50","50080","816"
"161","100","50","50081","1107"
"161","100","50","50082","922"
"161","100","50","50083","601"
"163","100","50","50084","263"
"165","300","50","50085","515"
"168","100","50","50086","49"
