c5eae9c32a07abaf4fdf7a2f6164e2607e36acbf7ec9b3e8eb5f01c1394454bb,431f7bc9cd07d442701c5e0ca833b4488f2bb97a8dc853ce3c8395a8a8ca722a,cd16da876b8e168ac35e4e4279bc0addbd18d3a98f47ead581b8312e01aa92b5,a290679704ce5dbb4c23a0d61ce34a9b518348bc36599c8f91922d18d1bfdd57,78da649c247ef059a16ff3b42ea643489712f6f09f77fb6bbb0a5657474c1c01,82fa89d04a639371cd116e01dd080c96d22748e89b12be74e8b73207a8e9c5b5,4441558122aa4686f0f53591bdf573e10355b795af4c826c887b712322794550,399d5fd8d2cc2d84f0598405afd0b258f337650ef4b85b36c58979637aca395d,d9a7304ff3eaa624e2ac63b2a467a09d41001e0fef7bec37bff76f68c0f84240,5bc38438189bef83b214b014f8827e2acbeff4b1f8b31e062c6fd72163d8e8a7,62b202fd27a0fe368939e2db3d1d006a1586bfc1979fcc76e3880b17585c8129,9d0d552c092ec82d1ec6a22e49fe8ba94acc0de971791ab60cedda52d34c5572,8389baf4ab385556ad5ba7443731e84719ee43916485b44fbe189906d749b497,435a985fbd128b7547c1462eb8221b0543f5fbf5507f7df4a50cf42e88abe12f,277a2a632fc804169015ceeeeb145c670a9ff49f6e66aa062dc750eda9fa262a,f37d0359c8999a4d835c3a155ea3bf0bc0fa27096faba6eaa3020d3255be8de2
"32204","0","38","7","0","0","32203","0","32201","319","3","32202","32205","10074","8","322"
"0","0","39","101","0","0","0","0","32301","320","3","0","0","11015","2","323"
"32404","0","39","7","0","0","32403","0","32401","321","3","32402","32405","10072","5","324"
"32504","0","39","4","0","0","32503","0","32501","322","3","32502","32505","10045","8","325"
"32604","325","40","5","324","0","32603","0","32601","323","3","32602","32605","10056","5","326"
"0","0","1","100","0","0","0","0","32701","0","4","0","0","11002","2","327"
"32804","0","1","2","0","0","32803","0","32801","0","4","32802","32805","10023","5","328"
"0","0","1","101","0","0","0","0","32901","0","4","0","0","11015","8","329"
"33004","0","2","4","0","0","33003","0","33001","327","4","33002","33005","10041","2","330"
"33104","0","2","2","0","0","33103","0","33101","328","4","33102","33105","10024","5","331"
"0","0","2","101","0","0","0","0","33201","329","4","0","0","11012","8","332"
"33304","0","3","6","0","0","33303","0","33301","330","4","33302","33305","10063","2","333"
"33404","0","3","6","0","0","33403","0","33401","331","4","33402","33405","10064","5","334"
"33504","0","3","7","0","0","33503","0","33501","332","4","33502","33505","10075","8","335"
"33604","0","4","4","0","0","33603","0","33601","333","4","33602","33605","10044","2","336"
"33704","0","4","2","0","0","33703","0","33701","334","4","33702","33705","10021","5","337"
"0","0","4","100","0","0","0","0","33801","335","4","0","0","11003","8","338"
"33904","338","5","1","337","0","33903","0","33901","336","4","33902","33905","10016","5","339"
"34004","0","6","2","0","0","34003","0","34001","339","4","34002","34005","10023","2","340"
"34104","0","6","4","0","0","34103","0","34101","339","4","34102","34105","10042","5","341"
"34204","0","6","4","0","0","34203","0","34201","339","4","34202","34205","10045","8","342"
"0","0","7","101","0","0","0","0","34301","340","4","0","0","11014","2","343"
"34404","0","7","7","0","0","34403","0","34401","341","4","34402","34405","10071","5","344"
"0","0","7","100","0","0","0","0","34501","342","4","0","0","11005","8","345"
"34604","0","8","4","0","0","34603","0","34601","343","4","34602","34605","10042","2","346"
"0","0","8","101","0","0","0","0","34701","344","4","0","0","11013","5","347"
"34804","0","8","7","0","0","34803","0","34801","345","4","34802","34805","10074","8","348"
"34904","0","9","2","0","0","34903","0","34901","346","4","34902","34905","10022","2","349"
"35004","0","9","2","0","0","35003","0","35001","347","4","35002","35005","10024","5","350"
"35104","0","9","6","0","0","35103","0","35101","348","4","35102","35105","10061","8","351"
"35204","351","10","5","350","0","35203","0","35201","349","4","35202","35205","10056","5","352"
"35304","0","11","2","0","0","35303","0","35301","352","4","35302","35305","10025","2","353"
"0","0","11","101","0","0","0","0","35401","352","4","0","0","11011","5","354"
"35504","0","11","6","0","0","35503","0","35501","352","4","35502","35505","10064","8","355"
"35604","0","12","4","0","0","35603","0","35601","353","4","35602","35605","10042","2","356"
"35704","0","12","4","0","0","35703","0","35701","354","4","35702","35705","10041","5","357"
"35804","0","12","4","0","0","35803","0","35801","355","4","35802","35805","10045","8","358"
"35904","0","13","4","0","0","35903","0","35901","356","4","35902","35905","10043","2","359"
"36004","0","13","7","0","0","36003","0","36001","357","4","36002","36005","10073","5","360"
"36104","0","13","6","0","0","36103","0","36101","358","4","36102","36105","10065","8","361"
"0","0","14","101","0","0","0","0","36201","359","4","0","0","11014","2","362"
"36304","0","14","2","0","0","36303","0","36301","360","4","36302","36305","10022","5","363"
"36404","0","14","7","0","0","36403","0","36401","361","4","36402","36405","10072","8","364"
"36504","364","15","1","363","0","36503","0","36501","362","4","36502","36505","10016","5","365"
"36604","0","16","7","0","0","36603","0","36601","365","4","36602","36605","10071","2","366"
"0","0","16","101","0","0","0","0","36701","365","4","0","0","11013","5","367"
"36804","0","16","2","0","0","36803","0","36801","365","4","36802","36805","10025","8","368"
"0","0","17","100","0","0","0","0","36901","366","4","0","0","11004","2","369"
"0","0","17","101","0","0","0","0","37001","367","4","0","0","11012","5","370"
"37104","0","17","4","0","0","37103","0","37101","368","4","37102","37105","10044","8","371"
"0","0","18","101","0","0","0","0","37201","369","4","0","0","11015","2","372"
"37304","0","18","6","0","0","37303","0","37301","370","4","37302","37305","10061","5","373"
"37404","0","18","4","0","0","37403","0","37401","371","4","37402","37405","10041","8","374"
"37504","0","19","6","0","0","37503","0","37501","372","4","37502","37505","10062","2","375"
"0","0","19","100","0","0","0","0","37601","373","4","0","0","11002","5","376"
"37704","0","19","2","0","0","37703","0","37701","374","4","37702","37705","10024","8","377"
"37804","377","20","5","376","0","37803","0","37801","375","4","37802","37805","10056","5","378"
"37904","0","21","7","0","0","37903","0","37901","378","4","37902","37905","10072","2","379"
"0","0","21","100","0","0","0","0","38001","378","4","0","0","11001","5","380"
"0","0","21","100","0","0","0","0","38101","378","4","0","0","11005","8","381"
"0","0","22","100","0","0","0","0","38201","379","4","0","0","11003","2","382"
"38304","0","22","6","0","0","38303","0","38301","380","4","38302","38305","10062","5","383"
"38404","0","22","4","0","0","38403","0","38401","381","4","38402","38405","10043","8","384"
"0","0","23","100","0","0","0","0","38501","382","4","0","0","11004","2","385"
"38604","0","23","2","0","0","38603","0","38601","383","4","38602","38605","10021","5","386"
"38704","0","23","2","0","0","38703","0","38701","384","4","38702","38705","10022","8","387"
"38804","0","24","6","0","0","38803","0","38801","385","4","38802","38805","10065","2","388"
"38904","0","24","7","0","0","38903","0","38901","386","4","38902","38905","10074","5","389"
"39004","0","24","6","0","0","39003","0","39001","387","4","39002","39005","10063","8","390"
"39104","390","25","3","389","0","39103","0","39101","388","4","39102","39105","10036","5","391"
"0","0","26","101","0","0","0","0","39201","391","4","0","0","11011","2","392"
"39304","0","26","7","0","0","39303","0","39301","391","4","39302","39305","10075","5","393"
"39404","0","26","4","0","0","39403","0","39401","391","4","39402","39405","10044","8","394"
"39504","0","27","7","0","0","39503","0","39501","392","4","39502","39505","10073","2","395"
"39604","0","27","4","0","0","39603","0","39601","393","4","39602","39605","10042","5","396"
"39704","0","27","6","0","0","39703","0","39701","394","4","39702","39705","10062","8","397"
"0","0","28","100","0","0","0","0","39801","395","4","0","0","11005","2","398"
"0","0","28","101","0","0","0","0","39901","396","4","0","0","11011","5","399"
"40004","0","28","6","0","0","40003","0","40001","397","4","40002","40005","10063","8","400"
"0","0","29","100","0","0","0","0","40101","398","4","0","0","11001","2","401"
"0","0","29","100","0","0","0","0","40201","399","4","0","0","11004","5","402"
"0","0","29","100","0","0","0","0","40301","400","4","0","0","11003","8","403"
"40404","403","30","1","402","0","40403","0","40401","401","4","40402","40405","10016","5","404"
"40504","0","31","4","0","0","40503","0","40501","404","4","40502","40505","10041","2","405"
"40604","0","31","2","0","0","40603","0","40601","404","4","40602","40605","10025","5","406"
"40704","0","31","6","0","0","40703","0","40701","404","4","40702","40705","10064","8","407"
"40804","0","32","2","0","0","40803","0","40801","405","4","40802","40805","10023","2","408"
"40904","0","32","2","0","0","40903","0","40901","406","4","40902","40905","10021","5","409"
"41004","0","32","6","0","0","41003","0","41001","407","4","41002","41005","10065","8","410"
"41104","0","33","2","0","0","41103","0","41101","408","4","41102","41105","10022","2","411"
"41204","0","33","2","0","0","41203","0","41201","409","4","41202","41205","10024","5","412"
"0","0","33","101","0","0","0","0","41301","410","4","0","0","11013","8","413"
"0","0","34","101","0","0","0","0","41401","411","4","0","0","11012","2","414"
"41504","0","34","7","0","0","41503","0","41501","412","4","41502","41505","10075","5","415"
"41604","0","34","4","0","0","41603","0","41601","413","4","41602","41605","10044","8","416"
"41704","416","35","3","415","0","41703","0","41701","414","4","41702","41705","10036","5","417"
"0","0","36","101","0","0","0","0","41801","417","4","0","0","11014","2","418"
"41904","0","36","7","0","0","41903","0","41901","417","4","41902","41905","10073","5","419"
"42004","0","36","2","0","0","42003","0","42001","417","4","42002","42005","10025","8","420"
"42104","0","37","7","0","0","42103","0","42101","418","4","42102","42105","10071","2","421"
"0","0","37","101","0","0","0","0","42201","419","4","0","0","11015","5","422"
"0","0","37","100","0","0","0","0","42301","420","4","0","0","11001","8","423"
"42404","0","38","4","0","0","42403","0","42401","421","4","42402","42405","10043","2","424"
"42504","0","38","7","0","0","42503","0","42501","422","4","42502","42505","10074","5","425"
"42604","0","38","6","0","0","42603","0","42601","423","4","42602","42605","10061","8","426"
"0","0","39","100","0","0","0","0","42701","424","4","0","0","11002","2","427"
"42804","0","39","7","0","0","42803","0","42801","425","4","42802","42805","10072","5","428"
"42904","0","39","4","0","0","42903","0","42901","426","4","42902","42905","10045","8","429"
"43004","429","40","1","428","0","43003","0","43001","427","4","43002","43005","10016","5","430"
