ea7b108a9b0ab89835e298e53585766affa2063c017fce7fbd79e8b5f4794233,b6835692af4dab56fac983280cc51d56c51a61b8cd2fb7d8da8878cb0436dc23,46e60d8f6f36a3cf36a6f7a402cade8fa623b4391f22afec77750033ed7b16af,5d03f08440d45840e8330fe22fe44b4f6bf773b331bc2e2f28a9418a3107d033,e18d4d1b07dba74c1ebd7641f32e4e2d43c10da60a413ed7b32d40732532183b,730423cda8ff27f7fe657d705845cf7894d017c419319822225b79ad7069c7c3
"848","10201493","15","1003","1","56011493"
"849","91002","8","0","50","56011493"
"850","10201494","15","1003","1","56011494"
"851","91002","8","0","100","56011494"
"852","10201495","15","1001","1","56011495"
"853","10201496","15","1002","1","56011496"
"854","10201497","15","1003","1","56011497"
"855","91002","8","0","50","56011497"
"856","10201498","15","1001","1","56011498"
"857","10201499","15","1002","1","56011499"
"858","10201500","15","1003","1","56011500"
"859","91002","8","0","50","56011500"
"860","10201501","15","1001","1","56011501"
"861","10201502","15","1002","1","56011502"
"862","10201503","15","1003","1","56011503"
"863","91002","8","0","50","56011503"
"864","10201504","15","1003","1","56011504"
"865","91002","8","0","100","56011504"
"867","10201505","15","1001","1","56011505"
"868","10201506","15","1002","1","56011506"
"869","10201507","15","1003","1","56011507"
"870","91002","8","0","50","56011507"
"871","10201508","15","1001","1","56011508"
"872","10201509","15","1002","1","56011509"
"873","10201510","15","1003","1","56011510"
"874","91002","8","0","50","56011510"
"875","10201511","15","1001","1","56011511"
"876","10201512","15","1002","1","56011512"
"877","10201513","15","1003","1","56011513"
"878","91002","8","0","50","56011513"
"879","10201514","15","1003","1","56011514"
"880","91002","8","0","100","56011514"
"881","10201515","15","1001","1","56011515"
"882","10201516","15","1002","1","56011516"
"883","10201517","15","1003","1","56011517"
"884","91002","8","0","50","56011517"
"885","10201518","15","1001","1","56011518"
"886","10201519","15","1002","1","56011519"
"887","10201520","15","1003","1","56011520"
"888","91002","8","0","50","56011520"
"889","10201521","15","1001","1","56011521"
"890","10201522","15","1002","1","56011522"
"891","10201523","15","1003","1","56011523"
"892","91002","8","0","50","56011523"
"893","10201524","15","1003","1","56011524"
"894","91002","8","0","100","56011524"
"895","10201525","15","1001","1","56011525"
"896","10201526","15","1002","1","56011526"
"897","10201527","15","1003","1","56011527"
"898","91002","8","0","50","56011527"
"899","10201528","15","1001","1","56011528"
"900","10201529","15","1002","1","56011529"
"901","10201530","15","1003","1","56011530"
"902","91002","8","0","50","56011530"
"903","10201531","15","1001","1","56011531"
"904","10201532","15","1002","1","56011532"
"905","10201533","15","1003","1","56011533"
"906","91002","8","0","50","56011533"
"907","10201534","15","1001","1","56011534"
"908","10201535","15","1002","1","56011535"
"909","10201536","15","1003","1","56011536"
"910","91002","8","0","50","56011536"
"911","10201537","15","1003","1","56011537"
"912","91002","8","0","100","56011537"
"913","10201538","15","1001","1","56011538"
"914","10201539","15","1002","1","56011539"
"915","10201540","15","1003","1","56011540"
"916","91002","8","0","50","56011540"
"917","10201541","15","1001","1","56011541"
"918","10201542","15","1002","1","56011542"
"919","10201543","15","1003","1","56011543"
"920","91002","8","0","50","56011543"
"921","10201544","15","1001","1","56011544"
"922","10201545","15","1002","1","56011545"
"923","10201546","15","1003","1","56011546"
"924","91002","8","0","50","56011546"
"925","10201547","15","1001","1","56011547"
"926","10201548","15","1002","1","56011548"
"927","10201549","15","1003","1","56011549"
"928","91002","8","0","50","56011549"
"929","10201550","15","1003","1","56011550"
"930","91002","8","0","100","56011550"
"931","10201551","15","1003","1","56011551"
"932","91002","8","0","100","56011551"
"933","10201552","15","1001","1","56011552"
"934","10201553","15","1002","1","56011553"
"935","10201554","15","1003","1","56011554"
"936","91002","8","0","50","56011554"
"937","10201555","15","1001","1","56011555"
"938","10201556","15","1002","1","56011556"
"939","10201557","15","1003","1","56011557"
"940","91002","8","0","50","56011557"
"941","10201558","15","1001","1","56011558"
"942","10201559","15","1002","1","56011559"
"943","10201560","15","1003","1","56011560"
"944","91002","8","0","50","56011560"
"945","11302001","15","1001","1","51402001"
"946","91002","8","0","50","51402001"
"947","11302002","15","1002","1","51402002"
"948","91002","8","0","50","51402002"
"949","11302003","15","1003","1","51402003"
"950","91002","8","0","50","51402003"
"951","10201561","15","1003","1","56011561"
"952","91002","8","0","100","56011561"
"953","10201562","15","1001","1","56011562"
"954","10201563","15","1002","1","56011563"
"955","10201564","15","1003","1","56011564"
"956","91002","8","0","50","56011564"
"957","10201565","15","1001","1","56011565"
"958","10201566","15","1002","1","56011566"
"959","10201567","15","1003","1","56011567"
"960","91002","8","0","50","56011567"
"961","10201568","15","1001","1","56011568"
"962","10201569","15","1002","1","56011569"
"963","10201570","15","1003","1","56011570"
"964","91002","8","0","50","56011570"
"965","10201571","15","1001","1","56011571"
"966","10201572","15","1002","1","56011572"
"967","10201573","15","1003","1","56011573"
"968","91002","8","0","50","56011573"
"969","10201574","15","1003","1","56011574"
"970","91002","8","0","100","56011574"
"971","10201575","15","1001","1","56011575"
"972","10201576","15","1002","1","56011576"
"973","10201577","15","1003","1","56011577"
"974","91002","8","0","50","56011577"
"975","10201578","15","1001","1","56011578"
"976","10201579","15","1002","1","56011579"
"977","10201580","15","1003","1","56011580"
"978","91002","8","0","50","56011580"
"979","10201581","15","1001","1","56011581"
"980","10201582","15","1002","1","56011582"
"981","10201583","15","1003","1","56011583"
"982","91002","8","0","50","56011583"
"983","10201584","15","1001","1","56011584"
"984","10201585","15","1002","1","56011585"
"985","10201586","15","1003","1","56011586"
"986","91002","8","0","50","56011586"
"987","10201587","15","1001","1","56011587"
"988","10201588","15","1002","1","56011588"
"989","10201589","15","1003","1","56011589"
"990","91002","8","0","50","56011589"
"991","10201590","15","1001","1","56011590"
"992","10201591","15","1002","1","56011591"
"993","10201592","15","1003","1","56011592"
"994","91002","8","0","50","56011592"
"995","10201593","15","1001","1","56011593"
"996","10201594","15","1002","1","56011594"
"997","10201595","15","1003","1","56011595"
"998","91002","8","0","50","56011595"
"999","10201596","15","1003","1","56011596"
"1000","91002","8","0","100","56011596"
"1001","10201597","15","1003","1","56011597"
"1002","91002","8","0","100","56011597"
"1003","10201598","15","1003","1","56011598"
"1004","91002","8","0","100","56011598"
"1005","10201599","15","1001","1","56011599"
"1006","10201600","15","1002","1","56011600"
"1007","10201601","15","1003","1","56011601"
"1008","91002","8","0","50","56011601"
"1009","10201602","15","1001","1","56011602"
"1010","10201603","15","1002","1","56011603"
"1011","10201604","15","1003","1","56011604"
"1012","91002","8","0","50","56011604"
"1013","10201605","15","1003","1","56011605"
"1014","91002","8","0","100","56011605"
"1015","10201606","15","1001","1","56011606"
"1016","10201607","15","1002","1","56011607"
"1017","10201608","15","1003","1","56011608"
"1018","91002","8","0","50","56011608"
"1019","10201609","15","1001","1","56011609"
"1020","10201610","15","1002","1","56011610"
"1021","10201611","15","1003","1","56011611"
"1022","91002","8","0","50","56011611"
"1023","10201612","15","1001","1","56011612"
"1024","10201613","15","1002","1","56011613"
"1025","10201614","15","1003","1","56011614"
"1026","91002","8","0","50","56011614"
"1027","10201615","15","1003","1","56011615"
"1028","91002","8","0","100","56011615"
"1029","10201616","15","1001","1","56011616"
"1030","10201617","15","1002","1","56011617"
"1031","10201618","15","1003","1","56011618"
"1032","91002","8","0","50","56011618"
"1033","10201619","15","1001","1","56011619"
"1034","10201620","15","1002","1","56011620"
"1035","10201621","15","1003","1","56011621"
"1036","91002","8","0","50","56011621"
"1037","10201622","15","1001","1","56011622"
"1038","10201623","15","1002","1","56011623"
"1039","10201624","15","1003","1","56011624"
"1040","91002","8","0","50","56011624"
"1041","10201625","15","1003","1","56011625"
"1042","91002","8","0","100","56011625"
"1043","10201626","15","1001","1","56011626"
"1044","10201627","15","1002","1","56011627"
"1045","10201628","15","1003","1","56011628"
"1046","91002","8","0","50","56011628"
"1047","10201629","15","1001","1","56011629"
"1048","10201630","15","1002","1","56011630"
"1049","10201631","15","1003","1","56011631"
"1050","91002","8","0","50","56011631"
"1051","10201632","15","1001","1","56011632"
"1052","10201633","15","1002","1","56011633"
"1053","10201634","15","1003","1","56011634"
"1054","91002","8","0","50","56011634"
"1055","10201635","15","1003","1","56011635"
"1056","91002","8","0","100","56011635"
"1057","10201636","15","1001","1","56011636"
"1058","10201637","15","1002","1","56011637"
"1059","10201638","15","1003","1","56011638"
"1060","91002","8","0","50","56011638"
"1061","10201639","15","1001","1","56011639"
"1062","10201640","15","1002","1","56011640"
"1063","10201641","15","1003","1","56011641"
"1064","91002","8","0","50","56011641"
"1065","10201642","15","1001","1","56011642"
"1066","10201643","15","1002","1","56011643"
"1067","10201644","15","1003","1","56011644"
"1068","91002","8","0","50","56011644"
"1069","10201645","15","1003","1","56011645"
"1070","91002","8","0","100","56011645"
"1071","10201646","15","1001","1","56011646"
"1072","10201647","15","1002","1","56011647"
"1073","10201648","15","1003","1","56011648"
"1074","91002","8","0","50","56011648"
"1075","10201649","15","1001","1","56011649"
"1076","10201650","15","1002","1","56011650"
"1077","10201651","15","1003","1","56011651"
"1078","91002","8","0","50","56011651"
"1079","10201652","15","1001","1","56011652"
"1080","10201653","15","1002","1","56011653"
"1081","10201654","15","1003","1","56011654"
"1082","91002","8","0","50","56011654"
"1083","10201655","15","1003","1","56011655"
"1084","91002","8","0","100","56011655"
"1085","10201656","15","1003","1","56011656"
"1086","91002","8","0","100","56011656"
"1087","10201657","15","1001","1","56011657"
"1088","10201658","15","1002","1","56011658"
"1089","10201659","15","1003","1","56011659"
"1090","91002","8","0","50","56011659"
"1091","10201660","15","1001","1","56011660"
"1092","10201661","15","1002","1","56011661"
"1093","10201662","15","1003","1","56011662"
"1094","91002","8","0","50","56011662"
"1095","10201663","15","1001","1","56011663"
"1096","10201664","15","1002","1","56011664"
"1097","10201665","15","1003","1","56011665"
"1098","91002","8","0","50","56011665"
"1099","10201666","15","1001","1","56011666"
"1100","10201667","15","1002","1","56011667"
"1101","10201668","15","1003","1","56011668"
"1102","91002","8","0","50","56011668"
"1103","10201669","15","1003","1","56011669"
"1104","91002","8","0","100","56011669"
"1105","10201670","15","1001","1","56011670"
"1106","10201671","15","1002","1","56011671"
"1107","10201672","15","1003","1","56011672"
"1108","91002","8","0","50","56011672"
"1109","10201673","15","1001","1","56011673"
"1110","10201674","15","1002","1","56011674"
"1111","10201675","15","1003","1","56011675"
"1112","91002","8","0","50","56011675"
"1113","10201676","15","1003","1","56011676"
"1114","91002","8","0","100","56011676"
"1115","10201677","15","1001","1","56011677"
"1116","10201678","15","1002","1","56011678"
"1117","10201679","15","1003","1","56011679"
"1118","91002","8","0","50","56011679"
"1119","10201680","15","1001","1","56011680"
"1120","10201681","15","1002","1","56011681"
"1121","10201682","15","1003","1","56011682"
"1122","91002","8","0","50","56011682"
"1123","10201683","15","1001","1","56011683"
"1124","10201684","15","1002","1","56011684"
"1125","10201685","15","1003","1","56011685"
"1126","91002","8","0","50","56011685"
"1127","10201686","15","1001","1","56011686"
"1128","10201687","15","1002","1","56011687"
"1129","10201688","15","1003","1","56011688"
"1130","91002","8","0","50","56011688"
"1131","10201689","15","1003","1","56011689"
"1132","91002","8","0","100","56011689"
"1133","10201690","15","1001","1","56011690"
"1134","10201691","15","1002","1","56011691"
"1135","10201692","15","1003","1","56011692"
"1136","91002","8","0","50","56011692"
"1137","10201693","15","1001","1","56011693"
"1138","10201694","15","1002","1","56011694"
"1139","10201695","15","1003","1","56011695"
"1140","91002","8","0","50","56011695"
"1141","10201696","15","1001","1","56011696"
"1142","10201697","15","1002","1","56011697"
"1143","10201698","15","1003","1","56011698"
"1144","91002","8","0","50","56011698"
"1145","10201699","15","1001","1","56011699"
"1146","10201700","15","1002","1","56011700"
"1147","10201701","15","1003","1","56011701"
"1148","91002","8","0","50","56011701"
"1149","11401001","15","1002","1","51501001"
"1150","91002","8","0","50","51501001"
"1151","11401002","15","1003","1","51502001"
"1152","91002","8","0","100","51502001"
"1153","10201702","15","1003","1","56011702"
"1154","91002","8","0","100","56011702"
"1155","10201703","15","1001","1","56011703"
"1156","10201704","15","1002","1","56011704"
"1157","10201705","15","1003","1","56011705"
"1158","91002","8","0","50","56011705"
"1159","10201706","15","1001","1","56011706"
"1160","10201707","15","1002","1","56011707"
"1161","10201708","15","1003","1","56011708"
"1162","91002","8","0","50","56011708"
"1163","10201709","15","1001","1","56011709"
"1164","10201710","15","1002","1","56011710"
"1165","10201711","15","1003","1","56011711"
"1166","91002","8","0","50","56011711"
"1167","10201712","15","1003","1","56011712"
"1168","91002","8","0","100","56011712"
"1169","10201713","15","1001","1","56011713"
"1170","10201714","15","1002","1","56011714"
"1171","10201715","15","1003","1","56011715"
"1172","91002","8","0","50","56011715"
"1173","10201716","15","1001","1","56011716"
"1174","10201717","15","1002","1","56011717"
"1175","10201718","15","1003","1","56011718"
"1176","91002","8","0","50","56011718"
"1177","10201719","15","1001","1","56011719"
"1178","10201720","15","1002","1","56011720"
"1179","10201721","15","1003","1","56011721"
"1180","91002","8","0","50","56011721"
"1182","10201722","15","1003","1","56011722"
"1183","91002","8","0","100","56011722"
"1184","10201723","15","1001","1","56011723"
"1185","10201724","15","1002","1","56011724"
"1186","10201725","15","1003","1","56011725"
"1187","91002","8","0","50","56011725"
"1188","10201726","15","1001","1","56011726"
"1189","10201727","15","1002","1","56011727"
"1190","10201728","15","1003","1","56011728"
"1191","91002","8","0","50","56011728"
"1192","10201729","15","1001","1","56011729"
"1193","10201730","15","1002","1","56011730"
"1194","10201731","15","1003","1","56011731"
"1195","91002","8","0","50","56011731"
"1196","10201732","15","1003","1","56011732"
"1197","91002","8","0","100","56011732"
"1198","10201733","15","1001","1","56011733"
"1199","10201734","15","1002","1","56011734"
"1200","10201735","15","1003","1","56011735"
"1201","91002","8","0","50","56011735"
"1202","10201736","15","1001","1","56011736"
"1203","10201737","15","1002","1","56011737"
"1204","10201738","15","1003","1","56011738"
"1205","91002","8","0","50","56011738"
"1206","10201739","15","1001","1","56011739"
"1207","10201740","15","1002","1","56011740"
"1208","10201741","15","1003","1","56011741"
"1209","91002","8","0","50","56011741"
"1210","10201742","15","1001","1","56011742"
"1211","10201743","15","1002","1","56011743"
"1212","10201744","15","1003","1","56011744"
"1213","91002","8","0","50","56011744"
"1214","10201745","15","1003","1","56011745"
"1215","91002","8","0","100","56011745"
"1216","10201746","15","1001","1","56011746"
"1217","10201747","15","1002","1","56011747"
"1218","10201748","15","1003","1","56011748"
"1219","91002","8","0","50","56011748"
"1220","10201749","15","1001","1","56011749"
"1221","10201750","15","1002","1","56011750"
"1222","10201751","15","1003","1","56011751"
"1223","91002","8","0","50","56011751"
"1224","10201752","15","1003","1","56011752"
"1225","91002","8","0","100","56011752"
"1226","10201753","15","1001","1","56011753"
"1227","10201754","15","1002","1","56011754"
"1228","10201755","15","1003","1","56011755"
"1229","91002","8","0","50","56011755"
"1230","10201756","15","1001","1","56011756"
"1231","10201757","15","1002","1","56011757"
"1232","10201758","15","1003","1","56011758"
"1233","91002","8","0","50","56011758"
"1234","10201759","15","1001","1","56011759"
"1235","10201760","15","1002","1","56011760"
"1236","10201761","15","1003","1","56011761"
"1237","91002","8","0","50","56011761"
"1238","10201762","15","1001","1","56011762"
"1239","10201763","15","1002","1","56011763"
"1240","10201764","15","1003","1","56011764"
"1241","91002","8","0","50","56011764"
"1242","10201765","15","1003","1","56011765"
"1243","91002","8","0","100","56011765"
"1244","10201766","15","1001","1","56011766"
"1245","10201767","15","1002","1","56011767"
"1246","10201768","15","1003","1","56011768"
"1247","91002","8","0","50","56011768"
"1248","10201769","15","1001","1","56011769"
"1249","10201770","15","1002","1","56011770"
"1250","10201771","15","1003","1","56011771"
"1251","91002","8","0","50","56011771"
"1252","10201772","15","1001","1","56011772"
"1253","10201773","15","1002","1","56011773"
"1254","10201774","15","1003","1","56011774"
"1255","91002","8","0","50","56011774"
"1256","10201775","15","1003","1","56011775"
"1257","91002","8","0","100","56011775"
"1258","10201776","15","1001","1","56011776"
"1259","10201777","15","1002","1","56011777"
"1260","10201778","15","1003","1","56011778"
"1261","91002","8","0","50","56011778"
"1262","10201779","15","1001","1","56011779"
"1263","10201780","15","1002","1","56011780"
"1264","10201781","15","1003","1","56011781"
"1265","91002","8","0","50","56011781"
"1266","10201782","15","1001","1","56011782"
"1267","10201783","15","1002","1","56011783"
"1268","10201784","15","1003","1","56011784"
"1269","91002","8","0","50","56011784"
"1270","10201785","15","1003","1","56011785"
"1271","91002","8","0","100","56011785"
"1272","11601001","15","1001","1","51601001"
"1273","11601002","15","1002","1","51601002"
"1274","11601003","15","1003","1","51601003"
"1275","10201786","15","1001","1","56011786"
"1276","10201787","15","1002","1","56011787"
"1277","10201788","15","1003","1","56011788"
"1278","91002","8","0","50","56011788"
"1279","10201789","15","1001","1","56011789"
"1280","10201790","15","1002","1","56011790"
"1281","10201791","15","1003","1","56011791"
"1282","91002","8","0","50","56011791"
"1283","10201792","15","1003","1","56011792"
"1284","91002","8","0","100","56011792"
"1285","10201793","15","1001","1","56011793"
"1286","10201794","15","1002","1","56011794"
"1287","10201795","15","1003","1","56011795"
"1288","91002","8","0","50","56011795"
"1289","10201796","15","1001","1","56011796"
"1290","10201797","15","1002","1","56011797"
"1291","10201798","15","1003","1","56011798"
"1292","91002","8","0","50","56011798"
"1293","10201799","15","1003","1","56011799"
"1294","91002","8","0","100","56011799"
"1295","10201800","15","1001","1","56011800"
"1296","10201801","15","1002","1","56011801"
"1297","10201802","15","1003","1","56011802"
"1298","91002","8","0","50","56011802"
"1299","10201803","15","1001","1","56011803"
"1300","10201804","15","1002","1","56011804"
"1301","10201805","15","1003","1","56011805"
"1302","91002","8","0","50","56011805"
"1303","10201806","15","1003","1","56011806"
"1304","91002","8","0","100","56011806"
"1305","10201807","15","1001","1","56011807"
"1306","10201808","15","1002","1","56011808"
"1307","10201809","15","1003","1","56011809"
"1308","91002","8","0","50","56011809"
"1309","10201810","15","1001","1","56011810"
"1310","10201811","15","1002","1","56011811"
"1311","10201812","15","1003","1","56011812"
"1312","91002","8","0","50","56011812"
"1313","10201813","15","1001","1","56011813"
"1314","10201814","15","1002","1","56011814"
"1315","10201815","15","1003","1","56011815"
"1316","91002","8","0","50","56011815"
"1317","10201816","15","1001","1","56011816"
"1318","10201817","15","1002","1","56011817"
"1319","10201818","15","1003","1","56011818"
"1320","91002","8","0","50","56011818"
"1321","10201819","15","1003","1","56011819"
"1322","91002","8","0","100","56011819"
"1323","10201820","15","1001","1","56011820"
"1324","10201821","15","1002","1","56011821"
"1325","10201822","15","1003","1","56011822"
"1326","91002","8","0","50","56011822"
"1327","10201823","15","1001","1","56011823"
"1328","10201824","15","1002","1","56011824"
"1329","10201825","15","1003","1","56011825"
"1330","91002","8","0","50","56011825"
"1331","10201826","15","1001","1","56011826"
"1332","10201827","15","1002","1","56011827"
"1333","10201828","15","1003","1","56011828"
"1334","91002","8","0","50","56011828"
"1335","10201829","15","1001","1","56011829"
"1336","10201830","15","1002","1","56011830"
"1337","10201831","15","1003","1","56011831"
"1338","91002","8","0","50","56011831"
"1339","11701001","15","1001","1","51701001"
"1340","10201832","15","1001","1","56011832"
"1341","10201833","15","1002","1","56011833"
"1342","10201834","15","1003","1","56011834"
"1343","91002","8","0","50","56011834"
"1344","10201835","15","1001","1","56011835"
"1345","10201836","15","1002","1","56011836"
"1346","10201837","15","1003","1","56011837"
"1347","91002","8","0","50","56011837"
"1348","10201838","15","1003","1","56011838"
"1349","91002","8","0","100","56011838"
"1350","10201839","15","1003","1","56011839"
"1351","91002","8","0","100","56011839"
"1352","10201840","15","1003","1","56011840"
"1353","91002","8","0","100","56011840"
"1354","10201841","15","1001","1","56011841"
"1355","10201842","15","1002","1","56011842"
"1356","10201843","15","1003","1","56011843"
"1357","91002","8","0","50","56011843"
"1358","10201844","15","1001","1","56011844"
"1359","10201845","15","1002","1","56011845"
"1360","10201846","15","1003","1","56011846"
"1361","91002","8","0","50","56011846"
"1362","10201847","15","1001","1","56011847"
"1363","10201848","15","1002","1","56011848"
"1364","10201849","15","1003","1","56011849"
"1365","91002","8","0","50","56011849"
"1366","10201850","15","1001","1","56011850"
"1367","10201851","15","1002","1","56011851"
"1368","10201852","15","1003","1","56011852"
"1369","91002","8","0","50","56011852"
"1370","10201853","15","1001","1","56011853"
"1371","10201854","15","1002","1","56011854"
"1372","10201855","15","1003","1","56011855"
"1373","91002","8","0","50","56011855"
"1374","10201856","15","1001","1","56011856"
"1375","10201857","15","1002","1","56011857"
"1376","10201858","15","1003","1","56011858"
"1377","91002","8","0","50","56011858"
"1378","10201859","15","1001","1","56011859"
"1379","10201860","15","1002","1","56011860"
"1380","10201861","15","1003","1","56011861"
"1381","91002","8","0","50","56011861"
"1382","10201862","15","1003","1","56011862"
"1383","91002","8","0","100","56011862"
"1384","10201863","15","1001","1","56011863"
"1385","10201864","15","1002","1","56011864"
"1386","10201865","15","1003","1","56011865"
"1387","91002","8","0","50","56011865"
"1388","10201866","15","1001","1","56011866"
"1389","10201867","15","1002","1","56011867"
"1390","10201868","15","1003","1","56011868"
"1391","91002","8","0","50","56011868"
"1392","10201869","15","1001","1","56011869"
"1393","10201870","15","1002","1","56011870"
"1394","10201871","15","1003","1","56011871"
"1395","91002","8","0","50","56011871"
"1396","10201872","15","1001","1","56011872"
"1397","10201873","15","1002","1","56011873"
"1398","10201874","15","1003","1","56011874"
"1399","91002","8","0","50","56011874"
"1400","11801001","15","1003","1","51801001"
"1401","10201875","15","1001","1","56011875"
"1402","10201876","15","1002","1","56011876"
"1403","10201877","15","1003","1","56011877"
"1404","91002","8","0","50","56011877"
"1405","10201878","15","1001","1","56011878"
"1406","10201879","15","1002","1","56011879"
"1407","10201880","15","1003","1","56011880"
"1408","91002","8","0","50","56011880"
"1409","10201881","15","1001","1","56011881"
"1410","10201882","15","1002","1","56011882"
"1411","10201883","15","1003","1","56011883"
"1412","91002","8","0","50","56011883"
"1413","10201884","15","1001","1","56011884"
"1414","10201885","15","1002","1","56011885"
"1415","10201886","15","1003","1","56011886"
"1416","91002","8","0","50","56011886"
"1417","10201887","15","1001","1","56011887"
"1418","10201888","15","1002","1","56011888"
"1419","10201889","15","1003","1","56011889"
"1420","91002","8","0","50","56011889"
"1421","10201890","15","1001","1","56011890"
"1422","10201891","15","1002","1","56011891"
"1423","10201892","15","1003","1","56011892"
"1424","91002","8","0","50","56011892"
"1425","10201893","15","1001","1","56011893"
"1426","10201894","15","1002","1","56011894"
"1427","10201895","15","1003","1","56011895"
"1428","91002","8","0","50","56011895"
"1429","10201896","15","1001","1","56011896"
"1430","10201897","15","1002","1","56011897"
"1431","10201898","15","1003","1","56011898"
"1432","91002","8","0","50","56011898"
"1433","10201899","15","1003","1","56011899"
"1434","91002","8","0","100","56011899"
"1435","10201900","15","1003","1","56011900"
"1436","91002","8","0","100","56011900"
"1437","10201901","15","1003","1","56011901"
"1438","91002","8","0","100","56011901"
"1439","10201902","15","1001","1","56011902"
"1440","10201903","15","1002","1","56011903"
"1441","10201904","15","1003","1","56011904"
"1442","91002","8","0","50","56011904"
"1443","10201905","15","1001","1","56011905"
"1444","10201906","15","1002","1","56011906"
"1445","10201907","15","1003","1","56011907"
"1446","91002","8","0","50","56011907"
"1447","10201908","15","1001","1","56011908"
"1448","10201909","15","1002","1","56011909"
"1449","10201910","15","1003","1","56011910"
"1450","91002","8","0","50","56011910"
"1451","10201911","15","1001","1","56011911"
"1452","10201912","15","1002","1","56011912"
"1453","10201913","15","1003","1","56011913"
"1454","91002","8","0","50","56011913"
"1455","10201914","15","1001","1","56011914"
"1456","10201915","15","1002","1","56011915"
"1457","10201916","15","1003","1","56011916"
"1458","91002","8","0","50","56011916"
"1459","10202019","15","1003","1","56012019"
"1460","10201917","15","1001","1","56011917"
"1461","10201918","15","1002","1","56011918"
"1462","10201919","15","1003","1","56011919"
"1463","91002","8","0","50","56011919"
"1464","10201920","15","1001","1","56011920"
"1465","10201921","15","1002","1","56011921"
"1466","10201922","15","1003","1","56011922"
"1467","91002","8","0","50","56011922"
"1468","10201923","15","1001","1","56011923"
"1469","10201924","15","1002","1","56011924"
"1470","10201925","15","1003","1","56011925"
"1471","91002","8","0","50","56011925"
"1472","10201926","15","1001","1","56011926"
"1473","10201927","15","1002","1","56011927"
"1474","10201928","15","1003","1","56011928"
"1475","91002","8","0","50","56011928"
"1476","10201929","15","1001","1","56011929"
"1477","10201930","15","1002","1","56011930"
"1478","10201931","15","1003","1","56011931"
"1479","91002","8","0","50","56011931"
"1480","10201932","15","1001","1","56011932"
"1481","10201933","15","1002","1","56011933"
"1482","10201934","15","1003","1","56011934"
"1483","91002","8","0","50","56011934"
"1484","10201935","15","1001","1","56011935"
"1485","10201936","15","1002","1","56011936"
"1486","10201937","15","1003","1","56011937"
"1487","91002","8","0","50","56011937"
"1488","10201938","15","1001","1","56011938"
"1489","10201939","15","1002","1","56011939"
"1490","10201940","15","1003","1","56011940"
"1491","91002","8","0","50","56011940"
"1492","10201941","15","1001","1","56011941"
"1493","10201942","15","1002","1","56011942"
"1494","10201943","15","1003","1","56011943"
"1495","91002","8","0","50","56011943"
"1496","10201944","15","1001","1","56011944"
"1497","10201945","15","1002","1","56011945"
"1498","10201946","15","1003","1","56011946"
"1499","91002","8","0","50","56011946"
"1500","10201947","15","1001","1","56011947"
"1501","10201948","15","1002","1","56011948"
"1502","10201949","15","1003","1","56011949"
"1503","91002","8","0","50","56011949"
"1504","10201950","15","1001","1","56011950"
"1505","10201951","15","1002","1","56011951"
"1506","10201952","15","1003","1","56011952"
"1507","91002","8","0","50","56011952"
"1508","10201953","15","1001","1","56011953"
"1509","10201954","15","1002","1","56011954"
"1510","10201955","15","1003","1","56011955"
"1511","91002","8","0","50","56011955"
"1512","10201956","15","1003","1","56011956"
"1513","91002","8","0","100","56011956"
"1514","10201957","15","1001","1","56011957"
"1515","10201958","15","1002","1","56011958"
"1516","10201959","15","1003","1","56011959"
"1517","91002","8","0","50","56011959"
"1518","10201960","15","1001","1","56011960"
"1519","10201961","15","1002","1","56011961"
"1520","10201962","15","1003","1","56011962"
"1521","91002","8","0","50","56011962"
"1522","10201963","15","1001","1","56011963"
"1523","10201964","15","1002","1","56011964"
"1524","10201965","15","1003","1","56011965"
"1525","91002","8","0","50","56011965"
"1526","10201966","15","1001","1","56011966"
"1527","10201967","15","1002","1","56011967"
"1528","10201968","15","1003","1","56011968"
"1529","91002","8","0","50","56011968"
"1530","10201969","15","1001","1","56011969"
"1531","10201970","15","1002","1","56011970"
"1532","10201971","15","1003","1","56011971"
"1533","91002","8","0","50","56011971"
"1534","10201972","15","1001","1","56011972"
"1535","10201973","15","1002","1","56011973"
"1536","10201974","15","1003","1","56011974"
"1537","91002","8","0","50","56011974"
"1538","10202022","15","1003","1","56012022"
"1539","10201975","15","1001","1","56011975"
"1540","10201976","15","1002","1","56011976"
"1541","10201977","15","1003","1","56011977"
"1542","91002","8","0","50","56011977"
"1543","10201978","15","1001","1","56011978"
"1544","10201979","15","1002","1","56011979"
"1545","10201980","15","1003","1","56011980"
"1546","91002","8","0","50","56011980"
"1547","10201981","15","1001","1","56011981"
"1548","10201982","15","1002","1","56011982"
"1549","10201983","15","1003","1","56011983"
"1550","91002","8","0","50","56011983"
"1551","10201984","15","1001","1","56011984"
"1552","10201985","15","1002","1","56011985"
"1553","10201986","15","1003","1","56011986"
"1554","91002","8","0","50","56011986"
"1555","10201987","15","1001","1","56011987"
"1556","10201988","15","1002","1","56011988"
"1557","10201989","15","1003","1","56011989"
"1558","91002","8","0","50","56011989"
"1559","10201990","15","1001","1","56011990"
"1560","10201991","15","1002","1","56011991"
"1561","10201992","15","1003","1","56011992"
"1562","91002","8","0","50","56011992"
"1563","10201993","15","1001","1","56011993"
"1564","10201994","15","1002","1","56011994"
