69f99b44b43574c4f18862f984ec152cede769dcf6fd2ab1a6fa37986148157f,ea3ca5355c89ec119b120b2fd12b80a2e12cb6179a39e50b385fa0c4b75e2f78,0c585275b39a749b0a062a082a5f49c28322c4d4ca1568fff2a75f84b396b708,f549bcb15d390a0dcbeb41bfba06eb9f2f3bd3b9850ca1c90aa23a6ddbbb870b,98c14842de60af1efc768a49ade71e278bcb85bc5ce94d6951307a1c072f5e6f,906ca91502bd06d721e054eec13d0466636a317f6b9077aadff93816d04cd3ea,33f91f95b831a81c903657bfffdc9b088cc7b3dbd81ef1c0b340f71843c44912
"3","3","3","0","10702","0","840"
"3","4","3","0","10702","0","870"
"3","5","3","0","10702","0","900"
"4","0","3","0","10702","0","1050"
"4","1","3","0","10702","0","1080"
"4","2","3","0","10702","0","1110"
"4","3","3","0","10702","0","1140"
"4","4","3","0","10702","0","1170"
"4","5","3","0","10702","0","1200"
"5","0","3","0","10702","0","1350"
"5","1","3","0","10702","0","1380"
"5","2","3","0","10702","0","1410"
"5","3","3","0","10702","0","1440"
"5","4","3","0","10702","0","1470"
"5","5","3","0","10702","0","1500"
"1","0","4","0","10703","0","150"
"1","1","4","0","10703","0","180"
"1","2","4","0","10703","0","210"
"1","3","4","0","10703","0","240"
"1","4","4","0","10703","0","270"
"1","5","4","0","10703","0","300"
"2","0","4","0","10703","0","450"
"2","1","4","0","10703","0","480"
"2","2","4","0","10703","0","510"
"2","3","4","0","10703","0","540"
"2","4","4","0","10703","0","570"
"2","5","4","0","10703","0","600"
"3","0","4","0","10703","0","750"
"3","1","4","0","10703","0","780"
"3","2","4","0","10703","0","810"
"3","3","4","0","10703","0","840"
"3","4","4","0","10703","0","870"
"3","5","4","0","10703","0","900"
"4","0","4","0","10703","0","1050"
"4","1","4","0","10703","0","1080"
"4","2","4","0","10703","0","1110"
"4","3","4","0","10703","0","1140"
"4","4","4","0","10703","0","1170"
"4","5","4","0","10703","0","1200"
"5","0","4","0","10703","0","1350"
"5","1","4","0","10703","0","1380"
"5","2","4","0","10703","0","1410"
"5","3","4","0","10703","0","1440"
"5","4","4","0","10703","0","1470"
"5","5","4","0","10703","0","1500"
"1","0","9","0","10704","0","1000"
"1","1","9","0","10704","0","1200"
"1","2","9","0","10704","0","1400"
"1","3","9","0","10704","0","1600"
"1","4","9","0","10704","0","1800"
"1","5","9","0","10704","0","2000"
"2","0","9","0","10704","0","3000"
"2","1","9","0","10704","0","3200"
"2","2","9","0","10704","0","3400"
"2","3","9","0","10704","0","3600"
"2","4","9","0","10704","0","3800"
"2","5","9","0","10704","0","4000"
"3","0","9","0","10704","0","5000"
"3","1","9","0","10704","0","5200"
"3","2","9","0","10704","0","5400"
"3","3","9","0","10704","0","5600"
"3","4","9","0","10704","0","5800"
"3","5","9","0","10704","0","6000"
"4","0","9","0","10704","0","7000"
"4","1","9","0","10704","0","7200"
"4","2","9","0","10704","0","7400"
"4","3","9","0","10704","0","7600"
"4","4","9","0","10704","0","7800"
"4","5","9","0","10704","0","8000"
"5","0","9","0","10704","0","9000"
"5","1","9","0","10704","0","9200"
"5","2","9","0","10704","0","9400"
"5","3","9","0","10704","0","9600"
"5","4","9","0","10704","0","9800"
"5","5","9","0","10704","0","10000"
"1","0","1","0","10801","0","150"
"1","1","1","0","10801","0","180"
"1","2","1","0","10801","0","210"
"1","3","1","0","10801","0","240"
"1","4","1","0","10801","0","270"
"1","5","1","0","10801","0","300"
"2","0","1","0","10801","0","450"
"2","1","1","0","10801","0","480"
"2","2","1","0","10801","0","510"
"2","3","1","0","10801","0","540"
"2","4","1","0","10801","0","570"
"2","5","1","0","10801","0","600"
"3","0","1","0","10801","0","750"
"3","1","1","0","10801","0","780"
"3","2","1","0","10801","0","810"
"3","3","1","0","10801","0","840"
"3","4","1","0","10801","0","870"
"3","5","1","0","10801","0","900"
"4","0","1","0","10801","0","1050"
"4","1","1","0","10801","0","1080"
"4","2","1","0","10801","0","1110"
"4","3","1","0","10801","0","1140"
"4","4","1","0","10801","0","1170"
"4","5","1","0","10801","0","1200"
"5","0","1","0","10801","0","1350"
"5","1","1","0","10801","0","1380"
"5","2","1","0","10801","0","1410"
"5","3","1","0","10801","0","1440"
"5","4","1","0","10801","0","1470"
"5","5","1","0","10801","0","1500"
"1","0","2","0","10802","0","300"
"1","1","2","0","10802","0","360"
"1","2","2","0","10802","0","420"
"1","3","2","0","10802","0","480"
"1","4","2","0","10802","0","540"
"1","5","2","0","10802","0","600"
"2","0","2","0","10802","0","900"
"2","1","2","0","10802","0","960"
"2","2","2","0","10802","0","1020"
"2","3","2","0","10802","0","1080"
"2","4","2","0","10802","0","1140"
"2","5","2","0","10802","0","1200"
"3","0","2","0","10802","0","1500"
"3","1","2","0","10802","0","1560"
"3","2","2","0","10802","0","1620"
"3","3","2","0","10802","0","1680"
"3","4","2","0","10802","0","1740"
"3","5","2","0","10802","0","1800"
"4","0","2","0","10802","0","2100"
"4","1","2","0","10802","0","2160"
"4","2","2","0","10802","0","2220"
"4","3","2","0","10802","0","2280"
"4","4","2","0","10802","0","2340"
"4","5","2","0","10802","0","2400"
"5","0","2","0","10802","0","2700"
"5","1","2","0","10802","0","2760"
"5","2","2","0","10802","0","2820"
"5","3","2","0","10802","0","2880"
"5","4","2","0","10802","0","2940"
"5","5","2","0","10802","0","3000"
"1","0","8","0","10803","0","1000"
"1","1","8","0","10803","0","1200"
"1","2","8","0","10803","0","1400"
"1","3","8","0","10803","0","1600"
"1","4","8","0","10803","0","1800"
"1","5","8","0","10803","0","2000"
"2","0","8","0","10803","0","3000"
"2","1","8","0","10803","0","3200"
"2","2","8","0","10803","0","3400"
"2","3","8","0","10803","0","3600"
"2","4","8","0","10803","0","3800"
"2","5","8","0","10803","0","4000"
"3","0","8","0","10803","0","5000"
"3","1","8","0","10803","0","5200"
"3","2","8","0","10803","0","5400"
"3","3","8","0","10803","0","5600"
"3","4","8","0","10803","0","5800"
"3","5","8","0","10803","0","6000"
"4","0","8","0","10803","0","7000"
"4","1","8","0","10803","0","7200"
"4","2","8","0","10803","0","7400"
"4","3","8","0","10803","0","7600"
"4","4","8","0","10803","0","7800"
"4","5","8","0","10803","0","8000"
"5","0","8","0","10803","0","9000"
"5","1","8","0","10803","0","9200"
"5","2","8","0","10803","0","9400"
"5","3","8","0","10803","0","9600"
"5","4","8","0","10803","0","9800"
"5","5","8","0","10803","0","10000"
"1","0","9","0","10804","0","1000"
"1","1","9","0","10804","0","1200"
"1","2","9","0","10804","0","1400"
"1","3","9","0","10804","0","1600"
"1","4","9","0","10804","0","1800"
"1","5","9","0","10804","0","2000"
"2","0","9","0","10804","0","3000"
"2","1","9","0","10804","0","3200"
"2","2","9","0","10804","0","3400"
"2","3","9","0","10804","0","3600"
"2","4","9","0","10804","0","3800"
"2","5","9","0","10804","0","4000"
"3","0","9","0","10804","0","5000"
"3","1","9","0","10804","0","5200"
"3","2","9","0","10804","0","5400"
"3","3","9","0","10804","0","5600"
"3","4","9","0","10804","0","5800"
"3","5","9","0","10804","0","6000"
"4","0","9","0","10804","0","7000"
"4","1","9","0","10804","0","7200"
"4","2","9","0","10804","0","7400"
"4","3","9","0","10804","0","7600"
"4","4","9","0","10804","0","7800"
"4","5","9","0","10804","0","8000"
"5","0","9","0","10804","0","9000"
"5","1","9","0","10804","0","9200"
"5","2","9","0","10804","0","9400"
"5","3","9","0","10804","0","9600"
"5","4","9","0","10804","0","9800"
"5","5","9","0","10804","0","10000"
