d5407f90f4289d6cd772fe58a58e90fb8a4d32a46416d4aed32a1c9831114edd,0742c936544b290df480bdce92fb87ea115dc3bc67af7696d16815c7966bc918,302ab18c74b841dbc46a9b037700ea94cc482961736575dbdff5d72dd6bdc7cb,417da9bdbcd4c911d25c8336185f925855ec51bd4d8782142f98ad39eb58e9b4,b1edb38942d52e80909b7db202b337915c2467c72e8de65835fee2a50915eaea,79101aae5390f9d8207de8d2bdbb7f2d30d22937373ef4884f42cd5351c91ba9,28840b90c6bf3ea53f9003ddd5019e6fc7210955b16a621e7f9dbcac159f4ceb,3f618ba4fd3544baff60b8d44d18b69ebbb46d0681f799dddef656f443f2f428,adc98eaf71c87c50489c125ea9bfb0000459c2ca2c81ddbccc498afdbe06c436,c2588266aedd0c26334075082f3ae880b8fa3a0409f919098bc3ad15b8b9e6c3,24774d008e7e49fb19d360c9a87ff6b7ac5c622bfa7cf2882e6577e516f0276e,f5c672b82b82f9be5f0be37a6173edd7427b9e2b88ed98e806f434585de8a4e8,5017e3c0c36d0877d65f670dbb8015fe004e1122e033fc8e85fecf56a7781cb9,30846b1cf3d44fcbbc0a6790da7e87246fb1cc245621be48b67283759926e05a,0c74698eedfcd7ae3f83bacbabc14be1585459f052a95cdb8cdccbb187f0abc4,968557801c98cd6a00208b09fdeca1c979879a7bf82d3505b03b5870ad2657d8,5f852c459f5bb6c3490463f4b1b8880a25a784f750bc59129264e3adcedbbfa0,d70b130e9b562b2d22c3288a3fcb234f96044c8fca01f889cea345969f28c047,bfe4ae00e129b592b47f609c9725e5dc6607ee6b7247d87fb26a79fcd41b137b,76895fbd5a098c430e3ea0539dbb535fcd104233c808358632b3c281e5b942a1,238577b650aec19ab54feb20a208f6df22f1306f382e61829253108f8744addb
"241","1017","1","1","3","0","8","91002","20000","2","90006","5000","2","31043","30","0","0","0","0","0","0"
"242","1017","1","4","10","0","8","91002","15000","2","90006","5000","2","31043","30","0","0","0","0","0","0"
"243","1017","1","11","20","0","8","91002","12000","2","90006","5000","2","31043","30","0","0","0","0","0","0"
"244","1017","1","21","50","0","8","91002","10000","2","90006","5000","2","31043","30","0","0","0","0","0","0"
"245","1017","1","51","200","0","8","91002","8000","2","90006","5000","2","31043","30","0","0","0","0","0","0"
"246","1017","1","201","600","0","8","91002","6000","2","90006","4500","2","31043","25","0","0","0","0","0","0"
"247","1017","1","601","1200","0","8","91002","4000","2","90006","4000","2","31043","25","0","0","0","0","0","0"
"248","1017","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31043","20","0","0","0","0","0","0"
"249","1017","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31043","20","0","0","0","0","0","0"
"250","1017","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31043","15","0","0","0","0","0","0"
"251","1017","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31043","15","0","0","0","0","0","0"
"252","1017","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31043","15","0","0","0","0","0","0"
"253","1017","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31043","10","0","0","0","0","0","0"
"254","1017","1","40001","60000","0","8","91002","750","2","90006","750","2","31043","10","0","0","0","0","0","0"
"255","1017","1","60001","-1","0","8","91002","500","2","90006","500","2","31043","10","0","0","0","0","0","0"
"256","1018","1","1","3","0","8","91002","20000","2","90006","5000","2","31022","30","0","0","0","0","0","0"
"257","1018","1","4","10","0","8","91002","15000","2","90006","5000","2","31022","30","0","0","0","0","0","0"
"258","1018","1","11","20","0","8","91002","12000","2","90006","5000","2","31022","30","0","0","0","0","0","0"
"259","1018","1","21","50","0","8","91002","10000","2","90006","5000","2","31022","30","0","0","0","0","0","0"
"260","1018","1","51","200","0","8","91002","8000","2","90006","5000","2","31022","30","0","0","0","0","0","0"
"261","1018","1","201","600","0","8","91002","6000","2","90006","4500","2","31022","25","0","0","0","0","0","0"
"262","1018","1","601","1200","0","8","91002","4000","2","90006","4000","2","31022","25","0","0","0","0","0","0"
"263","1018","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31022","20","0","0","0","0","0","0"
"264","1018","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31022","20","0","0","0","0","0","0"
"265","1018","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31022","15","0","0","0","0","0","0"
"266","1018","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31022","15","0","0","0","0","0","0"
"267","1018","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31022","15","0","0","0","0","0","0"
"268","1018","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31022","10","0","0","0","0","0","0"
"269","1018","1","40001","60000","0","8","91002","750","2","90006","750","2","31022","10","0","0","0","0","0","0"
"270","1018","1","60001","-1","0","8","91002","500","2","90006","500","2","31022","10","0","0","0","0","0","0"
"271","1019","1","1","3","0","8","91002","20000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"272","1019","1","4","10","0","8","91002","15000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"273","1019","1","11","20","0","8","91002","12000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"274","1019","1","21","50","0","8","91002","10000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"275","1019","1","51","200","0","8","91002","8000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"276","1019","1","201","600","0","8","91002","6000","2","90006","4500","2","31018","25","0","0","0","0","0","0"
"277","1019","1","601","1200","0","8","91002","4000","2","90006","4000","2","31018","25","0","0","0","0","0","0"
"278","1019","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31018","20","0","0","0","0","0","0"
"279","1019","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31018","20","0","0","0","0","0","0"
"280","1019","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31018","15","0","0","0","0","0","0"
"281","1019","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31018","15","0","0","0","0","0","0"
"282","1019","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31018","15","0","0","0","0","0","0"
"283","1019","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31018","10","0","0","0","0","0","0"
"284","1019","1","40001","60000","0","8","91002","750","2","90006","750","2","31018","10","0","0","0","0","0","0"
"285","1019","1","60001","-1","0","8","91002","500","2","90006","500","2","31018","10","0","0","0","0","0","0"
"286","1020","1","1","3","0","8","91002","20000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"287","1020","1","4","10","0","8","91002","15000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"288","1020","1","11","20","0","8","91002","12000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"289","1020","1","21","50","0","8","91002","10000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"290","1020","1","51","200","0","8","91002","8000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"291","1020","1","201","600","0","8","91002","6000","2","90006","4500","2","31042","25","0","0","0","0","0","0"
"292","1020","1","601","1200","0","8","91002","4000","2","90006","4000","2","31042","25","0","0","0","0","0","0"
"293","1020","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31042","20","0","0","0","0","0","0"
"294","1020","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31042","20","0","0","0","0","0","0"
"295","1020","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31042","15","0","0","0","0","0","0"
"296","1020","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31042","15","0","0","0","0","0","0"
"297","1020","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31042","15","0","0","0","0","0","0"
"298","1020","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31042","10","0","0","0","0","0","0"
"299","1020","1","40001","60000","0","8","91002","750","2","90006","750","2","31042","10","0","0","0","0","0","0"
"300","1020","1","60001","-1","0","8","91002","500","2","90006","500","2","31042","10","0","0","0","0","0","0"
"301","1021","1","1","3","0","8","91002","20000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"302","1021","1","4","10","0","8","91002","15000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"303","1021","1","11","20","0","8","91002","12000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"304","1021","1","21","50","0","8","91002","10000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"305","1021","1","51","200","0","8","91002","8000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"306","1021","1","201","600","0","8","91002","6000","2","90006","4500","2","31025","25","0","0","0","0","0","0"
"307","1021","1","601","1200","0","8","91002","4000","2","90006","4000","2","31025","25","0","0","0","0","0","0"
"308","1021","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31025","20","0","0","0","0","0","0"
"309","1021","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31025","20","0","0","0","0","0","0"
"310","1021","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31025","15","0","0","0","0","0","0"
"311","1021","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31025","15","0","0","0","0","0","0"
"312","1021","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31025","15","0","0","0","0","0","0"
"313","1021","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31025","10","0","0","0","0","0","0"
"314","1021","1","40001","60000","0","8","91002","750","2","90006","750","2","31025","10","0","0","0","0","0","0"
"315","1021","1","60001","-1","0","8","91002","500","2","90006","500","2","31025","10","0","0","0","0","0","0"
"316","1022","1","1","3","0","8","91002","20000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"317","1022","1","4","10","0","8","91002","15000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"318","1022","1","11","20","0","8","91002","12000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"319","1022","1","21","50","0","8","91002","10000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"320","1022","1","51","200","0","8","91002","8000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"321","1022","1","201","600","0","8","91002","6000","2","90006","4500","2","31018","25","0","0","0","0","0","0"
"322","1022","1","601","1200","0","8","91002","4000","2","90006","4000","2","31018","25","0","0","0","0","0","0"
"323","1022","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31018","20","0","0","0","0","0","0"
"324","1022","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31018","20","0","0","0","0","0","0"
"325","1022","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31018","15","0","0","0","0","0","0"
"326","1022","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31018","15","0","0","0","0","0","0"
"327","1022","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31018","15","0","0","0","0","0","0"
"328","1022","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31018","10","0","0","0","0","0","0"
"329","1022","1","40001","60000","0","8","91002","750","2","90006","750","2","31018","10","0","0","0","0","0","0"
"330","1022","1","60001","-1","0","8","91002","500","2","90006","500","2","31018","10","0","0","0","0","0","0"
"331","1023","1","1","3","0","8","91002","20000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"332","1023","1","4","10","0","8","91002","15000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"333","1023","1","11","20","0","8","91002","12000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"334","1023","1","21","50","0","8","91002","10000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"335","1023","1","51","200","0","8","91002","8000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"336","1023","1","201","600","0","8","91002","6000","2","90006","4500","2","31042","25","0","0","0","0","0","0"
"337","1023","1","601","1200","0","8","91002","4000","2","90006","4000","2","31042","25","0","0","0","0","0","0"
"338","1023","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31042","20","0","0","0","0","0","0"
"339","1023","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31042","20","0","0","0","0","0","0"
"340","1023","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31042","15","0","0","0","0","0","0"
"341","1023","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31042","15","0","0","0","0","0","0"
"342","1023","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31042","15","0","0","0","0","0","0"
"343","1023","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31042","10","0","0","0","0","0","0"
"344","1023","1","40001","60000","0","8","91002","750","2","90006","750","2","31042","10","0","0","0","0","0","0"
"345","1023","1","60001","-1","0","8","91002","500","2","90006","500","2","31042","10","0","0","0","0","0","0"
"346","1024","1","1","3","0","8","91002","20000","2","90006","5000","2","31043","30","0","0","0","0","0","0"
"347","1024","1","4","10","0","8","91002","15000","2","90006","5000","2","31043","30","0","0","0","0","0","0"
"348","1024","1","11","20","0","8","91002","12000","2","90006","5000","2","31043","30","0","0","0","0","0","0"
"349","1024","1","21","50","0","8","91002","10000","2","90006","5000","2","31043","30","0","0","0","0","0","0"
"350","1024","1","51","200","0","8","91002","8000","2","90006","5000","2","31043","30","0","0","0","0","0","0"
"351","1024","1","201","600","0","8","91002","6000","2","90006","4500","2","31043","25","0","0","0","0","0","0"
"352","1024","1","601","1200","0","8","91002","4000","2","90006","4000","2","31043","25","0","0","0","0","0","0"
"353","1024","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31043","20","0","0","0","0","0","0"
"354","1024","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31043","20","0","0","0","0","0","0"
"355","1024","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31043","15","0","0","0","0","0","0"
"356","1024","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31043","15","0","0","0","0","0","0"
"357","1024","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31043","15","0","0","0","0","0","0"
"358","1024","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31043","10","0","0","0","0","0","0"
"359","1024","1","40001","60000","0","8","91002","750","2","90006","750","2","31043","10","0","0","0","0","0","0"
"360","1024","1","60001","-1","0","8","91002","500","2","90006","500","2","31043","10","0","0","0","0","0","0"
"361","1025","1","1","3","0","8","91002","20000","2","90006","5000","2","31022","30","0","0","0","0","0","0"
"362","1025","1","4","10","0","8","91002","15000","2","90006","5000","2","31022","30","0","0","0","0","0","0"
"363","1025","1","11","20","0","8","91002","12000","2","90006","5000","2","31022","30","0","0","0","0","0","0"
"364","1025","1","21","50","0","8","91002","10000","2","90006","5000","2","31022","30","0","0","0","0","0","0"
"365","1025","1","51","200","0","8","91002","8000","2","90006","5000","2","31022","30","0","0","0","0","0","0"
"366","1025","1","201","600","0","8","91002","6000","2","90006","4500","2","31022","25","0","0","0","0","0","0"
"367","1025","1","601","1200","0","8","91002","4000","2","90006","4000","2","31022","25","0","0","0","0","0","0"
"368","1025","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31022","20","0","0","0","0","0","0"
"369","1025","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31022","20","0","0","0","0","0","0"
"370","1025","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31022","15","0","0","0","0","0","0"
"371","1025","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31022","15","0","0","0","0","0","0"
"372","1025","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31022","15","0","0","0","0","0","0"
"373","1025","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31022","10","0","0","0","0","0","0"
"374","1025","1","40001","60000","0","8","91002","750","2","90006","750","2","31022","10","0","0","0","0","0","0"
"375","1025","1","60001","-1","0","8","91002","500","2","90006","500","2","31022","10","0","0","0","0","0","0"
"376","1026","1","1","3","0","8","91002","20000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"377","1026","1","4","10","0","8","91002","15000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"378","1026","1","11","20","0","8","91002","12000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"379","1026","1","21","50","0","8","91002","10000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"380","1026","1","51","200","0","8","91002","8000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"381","1026","1","201","600","0","8","91002","6000","2","90006","4500","2","31025","25","0","0","0","0","0","0"
"382","1026","1","601","1200","0","8","91002","4000","2","90006","4000","2","31025","25","0","0","0","0","0","0"
"383","1026","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31025","20","0","0","0","0","0","0"
"384","1026","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31025","20","0","0","0","0","0","0"
"385","1026","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31025","15","0","0","0","0","0","0"
"386","1026","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31025","15","0","0","0","0","0","0"
"387","1026","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31025","15","0","0","0","0","0","0"
"388","1026","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31025","10","0","0","0","0","0","0"
"389","1026","1","40001","60000","0","8","91002","750","2","90006","750","2","31025","10","0","0","0","0","0","0"
"390","1026","1","60001","-1","0","8","91002","500","2","90006","500","2","31025","10","0","0","0","0","0","0"
"391","1027","1","1","3","0","8","91002","20000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"392","1027","1","4","10","0","8","91002","15000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"393","1027","1","11","20","0","8","91002","12000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"394","1027","1","21","50","0","8","91002","10000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"395","1027","1","51","200","0","8","91002","8000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"396","1027","1","201","600","0","8","91002","6000","2","90006","4500","2","31018","25","0","0","0","0","0","0"
"397","1027","1","601","1200","0","8","91002","4000","2","90006","4000","2","31018","25","0","0","0","0","0","0"
"398","1027","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31018","20","0","0","0","0","0","0"
"399","1027","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31018","20","0","0","0","0","0","0"
"400","1027","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31018","15","0","0","0","0","0","0"
"401","1027","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31018","15","0","0","0","0","0","0"
"402","1027","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31018","15","0","0","0","0","0","0"
"403","1027","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31018","10","0","0","0","0","0","0"
"404","1027","1","40001","60000","0","8","91002","750","2","90006","750","2","31018","10","0","0","0","0","0","0"
"405","1027","1","60001","-1","0","8","91002","500","2","90006","500","2","31018","10","0","0","0","0","0","0"
"406","1028","1","1","3","0","8","91002","20000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"407","1028","1","4","10","0","8","91002","15000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"408","1028","1","11","20","0","8","91002","12000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"409","1028","1","21","50","0","8","91002","10000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"410","1028","1","51","200","0","8","91002","8000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"411","1028","1","201","600","0","8","91002","6000","2","90006","4500","2","31042","25","0","0","0","0","0","0"
"412","1028","1","601","1200","0","8","91002","4000","2","90006","4000","2","31042","25","0","0","0","0","0","0"
"413","1028","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31042","20","0","0","0","0","0","0"
"414","1028","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31042","20","0","0","0","0","0","0"
"415","1028","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31042","15","0","0","0","0","0","0"
"416","1028","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31042","15","0","0","0","0","0","0"
"417","1028","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31042","15","0","0","0","0","0","0"
"418","1028","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31042","10","0","0","0","0","0","0"
"419","1028","1","40001","60000","0","8","91002","750","2","90006","750","2","31042","10","0","0","0","0","0","0"
"420","1028","1","60001","-1","0","8","91002","500","2","90006","500","2","31042","10","0","0","0","0","0","0"
"421","1029","1","1","3","0","8","91002","20000","2","90006","5000","2","31043","30","0","0","0","0","0","0"
"422","1029","1","4","10","0","8","91002","15000","2","90006","5000","2","31043","30","0","0","0","0","0","0"
"423","1029","1","11","20","0","8","91002","12000","2","90006","5000","2","31043","30","0","0","0","0","0","0"
"424","1029","1","21","50","0","8","91002","10000","2","90006","5000","2","31043","30","0","0","0","0","0","0"
"425","1029","1","51","200","0","8","91002","8000","2","90006","5000","2","31043","30","0","0","0","0","0","0"
"426","1029","1","201","600","0","8","91002","6000","2","90006","4500","2","31043","25","0","0","0","0","0","0"
"427","1029","1","601","1200","0","8","91002","4000","2","90006","4000","2","31043","25","0","0","0","0","0","0"
"428","1029","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31043","20","0","0","0","0","0","0"
"429","1029","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31043","20","0","0","0","0","0","0"
"430","1029","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31043","15","0","0","0","0","0","0"
"431","1029","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31043","15","0","0","0","0","0","0"
"432","1029","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31043","15","0","0","0","0","0","0"
"433","1029","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31043","10","0","0","0","0","0","0"
"434","1029","1","40001","60000","0","8","91002","750","2","90006","750","2","31043","10","0","0","0","0","0","0"
"435","1029","1","60001","-1","0","8","91002","500","2","90006","500","2","31043","10","0","0","0","0","0","0"
"436","1030","1","1","3","0","8","91002","20000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"437","1030","1","4","10","0","8","91002","15000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"438","1030","1","11","20","0","8","91002","12000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"439","1030","1","21","50","0","8","91002","10000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"440","1030","1","51","200","0","8","91002","8000","2","90006","5000","2","31025","30","0","0","0","0","0","0"
"441","1030","1","201","600","0","8","91002","6000","2","90006","4500","2","31025","25","0","0","0","0","0","0"
"442","1030","1","601","1200","0","8","91002","4000","2","90006","4000","2","31025","25","0","0","0","0","0","0"
"443","1030","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31025","20","0","0","0","0","0","0"
"444","1030","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31025","20","0","0","0","0","0","0"
"445","1030","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31025","15","0","0","0","0","0","0"
"446","1030","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31025","15","0","0","0","0","0","0"
"447","1030","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31025","15","0","0","0","0","0","0"
"448","1030","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31025","10","0","0","0","0","0","0"
"449","1030","1","40001","60000","0","8","91002","750","2","90006","750","2","31025","10","0","0","0","0","0","0"
"450","1030","1","60001","-1","0","8","91002","500","2","90006","500","2","31025","10","0","0","0","0","0","0"
"451","1031","1","1","3","0","8","91002","20000","2","90006","5000","2","31022","30","0","0","0","0","0","0"
"452","1031","1","4","10","0","8","91002","15000","2","90006","5000","2","31022","30","0","0","0","0","0","0"
"453","1031","1","11","20","0","8","91002","12000","2","90006","5000","2","31022","30","0","0","0","0","0","0"
"454","1031","1","21","50","0","8","91002","10000","2","90006","5000","2","31022","30","0","0","0","0","0","0"
"455","1031","1","51","200","0","8","91002","8000","2","90006","5000","2","31022","30","0","0","0","0","0","0"
"456","1031","1","201","600","0","8","91002","6000","2","90006","4500","2","31022","25","0","0","0","0","0","0"
"457","1031","1","601","1200","0","8","91002","4000","2","90006","4000","2","31022","25","0","0","0","0","0","0"
"458","1031","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31022","20","0","0","0","0","0","0"
"459","1031","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31022","20","0","0","0","0","0","0"
"460","1031","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31022","15","0","0","0","0","0","0"
"461","1031","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31022","15","0","0","0","0","0","0"
"462","1031","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31022","15","0","0","0","0","0","0"
"463","1031","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31022","10","0","0","0","0","0","0"
"464","1031","1","40001","60000","0","8","91002","750","2","90006","750","2","31022","10","0","0","0","0","0","0"
"465","1031","1","60001","-1","0","8","91002","500","2","90006","500","2","31022","10","0","0","0","0","0","0"
"466","1032","1","1","3","0","8","91002","20000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"467","1032","1","4","10","0","8","91002","15000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"468","1032","1","11","20","0","8","91002","12000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"469","1032","1","21","50","0","8","91002","10000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"470","1032","1","51","200","0","8","91002","8000","2","90006","5000","2","31018","30","0","0","0","0","0","0"
"471","1032","1","201","600","0","8","91002","6000","2","90006","4500","2","31018","25","0","0","0","0","0","0"
"472","1032","1","601","1200","0","8","91002","4000","2","90006","4000","2","31018","25","0","0","0","0","0","0"
"473","1032","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31018","20","0","0","0","0","0","0"
"474","1032","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31018","20","0","0","0","0","0","0"
"475","1032","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31018","15","0","0","0","0","0","0"
"476","1032","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31018","15","0","0","0","0","0","0"
"477","1032","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31018","15","0","0","0","0","0","0"
"478","1032","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31018","10","0","0","0","0","0","0"
"479","1032","1","40001","60000","0","8","91002","750","2","90006","750","2","31018","10","0","0","0","0","0","0"
"480","1032","1","60001","-1","0","8","91002","500","2","90006","500","2","31018","10","0","0","0","0","0","0"
"481","1033","1","1","3","0","8","91002","20000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"482","1033","1","4","10","0","8","91002","15000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"483","1033","1","11","20","0","8","91002","12000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"484","1033","1","21","50","0","8","91002","10000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"485","1033","1","51","200","0","8","91002","8000","2","90006","5000","2","31042","30","0","0","0","0","0","0"
"486","1033","1","201","600","0","8","91002","6000","2","90006","4500","2","31042","25","0","0","0","0","0","0"
"487","1033","1","601","1200","0","8","91002","4000","2","90006","4000","2","31042","25","0","0","0","0","0","0"
"488","1033","1","1201","2800","0","8","91002","3500","2","90006","3500","2","31042","20","0","0","0","0","0","0"
"489","1033","1","2801","5000","0","8","91002","3000","2","90006","3000","2","31042","20","0","0","0","0","0","0"
"490","1033","1","5001","10000","0","8","91002","2500","2","90006","2500","2","31042","15","0","0","0","0","0","0"
"491","1033","1","10001","15000","0","8","91002","2000","2","90006","2000","2","31042","15","0","0","0","0","0","0"
"492","1033","1","15001","25000","0","8","91002","1500","2","90006","1500","2","31042","15","0","0","0","0","0","0"
"493","1033","1","25001","40000","0","8","91002","1000","2","90006","1000","2","31042","10","0","0","0","0","0","0"
"494","1033","1","40001","60000","0","8","91002","750","2","90006","750","2","31042","10","0","0","0","0","0","0"
"495","1033","1","60001","-1","0","8","91002","500","2","90006","500","2","31042","10","0","0","0","0","0","0"
"496","1034","1","1","3","0","8","91002","20000","2","90006","5000","2","31043","30","0","0","0","0","0","0"
"497","1034","1","4","10","0","8","91002","15000","2","90006","5000","2","31043","30","0","0","0","0","0","0"
