5f75fbc0c2c1f89568bdca35b43f769176790b989d9a6f15b0b2270d0b027049,b1ca21bae5586b6478f7597e9aea5e0da2df97cdafd02dd398afe6d95ce623da,73f4ae94b976d453290fb2dccd06f47d666b4fb75471a8b6d5a4f8eae3dede1d,b98e089d2659b153d3e937bc9ff8276f5ae087b0c12c548f7065a4552fa49769,2ecb0318446218575796a7a65d8093387de8947b96c666583d4be0d531f2e1dd,1b046223fc930a84d85bdc1b7e55d0fe7b5061e0beefa58f7d9d4fdc4c4fa5d7,3201eebe49dd3cb9d149157e5d9991cd6b5ce66a3942a5ec2398ef16c4cc138c,40a54edc9aa27af9355aa7afe243afbe261af83ad759ca9458f5fc8cb3f5ed91,75043fca801cea1a675788c8202a7cb270f34825b7ac20c8d81fd547964dc20c,953d55cfb83c55e1abc612f719bbd1d2faf182db11d5e0101b04f3a5edee7bda,34c46f4221baf96c1219030ef7da7a98a2a7562411d29a47f50884f614c3e668
"12030033","203","11","104631","뭐 하는 거냥\n유카리…","10","","","","",""
"12030034","203","91","0","","","","","","",""
"12030035","203","3","3","nyx_203_yukari_03","1","","","0.5","",""
"12030036","203","3","103431","nyx_203_yukari_03","1","","","0.5","",""
"12030037","203","11","103431","그거~ 더 마셔~\n우후후~ 한잔하면\n불가능은 없어~♪","10","","","","",""
"12030038","203","91","0","","","","","","",""
"12030039","203","93","0.1","","","","","","",""
"12030040","203","3","3","nyx_203_yukari_06","0","nyx_203_yukari_05","1","0.2","",""
"12030041","203","3","103431","nyx_203_yukari_06","0","nyx_203_yukari_05","1","0.2","",""
"12030042","203","93","0.5","","","","","","",""
"12030043","203","3","103231","nyx_lookup","0","nyx_cmn_05","1","0.2","0.2",""
"12030044","203","93","2","","","","","","",""
"12030045","203","12","103231","1","1","","","","",""
"12030046","203","4","3","1","","","","","",""
"12030047","203","4","103431","1","","","","","",""
"12030048","203","3","3","nyx_203_yukari_04","0","","","0.2","",""
"12030049","203","3","103431","nyx_203_yukari_04","0","","","0.2","",""
"12030050","203","2","3","-245","-10","0.67","0","","",""
"12030051","203","2","103431","-245","-10","0.67","0","","",""
"12030052","203","93","0.67","","","","","","",""
"12030053","203","93","0.83","","","","","","",""
"12030054","203","2","3","-265","-10","0.5","0","","",""
"12030055","203","2","103431","-265","-10","0.5","0","","",""
"12030056","203","93","0.5","","","","","","",""
"12030057","203","2","3","-328","-10","0.67","0","","",""
"12030058","203","2","103431","-328","-10","0.67","0","","",""
"12030059","203","3","103231","nyx_cmn_04","1","","","0.2","",""
"12030060","203","3","104831","nyx_lookup","0","nyx_idle_sad","1","0.2","0.2",""
"12030061","203","93","0.67","","","","","","",""
"12030062","203","2","3","-330","-10","0.67","0","","",""
"12030063","203","2","103431","-330","-10","0.67","0","","",""
"12030064","203","93","0.67","","","","","","",""
"12030065","203","3","3","nyx_203_yukari_05","0","nyx_203_yukari_06","1","0.2","",""
"12030066","203","3","103431","nyx_203_yukari_05","0","nyx_203_yukari_06","1","0.2","",""
"12030067","203","93","0.66","","","","","","",""
"12030068","203","12","104831","12","1","","","","",""
"12030069","203","93","2","","","","","","",""
"12030070","203","12","103431","9","1","","","","",""
"12030071","203","3","104631","nyx_lookup","0","nyx_talk_sad","1","0.2","0.2",""
"12030072","203","4","3","0","","","","","",""
"12030073","203","4","103431","0","","","","","",""
"12030074","203","3","3","nyx_203_yukari_04","0","","","0.2","",""
"12030075","203","3","103431","nyx_203_yukari_04","0","","","0.2","",""
"12030076","203","2","3","-285","-10","0.67","0","","",""
"12030077","203","2","103431","-285","-10","0.67","0","","",""
"12030078","203","93","0.67","","","","","","",""
"12030079","203","93","0.83","","","","","","",""
"12030080","203","2","3","-265","-10","0.5","0","","",""
"12030081","203","2","103431","-265","-10","0.5","0","","",""
"12030082","203","93","0.5","","","","","","",""
"12030083","203","2","3","-202","-10","0.67","0","","",""
"12030084","203","2","103431","-202","-10","0.67","0","","",""
"12030085","203","12","104631","5","1","","","","",""
"12030086","203","93","0.67","","","","","","",""
"12030087","203","2","3","-200","-10","0.67","0","","",""
"12030088","203","2","103431","-200","-10","0.67","0","","",""
"12030089","203","93","0.67","","","","","","",""
"12030090","203","3","3","nyx_203_yukari_05","1","","","0.2","",""
"12030091","203","3","103431","nyx_203_yukari_05","1","","","0.2","",""
"12030092","203","93","0.66","","","","","","",""
"12030093","203","3","104631","nyx_idle_sad","1","","","0.2","",""
"12030094","203","12","103431","6","1","","","","",""
"12030095","203","4","3","0","","","","","",""
"12030096","203","4","103431","0","","","","","",""
"12030097","203","93","1","","","","","","",""
"12030098","203","101","12030039","","","","","","",""
"12040001","204","1","1","104831","110","121.8","28.5","1.2","1","nyx_204_mifuyu_01"
"12040002","204","5","2","2","120","121.8","28.5","1.2","1","nyx_204_mifuyu_01"
"12040003","204","1","1","103431","110","-278","-286.1","1.2","0","nyx_idle_normal"
"12040004","204","1","1","104631","140","283.5","-286.1","1.2","1","nyx_idle_normal"
"12040005","204","1","1","103231","110","-413","-286.1","1.2","0","nyx_idle_normal"
"12040006","204","31","2","1","0","0","1","1","",""
"12040007","204","5","3","3","130","109","-278","1.2","0","nyx_yagura_up_harf"
"12040008","204","31","14","2","-111","34","1","1","",""
"12040009","204","25","bgm_M347","bgm_M347","","","","","",""
"12040010","204","93","2","","","","","","",""
"12040011","204","3","104831","nyx_204_mifuyu_01","1","","","0.2","",""
"12040012","204","3","2","nyx_204_mifuyu_01","1","","","0.2","",""
"12040013","204","11","104831","드디어 완성…\n해버렸네…","10","","","0","",""
"12040014","204","93","0.2","","","","","","",""
"12040015","204","3","104631","nyx_lookup","0","nyx_204_akino_01_loop","1","0.2","0.2",""
"12040016","204","93","0.5","","","","","","",""
"12040017","204","3","104831","nyx_204_mifuyu_02","1","","","0.2","",""
"12040018","204","3","2","nyx_204_mifuyu_02","1","","","0.2","",""
"12040019","204","91","12040013","","","","","","",""
"12040020","204","11","104831","설계 단계보다\n명백하게 기능이\n늘어났어…","10","","","0","",""
"12040021","204","93","1.5","","","","","","",""
"12040022","204","3","103431","nyx_lookup","0","nyx_lookup_loop","1","0.2","0.2",""
"12040023","204","91","12040020","","","","","","",""
"12040024","204","93","0.2","","","","","","",""
"12040025","204","3","103231","nyx_204_akino_01","0","","","0.2","",""
"12040026","204","11","103231","놀랐지!\n이것이야말로 우리\n아이디어의 결정체!","10","","","","",""
"12040027","204","93","1","","","","","","",""
"12040028","204","3","103231","nyx_204_akino_02","1","","","0.2","",""
"12040029","204","91","12040026","","","","","","",""
"12040030","204","93","0.5","","","","","","",""
"12040031","204","11","104831","응, 놀랐어…\n설마 이렇게나\n제멋대로 할 줄이야","10","","","0","",""
"12040032","204","93","0.2","","","","","","",""
"12040033","204","3","104831","nyx_204_mifuyu_03","1","","","0.2","0.2",""
"12040034","204","3","2","nyx_204_mifuyu_03","1","","","0.2","0.2",""
"12040035","204","93","3","","","","","","",""
"12040036","204","91","12040031","","","","","","",""
"12040037","204","3","104631","nyx_talk_sad","1","","","","",""
"12040038","204","11","104631","어, 어째서\n떠는 거냥?\n미후유…","10","","","","",""
"12040039","204","91","0","","","","","","",""
"12040040","204","3","104831","nyx_204_mifuyu_04","0","nyx_204_mifuyu_05","1","0.3","0.3",""
"12040041","204","3","2","nyx_204_mifuyu_04","0","nyx_204_mifuyu_05","1","0.3","0.3",""
"12040042","204","11","104831","당연해요!\n뭐죠, 이\n쓸모없기만 한 기능!","10","","","0","",""
"12040043","204","93","0.6","","","","","","",""
"12040044","204","3","104631","cmn_shock_def_N","0","nyx_idle_surprise2","1","0.3","0.2",""
"12040045","204","3","103431","cmn_shock_def_N","0","nyx_idle_sad","1","0.3","0.2",""
"12040046","204","3","103231","cmn_shock_def_N","0","nyx_idle_surprise1","1","0.3","0.2",""
"12040047","204","93","1.5","","","","","","",""
"12040048","204","91","12040042","","","","","","",""
"12040049","204","11","104831","어딜 봐도\n쓸모없는 것투성이…\n너무 비효율적이야…!","10","","","0","",""
"12040050","204","91","0","","","","","","",""
"12040051","204","3","103431","nyx_talk_sad","1","","","0.3","0.3",""
"12040052","204","11","103431","지, 진정해\n미후유 씨…\n어쩔 수 없었어…","10","","","","",""
"12040053","204","91","0","","","","","","",""
"12040054","204","11","104831","이런 걸\n진정할 수 있을 리가\n없잖아!","10","","","0","",""
"12040055","204","93","2.7","","","","","","",""
"12040056","204","3","103431","nyx_cmn_03","1","","","0.3","0.3",""
"12040057","204","3","104831","nyx_204_mifuyu_07","0","nyx_204_mifuyu_06","1","0.3","0.3",""
"12040058","204","3","2","nyx_204_mifuyu_07","0","nyx_204_mifuyu_06","1","0.3","0.3",""
"12040059","204","91","12040052","","","","","","",""
"12040060","204","93","0.5","","","","","","",""
"12040061","204","4","103431","0","1","","","","",""
"12040062","204","93","0.5","","","","","","",""
"12040063","204","12","103431","2","1","","","","",""
"12040064","204","93","1.5","","","","","","",""
"12040065","204","12","104631","17","1","","","","",""
"12040066","204","3","104631","nyx_talk_sad","1","","","0.3","0.3",""
"12040067","204","93","1.5","","","","","","",""
"12040068","204","4","103431","1","1","","","","",""
"12040069","204","3","104631","nyx_idle_sad","1","","","0.3","0.3",""
"12040070","204","93","0.2","","","","","","",""
"12040071","204","12","103231","7","1","","","","",""
"12040072","204","3","103231","nyx_talk_joy1","0","cmn_pose02_def_N","1","0.3","0.2",""
"12040073","204","93","0.1","","","","","","",""
"12040074","204","3","103431","nyx_talk_sad","1","","","0.3","0.3",""
"12040075","204","93","2","","","","","","",""
"12040076","204","12","104831","15","1","","","","",""
"12040077","204","93","2","","","","","","",""
"12040078","204","101","12040061","1","","","","","",""
"13010001","301","1","1","111031","110","-135","-277","1.2","0","nyx_301_yuni_01"
"13010002","301","31","3","1","0","0","1","1","",""
"13010003","301","31","17","2","40","-195","1","1","",""
"13010004","301","31","18","3","40","-195","1","0","",""
"13010005","301","31","19","4","40","-195","1","0","",""
"13010006","301","25","bgm_M347","bgm_M347","","","","","",""
"13010007","301","93","2","","","","","","",""
"13010008","301","11","111031","단짝X…\n그건 실로\n낭만의 결정체였어…","10","","","","",""
"13010009","301","91","0","1","","","","","",""
"13010010","301","11","111031","그 이노베이션에서\n얻은 자극은 형태로\n남겨둬야 해…","10","","","","",""
"13010011","301","91","0","1","","","","","",""
"13010012","301","93","0.6","","","","","","",""
"13010013","301","3","111031","nyx_103_yuni_02","1","","","0.2","",""
"13010014","301","11","111031","그런 이유로\n단짝X의 잔해를\n모아봤다만","10","","","","",""
"13010015","301","91","0","1","","","","","",""
"13010016","301","3","111031","cmn_pose02_def_N","0","nyx_idle_normal","","0.2","0.2",""
"13010017","301","11","111031","이걸 고쳐서\n그저 재조립해봤자\n모조품에 지나지 않아","10","","","","",""
"13010018","301","91","0","1","","","","","",""
"13010019","301","3","111031","nyx_103_yuni_03","0","nyx_103_yuni_04","1","0.2","",""
"13010020","301","11","111031","독자적인 수리를 하겠어\n기체의 축소화, 그리고\n각종 기능을 개량하는 거다","10","","","","",""
"13010021","301","91","0","1","","","","","",""
"13010022","301","3","111031","cmn_pose02_def_N","1","","","0.2","",""
"13010023","301","11","111031","음, 한마디로\n붕어빵에 보리 음료\n이다만…","10","","","","",""
"13010024","301","91","0","","","","","","",""
"13010025","301","93","0.5","","","","","","",""
"13010026","301","3","111031","nyx_301_yuni_03","1","","","0.2","",""
"13010027","301","11","111031","아니, 애초에 어째서\n붕어빵과 보리 음료가\n들어있었는지","10","","","","",""
"13010028","301","91","0","1","","","","","",""
"13010029","301","11","111031","…이해하기 어려워\n우선 거기서부터 생각할\n필요가 있을 거 같군","10","","","","",""
"13010030","301","91","0","1","","","","","",""
"13010031","301","3","111031","nyx_301_yuni_01","1","","","0.2","",""
"13010032","301","11","111031","어떠한 난제든\n나의 지적 탐구심이\n가만있지 못한다고 할 수 있지","10","","","","",""
"13010033","301","91","0","","","","","","",""
"13010034","301","93","2","","","","","","",""
"13010035","301","4","111031","1","","","","","",""
"13010036","301","3","111031","cmn_walk_def_N","1","","","0.2","",""
"13010037","301","2","111031","-230","-277","1.5","","","",""
"13010038","301","93","1.5","","","","","","",""
"13010039","301","3","111031","nyx_301_yuni_02","0","nyx_idle_normal","1","0.2","0.2",""
"13010040","301","93","3","","","","","","",""
"13010041","301","4","111031","0","","","","","",""
"13010042","301","3","111031","cmn_walk_def_N","1","","","0.2","",""
"13010043","301","2","111031","-95","-277","1.5","","","",""
"13010044","301","93","1.5","","","","","","",""
"13010045","301","12","111031","12","1","","","","",""
"13010046","301","3","111031","nyx_301_yuni_02","0","nyx_idle_normal","1","0.2","0.2",""
"13010047","301","93","0.4","","","","","","",""
"13010048","301","32","3","1","","","","","",""
"13010049","301","93","2.6","","","","","","",""
"13010050","301","4","111031","1","","","","","",""
"13010051","301","3","111031","cmn_walk_def_N","1","","","0.2","",""
"13010052","301","2","111031","-230","-277","1.5","","","",""
"13010053","301","93","1.5","","","","","","",""
"13010054","301","12","111031","13","1","","","","",""
"13010055","301","3","111031","nyx_301_yuni_02","0","nyx_idle_normal","1","0.2","0.2",""
"13010056","301","93","3","","","","","","",""
"13010057","301","4","111031","0","","","","","",""
"13010058","301","3","111031","cmn_walk_def_N","1","","","0.2","",""
"13010059","301","2","111031","-95","-277","1.5","","","",""
"13010060","301","93","1.5","","","","","","",""
"13010061","301","3","111031","nyx_301_yuni_02","0","nyx_idle_normal","1","0.2","0.2",""
"13010062","301","93","0.4","","","","","","",""
"13010063","301","32","4","1","","","","","",""
"13010064","301","93","2.6","","","","","","",""
"13010065","301","4","111031","1","","","","","",""
"13010066","301","3","111031","cmn_walk_def_N","1","","","0.2","",""
"13010067","301","2","111031","-230","-277","1.5","","","",""
"13010068","301","93","1.5","","","","","","",""
"13010069","301","3","111031","nyx_301_yuni_02","0","nyx_idle_normal","1","0.2","0.2",""
"13010070","301","93","3","","","","","","",""
"13010071","301","4","111031","0","","","","","",""
"13010072","301","3","111031","cmn_walk_def_N","1","","","0.2","",""
"13010073","301","2","111031","165","-277","4","","","",""
"13010074","301","93","4","","","","","","",""
"13010075","301","12","111031","12","1","","","","",""
"13010076","301","3","111031","nyx_301_yuni_02","0","nyx_idle_normal","1","0.2","0.2",""
"13010077","301","93","3","","","","","","",""
"13010078","301","4","111031","1","","","","","",""
"13010079","301","3","111031","cmn_walk_def_N","1","","","0.2","",""
"13010080","301","2","111031","-230","-277","4","","","",""
"13010081","301","93","4","","","","","","",""
"13010082","301","12","111031","17","1","","","","",""
"13010083","301","3","111031","cmn_pose02_def_N","0","nyx_idle_normal","1","0.2","0.2",""
"13010084","301","93","4","","","","","","",""
"13010085","301","4","111031","0","","","","","",""
"13010086","301","3","111031","cmn_walk_def_N","1","","","0.2","",""
"13010087","301","2","111031","165","-277","4","","","",""
"13010088","301","93","4","","","","","","",""
"13010089","301","3","111031","nyx_301_yuni_02","0","nyx_303_yuni_01","0","0.2","0.2",""
"13010090","301","93","2.4","","","","","","",""
"13010091","301","12","111031","7","1","","","","",""
"13010092","301","93","1.6","","","","","","",""
"13010093","301","4","111031","1","","","","","",""
"13010094","301","3","111031","cmn_walk_def_N","1","","","0.2","",""
"13010095","301","2","111031","-230","-277","4","","","",""
"13010096","301","93","4","","","","","","",""
"13010097","301","12","111031","2","1","","","","",""
"13010098","301","3","111031","nyx_301_yuni_02","0","cmn_pose02_def_N","1","0.2","0.2",""
"13010099","301","93","4","","","","","","",""
"13010100","301","101","13010071","","","","","","",""
"13020001","302","1","1","111031","110","4000","-277","1.2","1","nyx_idle_normal"
"13020002","302","5","2","2","120","-200","-277","1.2","1","NoItem"
"13020003","302","31","3","1","0","0","1","1","",""
"13020004","302","31","20","3","-110","-240","1","0","",""
"13020005","302","31","21","4","40","-195","1.2","1","",""
"13020006","302","25","bgm_M347","bgm_M347","","","","","",""
"13020007","302","93","2","","","","","","",""
"13020008","302","3","111031","nyx_302_yuni_01","0","nyx_idle_normal","1","","0.2",""
"13020009","302","2","111031","-200","-277","0","","","",""
"13020010","302","2","2","-200","-279","0","","","",""
"13020011","302","11","111031","…푸하~!","10","","","","",""
"13020012","302","93","0","","","","","","",""
"13020013","302","32","3","1","","","","","",""
"13020014","302","91","13020011","","","","","","",""
"13020015","302","11","111031","이런 이런\n재료의 산에 파묻힐\n뻔했어","10","","","","",""
"13020016","302","91","0","","","","","","",""
"13020017","302","3","2","nyx_302_yuni_02","0","NoItem","1","0.2","",""
"13020018","302","3","111031","nyx_302_yuni_02","0","nyx_idle_normal","1","0.2","0.2",""
"13020019","302","11","111031","하지만 뜻밖의 좋은 결과로\n찾고 있던 부품을\n우연히 발견했지","10","","","","",""
"13020020","302","93","5","","","","","","",""
"13020021","302","4","111031","0","","","","","",""
"13020022","302","3","111031","nyx_cmn_03","1","","","0.2","",""
"13020023","302","11","111031","음… 이것은 요행\n이렇게 된 바에는 다시\n잠항해볼까…","10","","","","",""
"13020024","302","91","0","","","","","","",""
"13020025","302","3","111031","nyx_301_yuni_01","1","","","0.2","",""
"13020026","302","11","111031","의외로 의미가 있는 일이야\n재료 다이빙이라는\n신종 탐색 행동은","10","","","","",""
"13020027","302","91","0","1","","","","","",""
"13020028","302","11","111031","뭐, 만일 여기 빠진다고 해도\n후배들 중 누군가가\n분명 눈치챌 테지","10","","","","",""
"13020029","302","91","0","1","","","","","",""
"13020030","302","3","111031","nyx_302_yuni_03","0","nyx_302_yuni_04","1","0.2","",""
"13020031","302","11","111031","아무튼 간에\n자, 가볼까!","10","","","","",""
"13020032","302","91","0","1","","","","","",""
"13020033","302","93","1.5","","","","","","",""
"13020034","302","11","111031","음. 너무 안쪽으로 들어왔군\n이건… 나갈 수가 없어!\n누가 좀~! 누가 좀~!","10","","","","",""
"13020035","302","91","0","","","","","","",""
"13020036","302","93","6","","","","","","",""
"13020037","302","12","111031","2","1","","","","",""
"13020038","302","93","4","","","","","","",""
"13020039","302","12","111031","4","1","","","","",""
"13020040","302","93","4","","","","","","",""
"13020041","302","101","13020036","","","","","","",""
"13030001","303","1","1","111031","110","49","-221.5","1.2","1","nyx_303_yuni_07"
"13030002","303","31","4","1","0","0","1","1","",""
"13030003","303","25","bgm_M347","bgm_M347","","","","","",""
"13030004","303","93","2","","","","","","",""
"13030005","303","11","111031","음, 우여곡절은\n있었지만 무사히 완성…\n이라고 할까","10","","","","",""
"13030006","303","91","0","","","","","","",""
"13030007","303","3","111031","nyx_303_yuni_01_noshadow","1","","","0.2","",""
"13030008","303","11","111031","후후후… 내가 한 일이지만\n납득이 가는 성과…","10","","","","",""
"13030009","303","91","0","","","","","","",""
"13030010","303","11","111031","외관의 완성도는\n물론이거니와\n중시해야 할 것은 기능이다","10","","","","",""
"13030011","303","91","0","","","","","","",""
"13030012","303","3","111031","nyx_303_yuni_03","1","","","0.2","",""
"13030013","303","11","111031","시험 삼아 동작 테스트를\n해보도록 하지","10","","","","",""
"13030014","303","91","0","","","","","","",""
"13030015","303","3","111031","nyx_303_yuni_02","0","nyx_303_yuni_04","1","0.2","0.2",""
"13030016","303","93","3","","","","","","",""
"13030017","303","3","111031","nyx_303_yuni_07","1","","","0.2","",""
"13030018","303","11","111031","음…\n표정을 영사하는 동작에\n문제는 없는 것 같군","10","","","","",""
"13030019","303","91","0","","","","","","",""
"13030020","303","3","111031","nyx_303_yuni_09","0","nyx_303_yuni_04","1","0.2","0.2",""
"13030021","303","11","111031","다음은 어느 기능을\n시험해볼까…","10","","","","",""
"13030022","303","91","0","","","","","","",""
"13030023","303","93","0.5","","","","","","",""
"13030024","303","11","111031","일단 적당한\n스위치를… 어이쿠\n이 버튼은 안 되지","10","","","","",""
"13030025","303","93","1.5","","","","","","",""
"13030026","303","3","111031","nyx_303_yuni_02","0","","","0.2","",""
"13030027","303","93","1","","","","","","",""
"13030028","303","3","111031","nyx_303_yuni_06","0","nyx_303_yuni_05","1","0.2","",""
"13030029","303","93","2","","","","","","",""
"13030030","303","11","111031","…위험해 위험해\n자폭 장치를 기동할\n뻔했어","10","","","","",""
"13030031","303","93","0.1","","","","","","",""
"13030032","303","3","111031","nyx_303_yuni_08","1","","","0.2","",""
"13030033","303","91","13030030","","","","","","",""
"13030034","303","93","2","","","","","","",""
"13030035","303","3","111031","nyx_303_yuni_09","0","nyx_303_yuni_04","1","0.2","0.2",""
"13030036","303","93","2","","","","","","",""
"13030037","303","3","111031","nyx_303_yuni_02","0","nyx_303_yuni_03","1","0.2","0.2",""
"13030038","303","93","1.8","","","","","","",""
"13030039","303","12","111031","6","1","","","","",""
"13030040","303","93","3.2","","","","","","",""
"13030041","303","3","111031","nyx_303_yuni_09","0","nyx_303_yuni_04","1","0.2","0.2",""
"13030042","303","93","2","","","","","","",""
"13030043","303","3","111031","nyx_303_yuni_02","0","nyx_303_yuni_08","1","0.2","0.2",""
"13030044","303","93","1.8","","","","","","",""
"13030045","303","12","111031","2","1","","","","",""
"13030046","303","93","1.2","","","","","","",""
"13030047","303","101","13030034","","","","","","",""
