tbl,idx,stat
"unlock_unit_condition","","234"
"hp_drain_at","","1"
"daily_mission_data","","101"
"equipment_donation","","9"
"equipment_data","equipment_data_0_original_equipment_id","985 2"
"trial_battle_category","","5"
"wac_mural_bg_data","sqlite_autoindex_wac_mural_bg_data_1","415 415 1"
"taq_genre","","6"
"hatsune_map_event","hatsune_map_event_0_target_event_id","133 8"
"movie","movie_0_story_id","491 2"
"exceed_level_stage","","1"
"chara_identity","","243"
"ub_auto_data","","19"
"define_spskill","define_spskill_0_sp_skill_id","32 2"
"character_love_rankup_text","","42"
"caravan_mile_block_reward","","3"
"sre_effect","","2"
"trial_battle_mission_reward","trial_battle_mission_reward_0_mission_reward_id","2 2"
"taq_completion_rewards","","3"
"srt_action","sqlite_autoindex_srt_action_1","41 1"
"shiori_item","","41"
"dungeon_area","","14"
"arena_defence_reward","","1"
"stationary_mission_data","","1879"
"banner","","285"
"sre_mission_reward_data","sre_mission_reward_data_0_mission_reward_id","98 2"
"ttk_navi_comment","","13"
"series_unlock_condition","","8"
"hatsune_quiz_reward","","8"
"campaign_beginner_data","","10"
"tower_story_data","","26"
"equipment_enhance_data","sqlite_autoindex_equipment_enhance_data_1","34 5 1"
"cgg_gacha_lineup","cgg_gacha_lineup_0_gacha_type","60 20"
"lto_story_data","lto_story_data_0_event_id","1 1"
"dear_chara","dear_chara_0_event_id","74 3"
"dear_chara","sqlite_autoindex_dear_chara_1","74 3 1"
"secret_dungeon_emblem_reward","secret_dungeon_emblem_reward_0_reward_id","5 1"
"secret_dungeon_emblem_reward","secret_dungeon_emblem_reward_0_mission_reward_id","5 1"
"sp_detail_voice","","4"
"unit_enemy_data","","1488"
"unique_equipment_enhance_data","sqlite_autoindex_unique_equipment_enhance_data_1","259 259 1"
"sre_schedule","","1"
"kmk_navi_comment","","11"
"ske_story_data","ske_story_data_0_original_event_id","12 6"
"unique_equipment_enhance_rate","","150"
"wac_mural_data","wac_mural_data_0_mural_group_id","147 11"
"wac_mural_data","sqlite_autoindex_wac_mural_data_1","147 11 1"
"legion_mission_reward_data","legion_mission_reward_data_0_mission_reward_id","62 3"
"hatsune_item","","122"
"unit_motion_list","","236"
"dodge_tp_recovery","","44"
"unique_equipment_rankup","unique_equipment_rankup_0_equip_id","3078 18"
"unique_equipment_rankup","sqlite_autoindex_unique_equipment_rankup_1","3078 18 1"
"hatsune_emblem_mission_reward","hatsune_emblem_mission_reward_0_reward_id","464 2"
"hatsune_emblem_mission_reward","hatsune_emblem_mission_reward_0_mission_reward_id","464 2"
"pkb_navi_comment","","33"
"hatsune_schedule","hatsune_schedule_0_original_event_id","122 3"
"hatsune_schedule","hatsune_schedule_0_series_event_id","122 16"
"prizegacha_sp_detail","","5"
"room_character_personality","","243"
"guild_additional_member","","1"
"unit_promotion","unit_promotion_0_unit_id","7175 27"
"unit_promotion","sqlite_autoindex_unit_promotion_1","7175 27 1"
"item_data","","884"
"caravan_treasure_block_rank","","3"
"sjr_npc_action_odds","sjr_npc_action_odds_0_action_odds_id","258 2"
"trial_battle_mission_data","","25"
"ttk_reward","ttk_reward_0_ttk_score","2 1"
"event_navi_comment_condition","","1615"
"shiori_quest_condition","","820"
"clan_battle_s_boss_fix_reward","","766"
"secret_dungeon_floor_setting","secret_dungeon_floor_setting_0_quest_id_1_mode","285 2 2"
"secret_dungeon_floor_setting","secret_dungeon_floor_setting_0_quest_id","285 2"
"e_reduction","","15"
"reward_collect_guide","","426"
