1467b8725a63f8ea46aaff610a1b747ea16e33baf573241e634af31e626a39b4,bf8a61b75b1854c67d8b64bcb07f0a8230ecefed6f8971af44b7aa545bfa61e4,6afa44b8ec62b387a5b8105689f1ad98e00d6739fc155cb86c04467608a1d250,59853576169859948f13916e25f36a7827437984b0fa671522aa7fc89afa3091,4746c157390541c3cde4f07ab453397895a8c2546b616391de61432a31aa175b,27ddcd3bfab85da4c731bbc978677118ca276619b12ecdf02e8eff6c67f1c493,7d59ed7295e4edc4657e88c254115650aa4720de269026d691135e924f0e3011,c85bf402e01700920782f49db7ad8bfea5a369284792789bbd82c9e0051f4023,9e0784cc3113beb8e1888f5a078d34fa843f2b4af9cf84446e933d757bcb1660,78288f1c23078cd7aeb45435d7e267e7a8ff3e13e2d29f2e6d783c39ea0dd2b7,27aca435a110e06672cd3ff6fc63be17c1594cc6c10de766a9b0a57485f05d62
"1009804065","1009804","103","커다란 장난감을 만들고 싶어","1009804091","0","","","","",""
"1009804066","1009804","103","봉제인형을 만들고 싶어","1009804114","0","","","","",""
"1009804067","1009804","3","102011","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009804068","1009804","3","103611","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009804069","1009804","3","100411","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009804070","1009804","93","0.1","0","","","","","",""
"1009804071","1009804","2","102011","-200","-235","0.33","2","","0.2",""
"1009804072","1009804","2","103611","100","-220","0.33","2","","0.2",""
"1009804073","1009804","2","100411","270","-250","0.33","2","","0.2",""
"1009804074","1009804","93","0.7","0","","","","","",""
"1009804075","1009804","3","102011","lsv_talk_surprise_R2","1","","","0.2","",""
"1009804076","1009804","21","vo_lsv","vo_lsv_0427","0","0","","","",""
"1009804077","1009804","11","102011","뭐엇, 그렇게 작게?\n오빠, 대단해~!","10","1","1","0","0","0"
"1009804078","1009804","91","0","","","","","","",""
"1009804079","1009804","3","102011","lsv_idle_normal_joyR","1","","","0.2","",""
"1009804080","1009804","3","103611","lsv_talk_arm_crossed_joy","0","lsv_talk_arm_crossed_loop_joy","1","0","0.2",""
"1009804081","1009804","21","vo_lsv","vo_lsv_0428","0","0","","","",""
"1009804082","1009804","11","103611","상당한 손재주가 있어야 하고\n집중력을 필요로 하죠…\n그야말로 장인 기술이에요.","10","1","1","0","0","0"
"1009804083","1009804","91","0","","","","","","",""
"1009804084","1009804","3","103611","lsv_idle_arm_crossed","1","","","0.2","",""
"1009804085","1009804","3","100411","lsv_talk_bitter","1","","","0.2","",""
"1009804086","1009804","21","vo_lsv","vo_lsv_0429","0","0","","","",""
"1009804087","1009804","11","100411","생각만 해도 미소기에게는\n어려울 것 같네~\n…그러니까 응원만 할게♪","10","1","1","0","0","0"
"1009804088","1009804","91","0","","","","","","",""
"1009804089","1009804","3","100411","lsv_idle_bitter","1","","","0.2","",""
"1009804090","1009804","101","1009804137","","","","","","",""
"1009804091","1009804","3","102011","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009804092","1009804","3","103611","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009804093","1009804","3","100411","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009804094","1009804","93","0.1","0","","","","","",""
"1009804095","1009804","2","102011","-200","-235","0.33","2","","0.2",""
"1009804096","1009804","2","103611","100","-220","0.33","2","","0.2",""
"1009804097","1009804","2","100411","270","-250","0.33","2","","0.2",""
"1009804098","1009804","93","0.7","0","","","","","",""
"1009804099","1009804","3","100411","lsv_exactly_joy_in","0","lsv_exactly_joy_loop","1","0","0.2",""
"1009804100","1009804","21","vo_lsv","vo_lsv_0430","0","0","","","",""
"1009804101","1009804","11","100411","그거, 좋다! 좋아!\n오빠, 뭘 좀 아네~!\n그런 거 로망이지!","10","1","1","0","0","0"
"1009804102","1009804","91","0","","","","","","",""
"1009804103","1009804","3","100411","lsv_idle_wish_joy","1","","","0.2","",""
"1009804104","1009804","3","103611","lsv_talk_thinking_anger","1","","","0.2","",""
"1009804105","1009804","21","vo_lsv","vo_lsv_0431","0","0","","","",""
"1009804106","1009804","11","103611","미소기, 좋아할 것 같네.\n…그런데, 어느 정도로\n큰 걸까?","10","1","1","0","0","0"
"1009804107","1009804","91","0","","","","","","",""
"1009804108","1009804","3","103611","lsv_idle_thinking_anger","1","","","0.2","",""
"1009804109","1009804","3","102011","lsv_talk_memory_dere2","1","","","0.2","",""
"1009804110","1009804","21","vo_lsv","vo_lsv_0432","0","0","","","",""
"1009804111","1009804","11","102011","으~음…\n성보다 클지도!\n멋있다~♪","10","1","1","0","0","0"
"1009804112","1009804","91","0","","","","","","",""
"1009804113","1009804","101","1009804137","","","","","","",""
"1009804114","1009804","3","102011","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009804115","1009804","3","103611","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009804116","1009804","3","100411","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009804117","1009804","93","0.1","0","","","","","",""
"1009804118","1009804","2","102011","-200","-235","0.33","2","","0.2",""
"1009804119","1009804","2","103611","100","-220","0.33","2","","0.2",""
"1009804120","1009804","2","100411","270","-250","0.33","2","","0.2",""
"1009804121","1009804","93","0.7","0","","","","","",""
"1009804122","1009804","3","103611","lsv_talk_arm_crossed_joy","0","lsv_talk_arm_crossed_loop_joy","1","0","0.2",""
"1009804123","1009804","21","vo_lsv","vo_lsv_0433","0","0","","","",""
"1009804124","1009804","11","103611","……\n좋은 착안점이네요.","10","1","1","0","0","0"
"1009804125","1009804","91","0","","","","","","",""
"1009804126","1009804","3","103611","lsv_idle_arm_crossed_joy","1","","","0.2","",""
"1009804127","1009804","3","100411","lsv_surprise","0","lsv_talk_surprise","1","0","0.2",""
"1009804128","1009804","21","vo_lsv","vo_lsv_0434","0","0","","","",""
"1009804129","1009804","11","100411","어쩐지, 굉장히 납득하고 있어!?\n뭐, 봉제인형이 좋은 건\n왠지 모르게 알 것 같지만~","10","1","1","0","0","0"
"1009804130","1009804","91","0","","","","","","",""
"1009804131","1009804","3","100411","lsv_idle_surprise","1","","","0.2","",""
"1009804132","1009804","3","102011","lsv_talk_joy3","1","","","0.2","",""
"1009804133","1009804","21","vo_lsv","vo_lsv_0435","0","0","","","",""
"1009804134","1009804","11","102011","그럼, 지금부터 다 같이\n만들어 보자~\n매우 귀여운 봉제인형♪","10","1","1","0","0","0"
"1009804135","1009804","91","0","","","","","","",""
"1009804136","1009804","101","1009804137","","","","","","",""
"1009804137","1009804","91","0","","","","","","",""
"1009804138","1009804","102","","","","","","","",""
"1009804139","1009804","22","0","0.2","","","","","",""
"1009804140","1009804","93","0.2","","","","","","",""
"1009804141","1009804","12","102011","8","1","0","0","0","0","0"
"1009804142","1009804","3","102011","lsv_talk_guts2_joy_loop","1","","","0.2","",""
"1009804143","1009804","93","3","0","","","","","",""
"1009804144","1009804","3","102011","lsv_idle_normal_joyR","1","","","0.2","",""
"1009804145","1009804","12","103611","7","1","0","0","0","0","0"
"1009804146","1009804","3","103611","lsv_talk_surprise_kira","1","","","0.2","",""
"1009804147","1009804","93","3","0","","","","","",""
"1009804148","1009804","3","103611","lsv_idle_joy","1","","","0.2","",""
"1009804149","1009804","12","100411","2","1","0","0","0","0","0"
"1009804150","1009804","3","100411","lsv_talk_cool_bitter","0","lsv_talk_cool_bitter_loop","1","0","0.2",""
"1009804151","1009804","93","3","0","","","","","",""
"1009804152","1009804","3","100411","lsv_idle_cool","1","","","0.2","",""
"1009804153","1009804","101","1009804141","","","","","","",""
"1009804154","1009804","6","333","1","1","1","0","1","0",""
"1009804155","1009804","4","102011","1","","","","","",""
"1009804156","1009804","3","102011","lsv_run","1","","","0.2","",""
"1009804157","1009804","2","102011","-750","-235","0.8","0","","",""
"1009804158","1009804","4","103611","0","","","","","",""
"1009804159","1009804","3","103611","lsv_run","1","","","0.2","",""
"1009804160","1009804","2","103611","750","-220","0.8","0","","",""
"1009804161","1009804","4","100411","0","","","","","",""
"1009804162","1009804","3","100411","lsv_run","1","","","0.2","",""
"1009804163","1009804","2","100411","850","-250","0.8","0","","",""
"1009804164","1009804","93","0.6","","","","","","",""
"1009804165","1009804","6","102011","1","1","1","0","0.2","0",""
"1009804166","1009804","6","103611","1","1","1","0","0.2","0",""
"1009804167","1009804","6","100411","1","1","1","0","0.2","0",""
"1009804168","1009804","91","0","","","","","","",""
"1009805001","1009805","1","1","100411","102","-650","-235","1.95","0","lsv_idle_normal"
"1009805002","1009805","1","1","102011","100","650","-220","1.95","1","lsv_idle_normal"
"1009805003","1009805","1","1","103611","101","750","-250","1.95","1","lsv_idle_normal"
"1009805004","1009805","5","1","333","0","0","0","1","0","lsv_white_loop"
"1009805005","1009805","6","333","1","1","1","0","0","0",""
"1009805006","1009805","6","100411","1","1","1","0","0","0",""
"1009805007","1009805","6","102011","1","1","1","0","0","0",""
"1009805008","1009805","6","103611","1","1","1","0","0","0",""
"1009805009","1009805","93","1","0","","","","","",""
"1009805010","1009805","6","333","1","1","1","0.4","0.8","0",""
"1009805011","1009805","3","100411","lsv_run","1","","","0.2","",""
"1009805012","1009805","2","100411","-200","-235","1","0","","",""
"1009805013","1009805","6","100411","1","1","1","1","0.4","0",""
"1009805014","1009805","3","102011","lsv_walk_surprise","1","","","0.2","",""
"1009805015","1009805","2","102011","100","-220","2","0","","",""
"1009805016","1009805","6","102011","1","1","1","1","0.4","0",""
"1009805017","1009805","3","103611","lsv_walk_surprise","1","","","0.2","",""
"1009805018","1009805","2","103611","270","-250","2","0","","",""
"1009805019","1009805","6","103611","1","1","1","1","0.4","0",""
"1009805020","1009805","93","1","0","","","","","",""
"1009805021","1009805","3","100411","lsv_idle_joy_normal","1","","","0.2","",""
"1009805022","1009805","93","1","0","","","","","",""
"1009805023","1009805","3","102011","lsv_idle_normal","1","","","0.2","",""
"1009805024","1009805","3","103611","lsv_idle_normal","1","","","0.2","",""
"1009805025","1009805","93","0.6","0","","","","","",""
"1009805026","1009805","3","100411","lsv_talk_guts1","0","lsv_talk_guts1_loop","1","0","0.2",""
"1009805027","1009805","21","vo_lsv","vo_lsv_0521","0","0","","","",""
"1009805028","1009805","11","100411","함정을 장치한 결과 발표~!\n결과는~…?","10","1","1","0","0","0"
"1009805029","1009805","91","0","","","","","","",""
"1009805030","1009805","3","100411","lsv_talk_anger_dead","1","","","0.2","",""
"1009805031","1009805","21","vo_lsv","vo_lsv_0522","0","0","","","",""
"1009805032","1009805","11","100411","한 마리도\n못 잡았습니다!\n털썩!","10","1","1","0","0","0"
"1009805033","1009805","91","0","","","","","","",""
"1009805034","1009805","3","100411","lsv_idle_anger1","1","","","0.2","",""
"1009805035","1009805","3","102011","lsv_talk_normal_sad","1","","","0.2","",""
"1009805036","1009805","21","vo_lsv","vo_lsv_0523","0","0","","","",""
"1009805037","1009805","11","102011","아쉽네~\n역시 함정이 적었던\n걸까?","10","1","1","0","0","0"
"1009805038","1009805","91","0","","","","","","",""
"1009805039","1009805","3","102011","lsv_idle_normal","1","","","0.2","",""
"1009805040","1009805","3","103611","lsv_talk_joy1_sad","1","","","0.2","",""
"1009805041","1009805","21","vo_lsv","vo_lsv_0524","0","0","","","",""
"1009805042","1009805","11","103611","그보다, 장수풍뎅이를\n잡으면\n뭘 할 생각이었어?","10","1","1","0","0","0"
"1009805043","1009805","91","0","","","","","","",""
"1009805044","1009805","3","103611","lsv_idle_normal","1","","","0.2","",""
"1009805045","1009805","3","100411","lsv_talk_arm_crossed_anger","0","lsv_talk_arm_crossed_loop_anger","1","0","0.2",""
"1009805046","1009805","21","vo_lsv","vo_lsv_0525","0","0","","","",""
"1009805047","1009805","11","100411","훗훗후…!\n그건 물론!\n…생각하지 않았네~","10","1","1","0","0","0"
"1009805048","1009805","91","0","","","","","","",""
"1009805049","1009805","3","100411","lsv_idle_arm_crossed_anger","1","","","0.2","",""
"1009805050","1009805","3","102011","lsv_idle_bitter","1","","","0.2","",""
"1009805051","1009805","3","103611","lsv_talk_tsun_sad","1","","","0.2","",""
"1009805052","1009805","21","vo_lsv","vo_lsv_0526","0","0","","","",""
"1009805053","1009805","11","103611","뭐어?\n일단은 자유 연구라고\n해서 어울려 준 건데…!","10","1","1","0","0","0"
"1009805054","1009805","91","0","","","","","","",""
"1009805055","1009805","3","103611","lsv_idle_wish_sad","1","","","0.2","",""
"1009805056","1009805","3","100411","lsv_talk_cool_bitter_loop","1","","","0.2","",""
"1009805057","1009805","21","vo_lsv","vo_lsv_0527","0","0","","","",""
"1009805058","1009805","11","100411","아, 아하하하~\n…참고로, 오빠라면\n어떤 걸 하고 싶어?","10","1","1","0","0","0"
"1009805059","1009805","91","0","","","","","","",""
"1009805060","1009805","3","100411","lsv_idle_cool","1","","","0.2","",""
"1009805061","1009805","3","100411","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009805062","1009805","3","102011","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009805063","1009805","3","103611","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009805064","1009805","93","0.1","0","","","","","",""
"1009805065","1009805","2","100411","-452","-235","0.33","2","","0.2",""
"1009805066","1009805","2","102011","420","-220","0.33","2","","0.2",""
"1009805067","1009805","2","103611","545","-250","0.33","2","","0.2",""
"1009805068","1009805","22","0","0","1","","","0.2","",""
"1009805069","1009805","103","장수풍뎅이 배틀!","1009805072","0","","","","",""
"1009805070","1009805","103","관찰 일기 쓰기","1009805103","0","","","","",""
"1009805071","1009805","103","잡는 게 로망이야","1009805127","0","","","","",""
"1009805072","1009805","3","100411","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009805073","1009805","3","102011","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009805074","1009805","3","103611","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009805075","1009805","93","0.1","0","","","","","",""
"1009805076","1009805","2","100411","-200","-235","0.33","2","","0.2",""
"1009805077","1009805","2","102011","100","-220","0.33","2","","0.2",""
"1009805078","1009805","2","103611","270","-250","0.33","2","","0.2",""
"1009805079","1009805","93","0.7","0","","","","","",""
"1009805080","1009805","3","100411","lsv_exactly_joy_in","0","lsv_exactly_joy_loop","1","0","0.2",""
"1009805081","1009805","3","103611","lsv_idle_normal","1","","","0.2","",""
"1009805082","1009805","21","vo_lsv","vo_lsv_0528","0","0","","","",""
"1009805083","1009805","11","100411","장수풍뎅이라고 하면\n그거지!","10","1","1","0","0","0"
"1009805084","1009805","91","0","","","","","","",""
"1009805085","1009805","3","100411","lsv_idle_joy","1","","","0.2","",""
"1009805086","1009805","3","103611","lsv_talk_thinking_anger","1","","","0.2","",""
"1009805087","1009805","21","vo_lsv","vo_lsv_0529","0","0","","","",""
"1009805088","1009805","11","103611","으~음… 장수풍뎅이의\n강함을 알아보는 거라면\n자유 연구가 될…지도?","10","1","1","0","0","0"
"1009805089","1009805","91","0","","","","","","",""
"1009805090","1009805","3","103611","lsv_idle_sad_normal","1","","","0.2","",""
"1009805091","1009805","3","102011","lsv_talk_joy1_normal","1","","","0.2","",""
"1009805092","1009805","21","vo_lsv","vo_lsv_0530","0","0","","","",""
"1009805093","1009805","11","102011","하지만, 너무\n무모한 배틀은 시키면\n안 된다? 미미랑 약속이야.","10","1","1","0","0","0"
"1009805094","1009805","91","0","","","","","","",""
"1009805095","1009805","3","102011","lsv_idle_normal_joyR","1","","","0.2","",""
"1009805096","1009805","3","103611","lsv_handsup_joy2","0","lsv_idle_normal","1","0","0.2",""
"1009805097","1009805","3","100411","lsv_handsup_joy","0","lsv_idle_joy","1","0","0.2",""
"1009805098","1009805","21","vo_lsv","vo_lsv_0531","0","0","","","",""
"1009805099","1009805","11","103611","네~에!","10","1","1","0","0","0"
"1009805100","1009805","11","100411","네~에!","10","1","1","0","0","0"
"1009805101","1009805","91","0","","","","","","",""
"1009805102","1009805","101","1009805152","","","","","","",""
"1009805103","1009805","3","100411","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009805104","1009805","3","102011","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009805105","1009805","3","103611","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009805106","1009805","93","0.1","0","","","","","",""
"1009805107","1009805","2","100411","-200","-235","0.33","2","","0.2",""
"1009805108","1009805","2","102011","100","-220","0.33","2","","0.2",""
"1009805109","1009805","2","103611","270","-250","0.33","2","","0.2",""
"1009805110","1009805","93","0.7","0","","","","","",""
"1009805111","1009805","3","103611","lsv_talk_arm_crossed_joy","0","lsv_talk_arm_crossed_loop_joy","1","0","0.2",""
"1009805112","1009805","21","vo_lsv","vo_lsv_0532","0","0","","","",""
"1009805113","1009805","11","103611","그거라면 알아요.\n제대로 관찰을 하면\n자연스레 공부가 되고.","10","1","1","0","0","0"
"1009805114","1009805","91","0","","","","","","",""
"1009805115","1009805","3","103611","lsv_idle_arm_crossed_joy","1","","","0.2","",""
"1009805116","1009805","3","102011","lsv_talk_joy3_blink","1","","","0.2","",""
"1009805117","1009805","21","vo_lsv","vo_lsv_0533","0","0","","","",""
"1009805118","1009805","11","102011","관찰이라면\n바다에서도 했지.\n즐거웠는데~♪","10","1","1","0","0","0"
"1009805119","1009805","91","0","","","","","","",""
"1009805120","1009805","3","102011","lsv_idle_normal_joyR","1","","","0.2","",""
"1009805121","1009805","3","100411","lsv_talk_guts2_anger","0","lsv_talk_guts2_anger_loop","1","0","0.2",""
"1009805122","1009805","21","vo_lsv","vo_lsv_0534","0","0","","","",""
"1009805123","1009805","11","100411","그렇구나, 그거라면 할 수 있겠어!\n좋~아, 관찰 일기를 쓰겠어~!\n노려라, 모든 장수풍뎅이 제패!","10","1","1","0","0","0"
"1009805124","1009805","91","0","","","","","","",""
"1009805125","1009805","3","100411","lsv_idle_guts2_joy","1","","","0.2","",""
"1009805126","1009805","101","1009805152","","","","","","",""
"1009805127","1009805","3","100411","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009805128","1009805","3","102011","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009805129","1009805","3","103611","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009805130","1009805","93","0.1","0","","","","","",""
"1009805131","1009805","2","100411","-200","-235","0.33","2","","0.2",""
"1009805132","1009805","2","102011","100","-220","0.33","2","","0.2",""
"1009805133","1009805","2","103611","270","-250","0.33","2","","0.2",""
"1009805134","1009805","93","0.7","0","","","","","",""
"1009805135","1009805","3","102011","lsv_talk_surprise","1","","","0.2","",""
"1009805136","1009805","3","103611","lsv_idle_normal","1","","","0.2","",""
"1009805137","1009805","21","vo_lsv","vo_lsv_0535","0","0","","","",""
"1009805138","1009805","11","102011","잡는 게 좋구나~\n미소기도 그래?","10","1","1","0","0","0"
"1009805139","1009805","91","0","","","","","","",""
"1009805140","1009805","3","102011","lsv_idle_surprise","1","","","0.2","",""
"1009805141","1009805","3","100411","lsv_talk_arm_crossed_anger","0","lsv_talk_arm_crossed_loop_anger","1","0","0.2",""
"1009805142","1009805","21","vo_lsv","vo_lsv_0536","0","0","","","",""
"1009805143","1009805","11","100411","…훗, 꽤 하네.\n그래야\n미소기의 오빠지.","10","1","1","0","0","0"
"1009805144","1009805","91","0","","","","","","",""
"1009805145","1009805","3","100411","lsv_idle_arm_crossed_anger","1","","","0.2","",""
"1009805146","1009805","3","103611","lsv_talk_thinking_anger","1","","","0.2","",""
"1009805147","1009805","21","vo_lsv","vo_lsv_0537","0","0","","","",""
"1009805148","1009805","11","103611","어쩐지 서로 통하고 있어…!\n…로망도 자유 연구의\n테마가 되는 걸까?","10","1","1","0","0","0"
"1009805149","1009805","91","0","","","","","","",""
"1009805150","1009805","3","103611","lsv_idle_thinking_anger","1","","","0.2","",""
"1009805151","1009805","101","1009805152","","","","","","",""
"1009805152","1009805","91","0","","","","","","",""
"1009805153","1009805","102","","","","","","","",""
"1009805154","1009805","22","0","0.2","","","","","",""
"1009805155","1009805","93","0.2","","","","","","",""
"1009805156","1009805","12","100411","7","1","0","0","0","0","0"
"1009805157","1009805","3","100411","lsv_surprise3_kira","0","lsv_surprise3_kira_loop","1","0","0.2",""
"1009805158","1009805","93","3","0","","","","","",""
"1009805159","1009805","3","100411","lsv_idle_cool","1","","","0.2","",""
"1009805160","1009805","12","103611","11","1","0","0","0","0","0"
"1009805161","1009805","3","103611","lsv_talk_guts1","0","lsv_talk_guts1_loop","1","0","0.2",""
"1009805162","1009805","93","3","0","","","","","",""
"1009805163","1009805","3","103611","lsv_idle_joy","1","","","0.2","",""
"1009805164","1009805","12","102011","5","1","0","0","0","0","0"
"1009805165","1009805","3","102011","lsv_talk_wish_surprise","1","","","0.2","",""
"1009805166","1009805","93","3","0","","","","","",""
"1009805167","1009805","3","102011","lsv_idle_normal_joyR","1","","","0.2","",""
"1009805168","1009805","101","1009805156","","","","","","",""
"1009805169","1009805","6","333","1","1","1","0","1","0",""
"1009805170","1009805","4","100411","1","","","","","",""
"1009805171","1009805","3","100411","lsv_run","1","","","0.2","",""
"1009805172","1009805","2","100411","-750","-235","0.8","0","","",""
"1009805173","1009805","4","102011","0","","","","","",""
"1009805174","1009805","3","102011","lsv_run","1","","","0.2","",""
"1009805175","1009805","2","102011","750","-220","0.8","0","","",""
"1009805176","1009805","4","103611","0","","","","","",""
"1009805177","1009805","3","103611","lsv_run","1","","","0.2","",""
"1009805178","1009805","2","103611","850","-250","0.8","0","","",""
"1009805179","1009805","93","0.6","","","","","","",""
"1009805180","1009805","6","100411","1","1","1","0","0.2","0",""
"1009805181","1009805","6","102011","1","1","1","0","0.2","0",""
"1009805182","1009805","6","103611","1","1","1","0","0.2","0",""
"1009805183","1009805","91","0","","","","","","",""
"1009806001","1009806","1","1","122711","102","-200","-495","1.95","0","lsv_idle_normal"
"1009806002","1009806","1","1","122911","100","100","-480","1.95","1","lsv_idle_normal"
"1009806003","1009806","1","1","122811","101","270","-510","1.95","1","lsv_idle_normal"
"1009806004","1009806","5","1","333","0","0","0","1","0","lsv_white_loop"
"1009806005","1009806","6","333","1","1","1","0","0","0",""
"1009806006","1009806","6","122711","1","1","1","0","0","0",""
"1009806007","1009806","6","122911","1","1","1","0","0","0",""
"1009806008","1009806","6","122811","1","1","1","0","0","0",""
"1009806009","1009806","93","1","0","","","","","",""
"1009806010","1009806","6","333","1","1","1","0.4","0.8","0",""
"1009806011","1009806","3","122711","lsv_jump2","0","lsv_idle_normal","1","0.2","0.2",""
"1009806012","1009806","3","122911","lsv_jump2","0","lsv_idle_normal","1","0.2","0.2",""
"1009806013","1009806","3","122811","lsv_jump2","0","lsv_idle_normal","1","0.2","0.2",""
"1009806014","1009806","93","0.3","","","","","","",""
"1009806015","1009806","2","122711","-200","-235","0.75","0","","",""
"1009806016","1009806","2","122911","100","-220","0.75","0","","",""
"1009806017","1009806","2","122811","270","-250","0.75","0","","",""
"1009806018","1009806","6","122711","1","1","1","1","0.4","0",""
"1009806019","1009806","6","122911","1","1","1","1","0.4","0",""
"1009806020","1009806","6","122811","1","1","1","1","0.4","0",""
"1009806021","1009806","12","122711","6","0.2","0","","0","0",""
"1009806022","1009806","12","122911","6","0.2","0","","0","0",""
"1009806023","1009806","12","122811","6","0.2","0","","0","0",""
"1009806024","1009806","93","2","0","","","","","",""
"1009806025","1009806","3","122711","lsv_talk_normal","1","","","0.2","",""
"1009806026","1009806","21","vo_lsv","vo_lsv_0621","0","0","","","",""
"1009806027","1009806","11","122711","바다도 좋았지만,\n풀장은 풀장대로 즐겁네.","10","1","1","0","0","0"
"1009806028","1009806","91","0","","","","","","",""
"1009806029","1009806","3","122711","lsv_idle_normal","1","","","0.2","",""
"1009806030","1009806","3","122811","lsv_agree1","0","lsv_idle_normal","1","0","0.2",""
"1009806031","1009806","3","122911","lsv_agree2","0","lsv_idle_normal_joyR","1","0","0.2",""
"1009806032","1009806","21","vo_lsv","vo_lsv_0622","0","0","","","",""
"1009806033","1009806","11","122811","맞아~♪","10","1","1","0","0","0"
"1009806034","1009806","11","122911","맞아~♪","10","1","1","0","0","0"
"1009806035","1009806","91","0","","","","","","",""
"1009806036","1009806","3","122711","lsv_talk_arm_crossed_joy","0","lsv_talk_arm_crossed_loop_joy","1","0","0.2",""
"1009806037","1009806","21","vo_lsv","vo_lsv_0623","0","0","","","",""
"1009806038","1009806","11","122711","위험은 없고,\n시원해졌고.\n그 정도가 딱 좋아.","10","1","1","0","0","0"
"1009806039","1009806","91","0","","","","","","",""
"1009806040","1009806","3","122711","lsv_idle_arm_crossed_joy","1","","","0.2","",""
"1009806041","1009806","3","122911","lsv_talk_wish_joy","1","","","0.2","",""
"1009806042","1009806","21","vo_lsv","vo_lsv_0624","0","0","","","",""
"1009806043","1009806","11","122911","쿄우카,\n풀장을 정말 좋아하는구나~♪","10","1","1","0","0","0"
"1009806044","1009806","91","0","","","","","","",""
"1009806045","1009806","3","122911","lsv_idle_wish_joy","1","","","0.2","",""
"1009806046","1009806","3","122811","lsv_talk_cool_normal2","0","lsv_talk_cool_normal2_loop","1","0","0.2",""
"1009806047","1009806","21","vo_lsv","vo_lsv_0625","0","0","","","",""
"1009806048","1009806","11","122811","다음에는 큰 수영장에서\n실컷 헤엄치는 것도 좋겠다!\n그리고, 수영한 후에는~…","10","1","1","0","0","0"
"1009806049","1009806","91","0","","","","","","",""
"1009806050","1009806","3","122811","lsv_idle_cool","1","","","0.2","",""
"1009806051","1009806","3","122711","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009806052","1009806","3","122911","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009806053","1009806","3","122811","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009806054","1009806","93","0.1","0","","","","","",""
"1009806055","1009806","2","122711","-452","-235","0.33","2","","0.2",""
"1009806056","1009806","2","122911","420","-220","0.33","2","","0.2",""
"1009806057","1009806","2","122811","545","-250","0.33","2","","0.2",""
"1009806058","1009806","22","0","0","1","","","0.2","",""
"1009806059","1009806","103","아이스크림을 먹자","1009806062","0","","","","",""
"1009806060","1009806","103","야키소바를 먹자","1009806086","0","","","","",""
"1009806061","1009806","103","사이다를 마시자","1009806109","0","","","","",""
"1009806062","1009806","3","122711","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009806063","1009806","3","122911","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009806064","1009806","3","122811","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009806065","1009806","93","0.1","0","","","","","",""
"1009806066","1009806","2","122711","-200","-235","0.33","2","","0.2",""
"1009806067","1009806","2","122911","100","-220","0.33","2","","0.2",""
"1009806068","1009806","2","122811","270","-250","0.33","2","","0.2",""
"1009806069","1009806","93","0.7","0","","","","","",""
"1009806070","1009806","3","122711","lsv_talk_memory_dere2","1","","","0.2","",""
"1009806071","1009806","21","vo_lsv","vo_lsv_0626","0","0","","","",""
"1009806072","1009806","11","122711","아이스크림…!\n맛있죠,\n아이스크림은… 정말로.","10","1","1","0","0","0"
"1009806073","1009806","91","0","","","","","","",""
"1009806074","1009806","3","122711","lsv_idle_memory2","1","","","0.2","",""
"1009806075","1009806","3","122811","lsv_talk_guts2_joy","0","lsv_talk_guts2_joy_loop","1","0","0.2",""
"1009806076","1009806","21","vo_lsv","vo_lsv_0627","0","0","","","",""
"1009806077","1009806","11","122811","아~ 이야기했더니\n먹고 싶어졌어!\n지금부터 먹으러 가자.","10","1","1","0","0","0"
"1009806078","1009806","91","0","","","","","","",""
"1009806079","1009806","3","122811","lsv_idle_guts2_joy","1","","","0.2","",""
"1009806080","1009806","3","122911","lsv_talk_joy3","1","","","0.2","",""
"1009806081","1009806","21","vo_lsv","vo_lsv_0628","0","0","","","",""
