d6b5352a2780d85233a5077f80b0d680d2d2f1a357efe1dc7482fe9783e009a1,e11c46da2b701622247a88c464406d7dea16f7c33f10ed7777453750fcf28d08,11bd2a2ab3c86d949d08365355a18e2e5879192abc3d8e3b4710b2777b2bea35,4025c6bb490dd1972d5c02f1e7519ea85f707674221157b392f9801488eaa2fc,5195ac15af4c70320212cb54b7d96222e6fb143cbaecc475d8bca57d91de6bc6,d94b8f7686ff5f35e811b7de6b790fefc57642433ffd3f960d57679d95f94d19,b9f2eea27e3403851e047b3daf79ee3f521e7fad24c03cc26bc10174e7c13675,154c6dbd7e66fbe66b63a96d678a3385eed44d31d5bfeaa7ad967e3c21162ec9,27105fcf273436f4bee6f809e77dc23888d443420eb2317f10c1c1a3d562c310,fc50548bc2fcced55431069f851cf87a22e8c62efa1e68777eed4c1ebf726c88,53bc1c5c3541ee1ac30eab03ac05286648f2ca9c6cafd7b339206f61b19b3b82,5d8699d1342354ab61dd52fea0e733f7606f42ea63dcb22b5b30613288a29d64,71091ddf88bef34fc99e4fa317b5aef3b993dfe34688b3635897efbec1ccb339,7a1e41d5fbe0334160af24e520e7e6f278e165a48c884a705def6d5a91e6c0d1,1517032ba970914635d89e4f535e58722fc2f6e4a703ff1e2f80522368b314fe,4c3598ea10d494264f8b368b111ac7fe7d91e13385910a16a387111c2ebde72a,a576a34791314538d9d04f314157c7274df05c8840907b7a19c482d5726e3b5c,3ecf447580deafaef78e6dc29fc805c840e4ea61c6531b4f0ca311ae32ae799b,e3475f4ec3ca440809dd85af45b884e35a86e093cd7c40861a33d669c838a591,971bfeaacd4324b1d2bb838f4bde803549159e70c84265a01a778eccb652e7c5,0f11095a1814692af194ad1df3c688cf32e5b3375c93b4883da0f3587120e583,4591b38ac58ee152ad0a6476c809d01bd68d952c202cc50aedcd9a2d691475be,2da93eedb2681092cfb47ed47eb4d2445cdcbe22ec7c27811a5e40bb13f8de8d,a7bc120aa3113d90d971247b8eddc5ab7a74943478df345644ebe1926092d237
"107601","콧코로(여름)","콧코로","107601","0","1","1","6","6","450","535","1","2.34","107601","0","107601","0","1","0","【물리】중열에서 물리 캐릭터의 보조를 하는 치유의 무녀.\nHP가 가장 적은 동료 1명을 치료하는 특대 회복 스킬을 가지고 있어\n빈사 상태라도 순식간에 치유한다.","0","2021/07/19 15:00:00","2030/12/31 15:00:00","0"
"107701","스즈메(여름)","스즈메","107701","0","1","3","7","7","450","775","2","2.07","107701","0","107701","0","3","0","【마법】후열에서 방어 능력이 뛰어난 여름의 덜렁이 소녀 메이드.\n아군 전체의 방어력 증가와 HP 회복을 연속으로 하며\n공격을 막아주는 골렘을 소환하여 전선을 보조한다.","0","2024/09/18 15:00:00","2024/09/22 14:59:59","0"
"107801","캬루(여름)","캬루","107801","0","1","3","7","7","450","780","2","1.92","107801","0","107801","0","1","0","【마법】후열에서 적 하나에게 강력한 공격을 입히는 한여름의 고양이 소녀. 스킬로 적의 마법 방어력을 낮춘 후 적 하나에게 마법 공격을 연속으로 퍼부어 큰 데미지를 입힌다.","0","2024/08/24 15:00:00","2024/08/27 14:59:59","0"
"107901","타마키(여름)","타마키","107901","0","1","3","2","2","450","225","1","2","107901","0","107901","0","8","0","【물리】전열에서 연속 공격을 쏟아내는 바닷가의 자유분방한 고양이 소녀.\n무작위 적에게 단일 공격을 총 4번 입히는\n유니온 버스트는 대상이 무작위로 정해지지만 위력은 상당하다.","0","2024/09/18 15:00:00","2024/09/22 14:59:59","0"
"108001","미후유(여름)","미후유","108001","0","1","1","6","6","450","495","1","2.19","108001","0","108001","0","8","0","【물리】중열에서 공격과 보조, 양쪽 모두를 해내는 바다의 용병.\n유니온 버스트 효과로 아군 전체의 물리 공격력을 높이고\n물리 공격 파티의 능력 향상에 한몫한다.","0","2015/04/02 15:00:00","2030/12/31 15:00:00","0"
"108101","시노부(할로윈)","시노부","108101","0","1","3","3","3","450","440","1","1.55","108101","0","108101","0","0","0","【물리】중열에서 약해진 적을 베어버리는 할로윈 밤의 영능력자 소녀.\n약해진 적 하나에게 큰 데미지를 입히는 유니온 버스트는\n대상을 격파하면 적 전체에 추가 데미지를 입힌다.","0","2024/11/22 15:00:00","2024/11/24 14:59:59","0"
"108201","미야코(할로윈)","미야코","108201","0","1","1","1","1","450","590","1","2.42","108201","0","108201","0","0","0","【물리】중열에서 적진의 후방을 공격하는 유령 늑대 소녀.\n전방의 상대를 무시하고 방해 스킬이나 유니온 버스트를\n적 후방에 사용한다. 특히 방어력이 낮은 캐릭터에게 위협적이다.","0","2021/10/21 15:00:00","2030/12/31 15:00:00","0"
"108301","미사키(할로윈)","미사키","108301","0","1","3","7","7","450","815","2","2.07","108301","0","108301","0","15","0","【마법】후열에서 방해 스킬을 구사하는 세련된 마법 소녀.\n상대를 유혹 상태에 빠뜨리는 스킬이나 상태 이상을 동시에\n여러 개 부여하는 유니온 버스트로 상대를 교란한다.","0","2024/11/22 15:00:00","2024/11/24 14:59:59","0"
"108401","치카(크리스마스)","치카","108401","0","1","3","7","7","450","770","2","2.27","108401","0","108401","0","10","0","【마법】후열에서 정령을 창환하여 싸우는 눈꽃의 가희.\n유니온 버스트로 소환하는 정령들은 HP 및 TP를\n회복하는 능력이 있으며 불리한 전황을 뒤바꾼다.","0","2023/12/25 15:00:00","2023/12/28 14:59:59","0"
"108501","쿠루미(크리스마스)","쿠루미","108501","0","1","1","3","3","450","295","1","1.55","108501","0","108501","0","15","0","【물리】전열에서 종소리로 아군을 지키는 작은 여배우.\n공격받을 때까지 주변에 있는 아군의 방어력을 큰 폭으로 높이는\n스킬을 가지고 있다. 적절히 활용하면 비할 데 없는 내구력을 자랑한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"108601","아야네(크리스마스)","아야네","108601","0","1","3","3","3","450","190","1","1.425","108601","0","108601","0","10","0","【물리】전열에서 적을 쓰러뜨리는 크리스마스의 곰인형 소녀.\n유니온 버스트는 HP를 소비하지만 위력은 절대적이다.\n스킬로 물리 공격력을 높이면 데미지가 더욱 증가한다.","0","2025/01/16 15:00:00","2025/01/21 14:59:59","0"
"108701","히요리(새해)","히요리","108701","0","1","3","1","1","450","170","1","2.17","108701","0","108701","0","7","0","【물리】전열에서 물리 공격의 화력을 담당하는 전통옷 차림의 활기찬 소녀.\n물리 공격 캐릭터의 공격력을 높이는 스킬을 사용한다.\n또한 높은 위력의 단일 유니온 버스트의 공격력은 최고.","0","2024/02/23 15:00:00","2024/02/29 14:59:59","0"
"108801","유이(새해)","유이","108801","0","1","3","21","7","450","745","2","2.27","108801","0","108801","0","7","0","【마법】후열에 있으며 보조 마법에 특화된 나들이 옷을 입은 힐러.\n자신의 공격력과 맞바꿔 강력한 배리어와 연속 회복 상태를\n아군 전체에 부여한다. 절대적인 방어력은 모든 것을 압도한다.","0","2024/02/23 15:00:00","2024/02/29 14:59:59","0"
"108901","레이(새해)","레이","108901","0","1","1","22","4","450","153","1","2.215","108901","0","108901","0","7","0","【물리】전열에서 적의 마법 공격으로부터 아군을 지키는 화려한 검사. 스킬로 범위 내 아군에게 마법 무효 배리어를 전개. 또한 유니온 버스트로 적을 스턴 상태에 빠뜨려 공격의 흐름을 끊는다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"109001","에리코(발렌타인)","에리코","109001","0","1","1","3","3","450","187","1","1.9","109001","0","109001","0","11","0","【물리】전열에서 위기를 기회로 바꾸는 사랑의 해결사.\n스킬은 HP를 소비하여 자신의 공격력을 높인다. 또한\n유니온 버스트는 HP가 낮을수록 초절정 위력을 발휘한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"109101","시즈루(발렌타인)","시즈루","109101","0","1","3","5","5","450","385","1","2.125","109101","0","109101","0","7","0","【물리】중열에서 모두를 지키는 파티시에르 누나.\n여러 파라미터가 동시에 상승하는 필드 전개.\n또한 효과 시간 중에는 스킬 효과가 대폭 강화한다.","0","2025/02/17 15:00:00","2025/02/20 14:59:59","0"
"109201","앤","앤","109201","0","0","3","23","7","450","630","2","2.27","109201","0","109201","0","6","0","【마법】후열에서 영령의 소환술을 무기로 사용해 싸우는 공주님.\n아군에게 영령의 가호를 부여하는 서포터이자\n고위력 마법 공격을 쓰는 어태커, 두 가지 역할을 한다.","0","2019/03/31 12:00:00","2030/12/31 15:00:00","0"
"109301","루","루","109301","0","1","1","23","7","450","640","2","2.27","109301","0","109301","0","9","0","【마법】후열에서 오메메와 함께 싸우는 천진난만한 소녀.\n스킬로 소환한 오메메는 적의 공격을 막을 수 있으며\n오메메의 수가 많을수록 유니온 버스트의 위력도 증가한다.","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"109401","글레어","글레어","109401","0","0","3","1","1","450","525","2","2.27","109401","0","109401","0","9","0","【마법】중열에서 불꽃을 조종해 적을 쓰러뜨리는 용족 소녀.\n높은 마법 공격력을 활용한 범위 공격이 특기이다.\n비행 능력을 구사해 날리는 돌진 공격도 강력하다.","0","2019/04/19 15:00:00","2030/12/31 15:00:00","0"
"109501","쿠우카(오에도)","쿠우카","109501","0","0","3","2","7","450","140","2","2.066","109501","0","109501","0","12","0","【마법】최전열에서 아군을 격려하는 기모노 차림의 마조히스트 아가씨.\n아군의 마법 공격력을 높이고 적의 마법 방어력을 낮춤으로써\n마법 파티의 서포트 겸 방어 역할로 활약한다.","0","2019/04/30 12:00:00","2030/12/31 15:00:00","0"
"109601","니논(오에도)","니논","109601","0","0","3","2","2","450","175","1","2","109601","0","109601","0","12","0","【물리】최전열에서 인술을 구사해 적과 싸우는 닌자.\n유니온 버스트는 크리티컬이 발생했을 때 데미지를 1.5배\n로 만드는 특성이 있어, 제대로 타이밍이 맞았을 때 발군의 위력을 발휘한다.","0","2019/05/17 15:00:00","2030/12/31 15:00:00","0"
"109701","렘","렘","109701","0","1","3","24","13","450","540","1","2.25","109701","0","109701","0","9","0","【물리】중열에서 도깨비의 힘으로 적을 분쇄하는 쌍둥이 동생.\n회복 스킬 외에도 온도를 다루는 스킬이 특기이며\n적을 동결시킨 후 유니온 버스트로 쓰러뜨린다.","0","2021/12/10 15:00:00","2021/12/21 14:59:59","0"
"109801","람","람","109801","0","1","1","24","7","450","545","2","2.5","109801","0","109801","0","9","0","【마법】중열에서 특수 능력으로 아군을 보조하는 쌍둥이 언니.\n상대의 물리 공격을 확인하고 회피시키는 「천리안」이나\n적 전체를 구속하는 유니온 버스트의 서포트는 효과가 아주 뛰어나다.","1","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"109901","에밀리아","에밀리아","109901","0","1","3","23","7","450","725","2","2.27","109901","0","109901","0","9","0","【마법】후열에서 공격과 회복을 구사하는 하프엘프.\n높은 마력으로 공격 마법을 사용해 적을 흩어지게 하며\n유니온 버스트는 빈사 상태인 아군조차 순식간에 치료한다.","0","2021/12/10 15:00:00","2021/12/21 14:59:59","0"
"110001","스즈나(여름)","스즈나","110001","0","1","3","8","8","450","705","1","1.82","110001","0","110001","0","15","0","【물리】후열에서 높은 위력의 활을 쏘는 여름의 카리스마 모델.\n배틀 중에 단 한 번 날리는 「서머 런웨이♪」로 TP를\n모두 회복하고 이후 유니온 버스트가 크리티컬을 발생시킨다.","0","2024/08/24 15:00:00","2024/08/27 14:59:59","0"
"110101","이오(여름)","이오","110101","0","1","1","5","5","450","715","2","2.4","110101","0","110101","0","15","0","【마법】후열에서 적의 체력을 강탈하는 여름밤의 선생님.\n데미지를 주면서 아군을 회복하는 스킬을 다수 지녀\n공수 양쪽에서 높은 능력을 발휘한다.","0","2021/05/18 15:00:00","2030/12/31 15:00:00","0"
"110201","미사키(여름)","미사키","110201","0","0","1","7","7","0","0","0","0","0","0","0","0","15","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"110301","사렌(여름)","사렌","110301","0","1","3","4","4","450","585","1","2.24","110301","0","110301","0","3","0","【물리】중열에서 아군의 빠른 공격을 보조하는 해변의 사렌 마마.\n배틀을 시작할 때 아군 전체의 TP를 단숨에 모아서\n신속하게 유니온 버스트를 발동시킬 수 있도록 한다.","0","2024/08/24 15:00:00","2024/08/27 14:59:59","0"
"110401","마코토(여름)","마코토","110401","0","1","3","5","5","450","180","1","2.125","110401","0","110401","0","4","0","【물리】전열에서 단일 공격 대상에 특화된 바다의 늑대 소녀.\n공격 대상이 하나인 경우, 스킬과 유니온 버스트가 함께\n진가를 발휘해 다른 것을 압도하는 큰 파괴력으로 적을 쓰러뜨린다.","0","2024/09/18 15:00:00","2024/09/22 14:59:59","0"
"110501","카오리(여름)","카오리","110501","0","1","1","1","1","450","425","1","2.42","110501","0","110501","0","4","0","【물리】중열에서 적을 한꺼번에 쓰러뜨리는 한여름의 남국 소녀.\n대상을 날려버리는 효과를 지닌 스킬로 적을 모아, 공격 대상이\n많을수록 위력이 증가하는 유니온 버스트로 적을 쓰러뜨린다.","0","2021/06/18 15:00:00","2030/12/31 14:59:59","0"
"110601","마호(여름)","마호","110601","0","1","3","7","7","450","792","2","2.27","110601","0","110601","0","4","0","【마법】후열에서 방대한 마력을 휘두르는 한여름의 동화 속 공주님.\n높은 화력에 대상은 랜덤하게 결정되는 스킬과 유니온 버스트는\n단일 공격 대상을 상대로 아주 큰 데미지를 낸다. ","0","2024/09/18 15:00:00","2024/09/22 14:59:59","0"
"110701","아오이(편입생)","아오이","110701","0","0","3","8","8","450","680","1","1.82","110701","0","110701","0","4","0","【물리】후열에서 독을 다루는 외톨이 엘프 편입생.\n적이 독이나 맹독 상태라면 강화되는 공격 스킬과\n적의 물리 방어력을 낮추는 스킬로 아군을 서포트한다.","0","2020/10/02 15:00:00","2030/12/31 15:00:00","0"
"110801","클로에","클로에","110801","0","0","3","2","2","450","185","1","2.125","110801","0","110801","0","2","0","【물리】전열에서 공격 횟수로 압도하는 어두운 분위기의 엘프.\n공격할 때 상대에게 【위축】 스테이터스를 추가해\n스킬 데미지와 물리 방어력을 효과적으로 다운시킨다.","0","2020/10/15 15:00:00","2030/12/31 15:00:00","0"
"110901","치에루","치에루","110901","0","0","3","1","1","450","222","1","2.295","110901","0","110901","0","2","0","【물리】전열에서 펀치를 날리는 한창 치에루 MAX한 소녀.\n크리티컬을 낼 때마다 【치에루】를 모아, 자신을 계속\n강화하고, 후반이 될 수록 적을 치에루하게 제노사이드한다.","0","2021/05/17 15:00:00","2030/12/31 15:00:00","0"
"111001","유니","유니","111001","0","0","3","26","7","450","807","2","2.27","111001","0","111001","0","2","0","【마법】후열에서 아군을 지원하는 것에 특화한 상아의 탑 재원.\n자신의 공격력은 낮지만, 물리 공격력이 높은 아군을 강화하고\n아군 전체를 마법 무효 배리어로 보호하며 승리로 이끈다.","0","2021/04/29 15:00:00","2030/12/31 15:00:00","0"
"111101","쿄우카(할로윈)","쿄우카","111101","0","1","3","7","7","450","820","2","2.07","111101","0","111101","0","13","0","【마법】후열에서 아군의 화력을 높이는 검은 고양이 복장의 우등생.\n자신의 마법 공격력에 따라 효과가 강화되는 것과\n효과가 누적되는 것 등, 다채로운 스킬로 공격력을 높인다.","0","2024/11/22 15:00:00","2024/11/24 14:59:59","0"
"111201","미소기(할로윈)","미소기","111201","0","1","1","1","1","450","212","1","2.17","111201","0","111201","0","13","0","【물리】전열에서 범위 공격을 날리는, 호박 의상을 입은 말괄량이. 적에게 5 카운트 후 폭발하는 폭탄을 장치하거나 호박 수류탄을 던지는 등, 다양한 범위 공격으로 적을 농락한다.","0","2020/10/29 15:00:00","2030/12/31 14:59:59","0"
"111301","미미(할로윈)","미미","111301","0","0","3","5","5","450","365","1","2","111301","0","111301","0","13","0","【물리】중열의 공격에 특화된, 붕대를 둘둘 감은 토끼 소녀.\n행동 빈도는 적지만 높은 위력의 범위 공격을 날리고\n아군 전체의 물리 공격력을 크게 높이는 스킬도 발군의 효과를 보인다.","0","2020/11/16 15:00:00","2030/12/31 15:00:00","0"
"111401","루나","루나","111401","0","0","3","25","7","450","765","2","1.87","111401","0","111401","0","0","0","【마법】후열에서 사령술로 친구를 만드는 귀여운 소녀.\n루나가 데미지를 입을 때마다 모여드는 친구를\n각 스킬로 소모한다. 소모한 숫자에 따라 강력한 힘을 발휘한다.","0","2020/11/30 15:00:00","2030/12/31 15:00:00","0"
"111501","크리스티나(크리스마스)","크리스티나","111501","0","1","3","10","4","450","265","1","2","111501","0","111501","0","13","0","【물리】전열에서 전투를 즐기는 크리스마스의 『서약여군』.\n유니온 버스트 사용 시 획득하는 코인의 유무에 따라\n서포트와 공격으로 변환하여 화려하게 적을 베어 넘긴다.","0","2025/01/16 15:00:00","2025/01/21 14:59:59","0"
"111601","노조미(크리스마스)","노조미","111601","0","1","1","4","4","450","418","1","2.24","111601","0","111601","0","13","0","【물리】중열에서 파티의 방어를 서포트하는 산타 아이돌.\n스킬로 물리 공격을 무효화하고, 뒤에 아군이 많을수록\n물리 방어력이 높아지는 유니온 버스트로 생존력을 높인다.","0","2020/12/29 15:00:00","2021/01/12 14:59:59","0"
"111701","이리야(크리스마스)","이리야","111701","0","0","3","3","3","450","255","2","1.3","111701","0","111701","0","13","0","【마법】전열에서 피를 대가로 적을 공격하는 크리스마스의 흡혈귀. 잔여 HP가 낮을수록 데미지가 상승하는 스킬과 HP를\n소모하는 스킬을 조합하여 절대적인 파괴력을 발휘한다.","0","2021/01/18 15:00:00","2030/12/31 15:00:00","0"
"111801","페코린느(새해)","페코린느","111801","0","1","3","22","4","450","248","1","1.965","111801","0","111801","0","13","0","【물리】전열에서 기운 넘치게 새해를 축하하는 배고픈 공주님.\n물리 공격력을 높이는 스킬로 아군을 강화하고, HP가 많을\n수록 데미지가 상승하는 유니온 버스트로 적을 무찌른다.","0","2025/02/20 15:00:00","2025/02/25 14:59:59","0"
"111901","콧코로(새해)","콧코로","111901","0","1","3","23","7","450","159","1","1.87","111901","0","111901","0","1","0","【물리】전열에서 아군의 서포트에 능한 신풍의 무녀.\n물리 크리티컬 시 데미지 증가 스킬로 아군의\n섬멸력을 높이면서 도발과 지속적 회복으로 내구력을 지원한다.","0","2024/02/23 15:00:00","2024/02/29 14:59:59","0"
"112001","캬루(새해)","캬루","112001","0","1","3","21","7","450","690","2","2.07","112001","0","112001","0","3","0","【마법】후열에서 공격과 방어, 두 방면에서 활약하는 기모노 차림의 고양이 소녀.\n피격 데미지에 따라 마법 공격력이 증가하는 유니온 버스트로\n높은 공격력이 더욱 막강해진다.","0","2024/02/23 15:00:00","2024/02/29 14:59:59","0"
"112101","스즈메(새해)","스즈메","112101","0","1","1","21","7","450","722","2","2.27","112101","0","112101","0","1","0","【마법】후열에서 기도로 서포트하는 실수투성이 무녀.\n마법 무효 배리어 스킬로 내구력을 높이고\n유니온 버스트는 HP 회복과 행동 속도 증가로 전황을 정비한다.","0","2021/11/16 15:00:00","2030/12/31 15:00:00","0"
"112201","카스미(매지컬)","카스미","112201","0","0","3","7","7","450","730","2","2.27","112201","0","112201","0","9","0","【마법】후열에서 방해 공작에 특화된 능력을 가진 마법 탐정.\n상대의 TP를 큰 폭으로 감소하는 스킬과 멀리 떨어진 적을\n속박 상태로 만드는 스킬로 상대방의 연계를 흐트러뜨린다.","0","2021/03/02 15:00:00","2030/12/31 15:00:00","0"
"112301","시오리(매지컬)","시오리","112301","0","1","1","8","8","450","712","1","1.97","112301","0","112301","0","5","0","【물리】후열에서 아군의 공격력 향상을 담당하는 마법 사냥꾼.\n유니온 버스트로 아군 전체의 물리 공격력을 크게 높이고\n스킬로는 범위 내 물리 공격력을 높여 빛나는 화살로 일격을 가한다.","0","2021/03/02 15:00:00","2030/12/31 15:00:00","0"
"112401","우즈키(데레마스)","우즈키","112401","0","1","3","4","4","450","370","1","2.24","112401","0","112401","0","18","0","【물리】중열에서 아군을 북돋으며 싸우는 큐트한 소녀.\n아군의 TP나 공격력을 올리는 스킬로 서포트하고,\n자신도 강력한 범위 공격으로 적을 베어버린다.","0","2022/04/05 15:00:00","2022/04/21 14:59:59","0"
"112501","린(데레마스)","린 데레마스","112501","0","1","3","4","4","450","153","1","2.215","112501","0","112501","0","18","0","【물리】전열에서 얼음을 생성하며 아군을 지키는 쿨한 소녀.\n눈앞의 적을 속박하는 스킬이나 도발로 행동을 방해하고,\n자신에게도 배리어를 펼쳐 철벽 같은 방어 능력을 발휘한다.","0","2022/04/05 15:00:00","2022/04/21 14:59:59","0"
"112601","미오(데레마스)","미오","112601","0","1","1","7","7","450","695","2","2.27","112601","0","112601","0","18","0","【마법】후열에서 공격과 방어, 두 방면에서 활약하는 의욕 넘치는\n소녀. 데미지를 받은 아군 중심으로 회복 마법으로 보조하면서\n마법 공격을 발휘해 적을 일망타진한다.","1","2021/03/30 15:00:00","2030/12/31 15:00:00","0"
"112701","린(레인저)","린","112701","0","0","3","6","6","450","422","1","2.19","112701","0","112701","0","3","0","【물리】중열에서 적의 수비진을 관통하는 도토리 레인저.\n전투 시작과 동시에 범위 내 적의 물리 방어력을 대폭으로 낮춰\n초반부터 큰 데미지를 줄 수 있는 전황을 만들어 낸다.","0","2021/05/31 15:00:00","2030/12/31 15:00:00","0"
"112801","마히루(레인저)","마히루","112801","0","0","3","6","6","450","390","1","2.19","112801","0","112801","0","5","0","【물리】중열에서 많은 수를 상대하는 것이 특기인 목장의 전사.\n상대를 날려버리는 스킬을 다용하여 적의 진형을 비집고 들어간다.\n범위 공격과 혼란 부여 스킬을 구사하여 단숨에 무찌른다.","0","2021/06/15 15:00:00","2030/12/31 15:00:00","0"
"112901","리노(원더)","리노","112901","0","0","3","8","8","450","730","1","1.97","112901","0","112901","0","6","0","【물리】후열에서 희망의 힘으로 싸우는 이상한 나라의 구세주.\n크리티컬하면 효과가 더해지는 스킬과 아군의 수가 많을수록\n위력이 올라가는 유니온 버스트로 적을 무찌른다.","0","2021/07/04 15:00:00","2030/12/31 15:00:00","0"
"113001","아유미(원더)","아유미","113001","0","1","1","6","6","450","508","1","2.34","113001","0","113001","0","12","0","【물리】중열에서 전장의 동향을 자유자재로 조종하는 흰토끼 소녀.\n적의 행동 속도를 줄이고, 아군의 속도를 올리는\n스킬과 적의 시간을 멈추는 스킬로 항상 아군을 지원한다.","0","2021/07/01 15:00:00","2030/12/31 15:00:00","0"
"113101","루카(여름)","루카","113101","0","1","3","27","27","450","192","1","1.3","113101","0","113101","0","6","0","【물리】전열에서 유려한 검실력을 선보이는 이른 여름의 누님.\n데미지를 준 횟수에 따라서 공격력이 오르는 스킬과\n양손에 든 쌍검의 수많은 참격으로 눈앞의 적을 베어버린다.","0","2024/09/22 15:00:00","2024/09/27 14:59:59","0"
"113201","안나(여름)","안나","113201","0","1","1","28","5","450","256","2","1.625","113201","0","113201","0","12","0","【마법】전열에서 모두에게 빌린 힘을 휘두르는 한여름의 명희.\n아군 전체의 마법 공격력을 대가로 자신의 마법 공격력을 극적으로\n높히고, 격렬한 공격 마법을 계속 날려 큰 데미지를 준다.","0","2021/08/02 15:00:00","2030/12/31 15:00:00","0"
"113301","나나카(여름)","나나카","113301","0","0","3","7","7","450","468","2","2.07","113301","0","113301","0","12","0","【마법】중열에서 많은 수를 상대하는 것이 특기인 한여름의 마법 소녀. 적의 수에 따라서 상승하는 방어력 다운 스킬이나\n다채로운 범위 공격을 다루며, 한여름의 싸움을 짱 귀엽게 제압한다.","0","2021/08/17 15:00:00","2030/12/31 15:00:00","0"
"113401","하츠네(여름)","하츠네","113401","0","1","3","29","7","450","567","2","1.92","113401","0","113401","0","12","0","【마법】중열에서 전체 마법 공격을 날리는 초능력 치어걸.\n유니온 버스트로 적 전체에 아주 큰 일격을 날리고\n그 후, 초능력을 발동한 반동때문에 베개를 끌어안고 꿈에 빠진다.","0","2024/09/22 15:00:00","2024/09/27 14:59:59","0"
"113501","미사토(여름)","미사토","113501","0","1","1","7","7","450","697","2","2.07","113501","0","113501","0","12","0","【마법】후열에서 적의 위협에서 학생을 지키는, 여름의 여신 같은 선생님.\n아군의 마법 방어력을 높이고, HP를 지속 회복하는 스킬과\n배리어를 펼치는 유니온 버스트로 아군을 견고하게 수호한다.","0","2021/09/01 15:00:00","2030/12/31 15:00:00","0"
"113601","쥰(여름)","쥰","113601","0","0","3","5","5","450","182","1","2","113601","0","113601","0","12","0","【물리】전열에서 업화를 거느리며 악을 무찌르는 한여름의 기사 단장.\n적 하나에게 데미지를 주면서 공격력을 높이는 유니온\n버스트와 화상을 주는 스킬을 다루어 적을 태워버린다.","0","2021/09/16 15:00:00","2030/12/31 15:00:00","0"
"113701","아카리(엔젤)","아카리","113701","0","0","3","7","7","450","530","2","1.92","113701","0","113701","0","12","0","【마법】중열에서 마법 공격을 날리는 천사 쌍둥이 여동생.\n지속시간이 짧지만 막대한 효과를 가진 강화 마법으로 자신의\n공격력을 크게 높여, 강대한 위력의 마법으로 적 하나를 날려버린다.","0","2021/10/05 15:00:00","2030/12/31 15:00:00","0"
"113801","요리(엔젤)","요리","113801","0","0","3","6","6","450","531","2","2.34","113801","0","113801","0","12","0","【마법】중열에서 보조 마법으로 아군을 돕는 쌍둥이 언니 천사.\n방어력을 대폭 높이며, 대상인 아군에게 적의 주의를\n끌게 하는 등, 특수하고 강력한 스킬을 구사하여 적을 농락한다.","0","2021/10/21 15:00:00","2030/12/31 15:00:00","0"
"113901","츠무기(할로윈)","츠무기","113901","0","1","3","2","2","450","152","1","2.375","113901","0","113901","0","12","0","【물리】전열에서 적의 물리 공격을 방해하는 흡혈귀 재단사.\n도발과 물리 무효 배리어, 그리고 가장 물리 공격력이 높은 적을\n노린 방해 스킬로 철벽 방어를 완성한다.","0","2024/11/22 15:00:00","2024/11/24 14:59:59","0"
"114001","레이(할로윈)","레이","114001","0","0","3","4","4","450","375","1","1.965","114001","0","114001","0","12","0","【물리】중열에서 다친 적을 죽음으로 유혹하는 고상한 검사.\nHP가 50% 미만인 적에게 날리면 위력이 크게 증가하는\n범위 공격을 반복하며 부상당한 적의 전의를 단숨에 꺾는다.","0","2021/11/16 15:00:00","2030/12/31 15:00:00","0"
"114101","마츠리(할로윈)","마츠리","114101","0","1","1","1","1","450","186","1","2.295","114101","0","114101","0","12","0","【물리】전열에서 날카로운 손톱을 마구 찌르는 할로윈 견습 기사.\n유니온 버스트 사용 횟수에 따라 강화되는 스킬로\n데미지와 행동 속도를 증가시키며 적을 베어 가른다.","0","2022/07/19 8:00:00","2030/12/31 15:00:00","0"
"114201","모니카(매지컬)","모니카","114201","0","0","3","4","4","450","528","1","2.24","114201","0","114201","0","12","0","【물리】중열에서 사랑과 희망의 힘을 가슴에 품고 지휘하는 마법 제독.\n유니온 버스트로 적 하나의 물리 방어력을 낮추고, 범위 내\n아군의 물리 공격력 증가 스킬로 단숨에 전황을 결정한다.","0","2021/12/01 15:00:00","2030/12/31 15:00:00","0"
"114301","토모(매지컬)","토모","114301","0","0","3","4","4","450","402","1","2","114301","0","114301","0","2","0","【물리】중열에서 정의의 힘을 마법에 실어 싸우는 마법 검사.\n자신의 물리 공격력을 마법 공격력에 더하는 마법 소녀의 힘과\n꾸준한 노력으로 획득한 검술로 화려한 마법 공격을 날린다.","0","2021/12/21 15:00:00","2030/12/31 15:00:00","0"
"114401","아키노(크리스마스)","아키노","114401","0","1","3","5","5","450","189","1","2","114401","0","114401","0","2","0","【물리】전열에서 아군의 서포트를 힘으로 삼아 싸우는, 성야의 영애.\n스테이터스 증가 효과를 받으면 증가하는 【성야의 반짝임】\n으로 스킬을 크게 강화하고, 성야를 장식하는 강렬한 일격을 날린다.","0","2025/01/16 15:00:00","2025/01/21 14:59:59","0"
