3dbf40f03b6ff2f1c8d9c39a89e6294e956a8d676a490029af30dbd9dd04236b,2710d234cc987095a3ebe5f03b6f1e97f15e250bc8ea7f14531e4e04c4f77e95,e9b0c157c3d862b74bba6c56d8f619d4d6b81ae872f33be9b88362f39ae81421,49c8227d47b570d30c3cdf42248e25a8e32c047da54e0e34b5a2a1133a479cc8,2d6942ce614ff4083d1fd7b411ded838105de61b179754f98421769f95e143b3,b0aa9836d92856e203662ebbbbeb80467055501fe7d57f5e7e0fe3fd47b4db03,c624f8f9ebee422137e0e5759f9cb72e50ce85822b957674d286df8d240ceaf2,81f604810a45520059b868ff08663b7199d04f089dcf72cd08b1311245b669bd,56477a760dd63fa5c66abdd6ab997d5e59c0c272ad28c7e86975f05126ccebb3,836f6c5d3b740f43fc2d788102e1273f0abea5a21f63234a33dc022ac2b728bd,7bad2245517dab1c69b4e3b0f88e65898cd3a3d12c089c8fb7c40dcb22884dd4
"1014501044","1014501","91","0","","","","","","",""
"1014501045","1014501","21","vo_adv_1014501","vo_adv_1014501_002","0","0","","","",""
"1014501046","1014501","11","101411","엇? 먹여준다고?\n아, 아니, 사양하겠네!\n그렇게까지 해줄 필요는……!\n확실히 오늘은 특별한 날이지만……!","5","1","1","0","0",""
"1014501047","1014501","91","0","","","","","","",""
"1014501048","1014501","21","vo_adv_1014501","vo_adv_1014501_003","0","0","","","",""
"1014501049","1014501","11","101411","특별한…… 음, 그렇지.\n생일 정도는 어리광을 부려도 괜찮은 건가.\n그럼, 나와 조수 둘만의 비밀이라고?\n아~앙…… 여, 역시 부끄럽군……","4","1","1","0","0",""
"1014501050","1014501","91","0","","","","","","",""
"1014501051","1014501","31","9","9","0","0","1","1","",""
"1014501052","1014501","131","0","","","","","","",""
"1014501053","1014501","22","0","1","0","0","","","",""
"1014501054","1014501","111","","","","","","","",""
"1014501055","1014501","91","0","","","","","","",""
"1015501001","1015501","1","1","101511","850","400","-220","1.5","1","cmn_talk_def_N"
"1015501002","1015501","31","8","8","0","0","1","1","",""
"1015501003","1015501","31","7","7","0","0","1","1","",""
"1015501004","1015501","31","50","50","0","0","1","1","",""
"1015501005","1015501","31","3","3","0","0","1","1","",""
"1015501006","1015501","31","2","2","0","0","1","1","",""
"1015501007","1015501","31","1","1","0","0","1","1","",""
"1015501008","1015501","31","12","12","0","0","1","0","",""
"1015501009","1015501","3","101511","blb_run_01","1","","","0.3","",""
"1015501010","1015501","2","101511","90","-220","1.3","0","","",""
"1015501011","1015501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1015501012","1015501","121","0","0","1.25","1.25","0","0","",""
"1015501013","1015501","32","12","1","0","0","1","1","",""
"1015501014","1015501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1015501015","1015501","93","1.3","","","","","","",""
"1015501016","1015501","3","101511","blb_stop","0","blb_idle","0","0.05","0.3",""
"1015501017","1015501","2","101511","80","-220","0.25","0","","",""
"1015501018","1015501","93","1.4","","","","","","",""
"1015501019","1015501","121","0","0","1.4","1.4","1","3","",""
"1015501020","1015501","131","1","","","","","","",""
"1015501021","1015501","3","101511","blb_blowout_03","0","blb_idle_02","1","0.3","0.3",""
"1015501022","1015501","93","0.7","","","","","","",""
"1015501023","1015501","32","12","0","0","0","1","1","",""
"1015501024","1015501","31","13","13","0","0","1","1","",""
"1015501025","1015501","93","0.2","","","","","","",""
"1015501026","1015501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1015501027","1015501","93","1.2","","","","","","",""
"1015501028","1015501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1015501029","1015501","31","4","4","0","0","1","1","",""
"1015501030","1015501","93","1","","","","","","",""
"1015501031","1015501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1015501032","1015501","3","101511","blb_idle_02","1","","0","0.3","",""
"1015501033","1015501","93","1.05","","","","","","",""
"1015501034","1015501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1015501035","1015501","31","6","6","0","0","1","1","",""
"1015501036","1015501","3","101511","blb_joy_04","0","blb_wish_04","1","0","",""
"1015501037","1015501","93","2","","","","","","",""
"1015501038","1015501","21","vo_adv_1015501","vo_adv_1015501_000","0","0","","","",""
"1015501039","1015501","13","101511","870","","","","","",""
"1015501040","1015501","11","101511","어머 어머~!\n선생님의 생일을\n축하해 주다니 착한 아이네♪\n무척 기뻐~!","5","1","1","0","0",""
"1015501041","1015501","91","0","","","","","","",""
"1015501042","1015501","21","vo_adv_1015501","vo_adv_1015501_001","0","0","","","",""
"1015501043","1015501","11","101511","네가 상냥한 모습 그대로 있어 주는 게\n선생님한테는\n최고의 선물이랍니다~!","5","1","1","0","0",""
"1015501044","1015501","91","0","","","","","","",""
"1015501045","1015501","21","vo_adv_1015501","vo_adv_1015501_002","0","0","","","",""
"1015501046","1015501","11","101511","거기다 이 얼마나 멋진 케이크인지♪\n선생님이랑 같이 먹자~!\n자, 커다란 입 벌려보렴?\n아~앙…… 응, 잘했어요~♪","4","1","1","0","0",""
"1015501047","1015501","91","0","","","","","","",""
"1015501048","1015501","21","vo_adv_1015501","vo_adv_1015501_003","0","0","","","",""
"1015501049","1015501","11","101511","후후, 앞으로도 쭉 착한 아이로\n있어 줘야 한다?\n꼬옥…… 오늘은 고마워♪","4","1","1","0","0",""
"1015501050","1015501","91","0","","","","","","",""
"1015501051","1015501","31","9","9","0","0","1","1","",""
"1015501052","1015501","131","0","","","","","","",""
"1015501053","1015501","22","0","1","0","0","","","",""
"1015501054","1015501","111","","","","","","","",""
"1015501055","1015501","91","0","","","","","","",""
"1016501001","1016501","1","1","101611","850","400","-220","1.5","1","cmn_talk_def_N"
"1016501002","1016501","31","8","8","0","0","1","1","",""
"1016501003","1016501","31","7","7","0","0","1","1","",""
"1016501004","1016501","31","24","24","0","0","1","1","",""
"1016501005","1016501","31","3","3","0","0","1","1","",""
"1016501006","1016501","31","2","2","0","0","1","1","",""
"1016501007","1016501","31","1","1","0","0","1","1","",""
"1016501008","1016501","31","12","12","0","0","1","0","",""
"1016501009","1016501","3","101611","blb_run_01","1","","","0.3","",""
"1016501010","1016501","2","101611","90","-220","1.3","0","","",""
"1016501011","1016501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1016501012","1016501","121","0","0","1.25","1.25","0","0","",""
"1016501013","1016501","32","12","1","0","0","1","1","",""
"1016501014","1016501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1016501015","1016501","93","1.3","","","","","","",""
"1016501016","1016501","3","101611","blb_stop","0","blb_idle","0","0.05","0.3",""
"1016501017","1016501","2","101611","80","-220","0.25","0","","",""
"1016501018","1016501","93","1.4","","","","","","",""
"1016501019","1016501","121","0","0","1.4","1.4","1","3","",""
"1016501020","1016501","131","1","","","","","","",""
"1016501021","1016501","3","101611","blb_blowout_02","0","blb_idle","1","0.3","0.3",""
"1016501022","1016501","93","0.7","","","","","","",""
"1016501023","1016501","32","12","0","0","0","1","1","",""
"1016501024","1016501","31","13","13","0","0","1","1","",""
"1016501025","1016501","93","0.2","","","","","","",""
"1016501026","1016501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1016501027","1016501","93","1.2","","","","","","",""
"1016501028","1016501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1016501029","1016501","31","4","4","0","0","1","1","",""
"1016501030","1016501","93","1","","","","","","",""
"1016501031","1016501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1016501032","1016501","3","101611","blb_idle","1","","0","0.3","",""
"1016501033","1016501","93","1.05","","","","","","",""
"1016501034","1016501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1016501035","1016501","31","6","6","0","0","1","1","",""
"1016501036","1016501","3","101611","blb_joy_03","0","blb_wish_03","1","0","",""
"1016501037","1016501","93","2","","","","","","",""
"1016501038","1016501","21","vo_adv_1016501","vo_adv_1016501_000","0","0","","","",""
"1016501039","1016501","13","101611","870","","","","","",""
"1016501040","1016501","11","101611","안녕~!\n내 생일 축하해 주는 거야?\n꺄하~! 진심 고마워!","5","1","1","0","0",""
"1016501041","1016501","91","0","","","","","","",""
"1016501042","1016501","21","vo_adv_1016501","vo_adv_1016501_001","0","0","","","",""
"1016501043","1016501","11","101611","완전 맛있어 보이는 케이크네!\n설마, 히데사이가 만들었다든가?","6","1","1","0","0",""
"1016501044","1016501","91","0","","","","","","",""
"1016501045","1016501","21","vo_adv_1016501","vo_adv_1016501_002","0","0","","","",""
"1016501046","1016501","11","101611","……어? 진짜야?\n대대대대박! 엄청 대단한데!?","5","1","1","0","0",""
"1016501047","1016501","91","0","","","","","","",""
"1016501048","1016501","21","vo_adv_1016501","vo_adv_1016501_003","0","0","","","",""
"1016501049","1016501","11","101611","저기 저기 저기!\n모처럼이니 나랑 함께 먹자!\n첫 한입은 히데사이부터?\n자, 아~~앙♪","4","1","1","0","0",""
"1016501050","1016501","91","0","","","","","","",""
"1016501051","1016501","21","vo_adv_1016501","vo_adv_1016501_004","0","0","","","",""
"1016501052","1016501","11","101611","……일 줄 알았지~!\n어라? 그 얼굴…… 평범하게 기대한 느낌?\n분위기 넘 잘 타서, 완전 웃긴데~!\n그럼, 다음은 진짜니까…… 아~~앙♪","4","1","1","0","0",""
"1016501053","1016501","91","0","","","","","","",""
"1016501054","1016501","21","vo_adv_1016501","vo_adv_1016501_005","0","0","","","",""
"1016501055","1016501","11","101611","축하해 줘서, 진심 고마워!\n하지만 아직 배 덜 부르고!\n그러니까 오늘은, 이후로도\n더~욱더 내 생축 부탁해♪","5","1","1","0","0",""
"1016501056","1016501","91","0","","","","","","",""
"1016501057","1016501","31","9","9","0","0","1","1","",""
"1016501058","1016501","131","0","","","","","","",""
"1016501059","1016501","22","0","1","0","0","","","",""
"1016501060","1016501","111","","","","","","","",""
"1016501061","1016501","91","0","","","","","","",""
"1017501001","1017501","1","1","101711","850","400","-220","1.5","1","cmn_talk_def_N"
"1017501002","1017501","31","8","8","0","0","1","1","",""
"1017501003","1017501","31","7","7","0","0","1","1","",""
"1017501004","1017501","31","34","34","0","0","1","1","",""
"1017501005","1017501","31","3","3","0","0","1","1","",""
"1017501006","1017501","31","2","2","0","0","1","1","",""
"1017501007","1017501","31","1","1","0","0","1","1","",""
"1017501008","1017501","31","12","12","0","0","1","0","",""
"1017501009","1017501","3","101711","blb_run_01","1","","","0.3","",""
"1017501010","1017501","2","101711","90","-220","1.3","0","","",""
"1017501011","1017501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1017501012","1017501","121","0","0","1.25","1.25","0","0","",""
"1017501013","1017501","32","12","1","0","0","1","1","",""
"1017501014","1017501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1017501015","1017501","93","1.3","","","","","","",""
"1017501016","1017501","3","101711","blb_stop","0","blb_idle","0","0.05","0.3",""
"1017501017","1017501","2","101711","80","-220","0.25","0","","",""
"1017501018","1017501","93","1.4","","","","","","",""
"1017501019","1017501","121","0","0","1.4","1.4","1","3","",""
"1017501020","1017501","131","1","","","","","","",""
"1017501021","1017501","3","101711","blb_blowout_02","0","blb_idle","1","0.3","0.3",""
"1017501022","1017501","93","0.7","","","","","","",""
"1017501023","1017501","32","12","0","0","0","1","1","",""
"1017501024","1017501","31","13","13","0","0","1","1","",""
"1017501025","1017501","93","0.2","","","","","","",""
"1017501026","1017501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1017501027","1017501","93","1.2","","","","","","",""
"1017501028","1017501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1017501029","1017501","31","4","4","0","0","1","1","",""
"1017501030","1017501","93","1","","","","","","",""
"1017501031","1017501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1017501032","1017501","3","101711","blb_idle","1","","0","0.3","",""
"1017501033","1017501","93","1.05","","","","","","",""
"1017501034","1017501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1017501035","1017501","31","6","6","0","0","1","1","",""
"1017501036","1017501","3","101711","blb_joy_02","0","blb_wish_02","1","0","",""
"1017501037","1017501","93","2","","","","","","",""
"1017501038","1017501","21","vo_adv_1017501","vo_adv_1017501_000","0","0","","","",""
"1017501039","1017501","13","101711","870","","","","","",""
"1017501040","1017501","11","101711","아하~♪\n어~엄청 큰 케이크네~!\n내 생일을\n축하해 줘서 고마워~!","5","1","1","0","0",""
"1017501041","1017501","91","0","","","","","","",""
"1017501042","1017501","21","vo_adv_1017501","vo_adv_1017501_001","0","0","","","",""
"1017501043","1017501","11","101711","너도 같이 먹자~\n기쁜 마음을 나누면\n모~두 행복해질 거야~♪","5","1","1","0","0",""
"1017501044","1017501","91","0","","","","","","",""
"1017501045","1017501","21","vo_adv_1017501","vo_adv_1017501_002","0","0","","","",""
"1017501046","1017501","11","101711","우~~~읏!\n역시 축하하는 날엔,\n노래랑 춤이 필요하지~!\n나한테 맡겨줘~!","5","1","1","0","0",""
"1017501047","1017501","91","0","","","","","","",""
"1017501048","1017501","21","vo_adv_1017501","vo_adv_1017501_003","0","0","","","",""
"1017501049","1017501","11","101711","자, 너도 같이 하자!\n춤출 줄 모른다고?\n그러면 나랑 딱 붙어있어~♪","5","1","1","0","0",""
"1017501050","1017501","91","0","","","","","","",""
"1017501051","1017501","21","vo_adv_1017501","vo_adv_1017501_004","0","0","","","",""
"1017501052","1017501","11","101711","이렇게 춤추면,\n몸이 저절로 움직이지~♪\n자자, 더 찰싹 붙어~\n……에헤헤, 떨어지면 안 돼~♪","6","1","1","0","0",""
"1017501053","1017501","91","0","","","","","","",""
"1017501054","1017501","31","9","9","0","0","1","1","",""
"1017501055","1017501","131","0","","","","","","",""
"1017501056","1017501","22","0","1","0","0","","","",""
"1017501057","1017501","111","","","","","","","",""
"1017501058","1017501","91","0","","","","","","",""
"1018501001","1018501","1","1","101811","850","400","-220","1.5","1","cmn_talk_def_N"
"1018501002","1018501","31","8","8","0","0","1","1","",""
"1018501003","1018501","31","7","7","0","0","1","1","",""
"1018501004","1018501","31","44","44","0","0","1","1","",""
"1018501005","1018501","31","3","3","0","0","1","1","",""
"1018501006","1018501","31","2","2","0","0","1","1","",""
"1018501007","1018501","31","1","1","0","0","1","1","",""
"1018501008","1018501","31","12","12","0","0","1","0","",""
"1018501009","1018501","3","101811","blb_run_01","1","","","0.3","",""
"1018501010","1018501","2","101811","90","-220","1.3","0","","",""
"1018501011","1018501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1018501012","1018501","121","0","0","1.25","1.25","0","0","",""
"1018501013","1018501","32","12","1","0","0","1","1","",""
"1018501014","1018501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1018501015","1018501","93","1.3","","","","","","",""
"1018501016","1018501","3","101811","blb_stop","0","blb_idle","0","0.05","0.3",""
"1018501017","1018501","2","101811","80","-220","0.25","0","","",""
"1018501018","1018501","93","1.4","","","","","","",""
"1018501019","1018501","121","0","0","1.4","1.4","1","3","",""
"1018501020","1018501","131","1","","","","","","",""
"1018501021","1018501","3","101811","blb_blowout_01","0","blb_idle","1","0.3","0.3",""
"1018501022","1018501","93","0.7","","","","","","",""
"1018501023","1018501","32","12","0","0","0","1","1","",""
"1018501024","1018501","31","13","13","0","0","1","1","",""
"1018501025","1018501","93","0.2","","","","","","",""
"1018501026","1018501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1018501027","1018501","93","1.2","","","","","","",""
"1018501028","1018501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1018501029","1018501","31","4","4","0","0","1","1","",""
"1018501030","1018501","93","1","","","","","","",""
"1018501031","1018501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1018501032","1018501","3","101811","blb_idle","1","","0","0.3","",""
"1018501033","1018501","93","1.05","","","","","","",""
"1018501034","1018501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1018501035","1018501","31","6","6","0","0","1","1","",""
"1018501036","1018501","3","101811","blb_joy_01","0","blb_wish_01","1","0","",""
"1018501037","1018501","93","2","","","","","","",""
"1018501038","1018501","21","vo_adv_1018501","vo_adv_1018501_000","0","0","","","",""
"1018501039","1018501","13","101811","870","","","","","",""
"1018501040","1018501","11","101811","후후, 소중한 학생에게\n생일 축하를 받다니,\n기뻐~!","5","1","1","0","0",""
"1018501041","1018501","91","0","","","","","","",""
"1018501042","1018501","21","vo_adv_1018501","vo_adv_1018501_001","0","0","","","",""
"1018501043","1018501","11","101811","이렇게 멋진 케이크도\n준비해 주고……\n네 상냥한 마음이야말로 최고의 선물이야.","6","1","1","0","0",""
"1018501044","1018501","91","0","","","","","","",""
"1018501045","1018501","21","vo_adv_1018501","vo_adv_1018501_002","0","0","","","",""
"1018501046","1018501","11","101811","네 선생님이 돼서 정말 다행이야.\n다름 아닌 이토록 따뜻한 마음을\n가르쳐줬으니까……","5","1","1","0","0",""
"1018501047","1018501","91","0","","","","","","",""
"1018501048","1018501","21","vo_adv_1018501","vo_adv_1018501_003","0","0","","","",""
"1018501049","1018501","11","101811","이렇게 가슴이 뜨거워진 건\n처음이야……\n있지, 앞으로도 더 가르쳐줄래?\n후후, 오늘은 고마워♪","5","1","1","0","0",""
"1018501050","1018501","91","0","","","","","","",""
"1018501051","1018501","31","9","9","0","0","1","1","",""
"1018501052","1018501","131","0","","","","","","",""
"1018501053","1018501","22","0","1","0","0","","","",""
"1018501054","1018501","111","","","","","","","",""
"1018501055","1018501","91","0","","","","","","",""
"1020501001","1020501","1","1","102011","850","400","-220","1.5","1","cmn_talk_def_N"
"1020501002","1020501","31","8","8","0","0","1","1","",""
"1020501003","1020501","31","7","7","0","0","1","1","",""
"1020501004","1020501","31","21","21","0","0","1","1","",""
"1020501005","1020501","31","3","3","0","0","1","1","",""
"1020501006","1020501","31","2","2","0","0","1","1","",""
"1020501007","1020501","31","1","1","0","0","1","1","",""
"1020501008","1020501","31","12","12","0","0","1","0","",""
"1020501009","1020501","3","102011","blb_run_01","1","","","0.3","",""
"1020501010","1020501","2","102011","90","-220","1.3","0","","",""
"1020501011","1020501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1020501012","1020501","121","0","0","1.25","1.25","0","0","",""
"1020501013","1020501","32","12","1","0","0","1","1","",""
"1020501014","1020501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1020501015","1020501","93","1.3","","","","","","",""
"1020501016","1020501","3","102011","blb_stop","0","blb_idle","0","0.05","0.3",""
"1020501017","1020501","2","102011","80","-220","0.25","0","","",""
"1020501018","1020501","93","1.4","","","","","","",""
"1020501019","1020501","121","0","0","1.4","1.4","1","3","",""
"1020501020","1020501","131","1","","","","","","",""
"1020501021","1020501","3","102011","blb_blowout_02","0","blb_idle","1","0.3","0.3",""
"1020501022","1020501","93","0.7","","","","","","",""
"1020501023","1020501","32","12","0","0","0","1","1","",""
"1020501024","1020501","31","13","13","0","0","1","1","",""
"1020501025","1020501","93","0.2","","","","","","",""
"1020501026","1020501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1020501027","1020501","93","1.2","","","","","","",""
"1020501028","1020501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1020501029","1020501","31","4","4","0","0","1","1","",""
"1020501030","1020501","93","1","","","","","","",""
"1020501031","1020501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1020501032","1020501","3","102011","blb_idle","1","","0","0.3","",""
"1020501033","1020501","93","1.05","","","","","","",""
"1020501034","1020501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1020501035","1020501","31","6","6","0","0","1","1","",""
"1020501036","1020501","3","102011","blb_joy_03","0","blb_wish_03","1","0","",""
"1020501037","1020501","93","2","","","","","","",""
"1020501038","1020501","21","vo_adv_1020501","vo_adv_1020501_000","0","0","","","",""
"1020501039","1020501","13","102011","870","","","","","",""
"1020501040","1020501","11","102011","와아~! 오빠\n미미의 생일을 축하해 주는구나~\n고마워~","5","1","1","0","0",""
"1020501041","1020501","91","0","","","","","","",""
"1020501042","1020501","21","vo_adv_1020501","vo_adv_1020501_001","0","0","","","",""
"1020501043","1020501","11","102011","이 케이크, 오빠가 만든 거야?\n대단해~! 케이크 가게 사장님 같아~!","5","1","1","0","0",""
"1020501044","1020501","91","0","","","","","","",""
"1020501045","1020501","21","vo_adv_1020501","vo_adv_1020501_002","0","0","","","",""
"1020501046","1020501","11","102011","정말 맛있어 보인다~\n하지만 이렇게나 큰 걸\n오빠랑 미미 둘이서\n먹을 수 있을까~?","5","1","1","0","0",""
"1020501047","1020501","91","0","","","","","","",""
"1020501048","1020501","21","vo_adv_1020501","vo_adv_1020501_003","0","0","","","",""
"1020501049","1020501","11","102011","뭐? 이 케이크, 쁘띠 그리핀도\n먹을 수 있다고?","6","1","1","0","0",""
"1020501050","1020501","91","0","","","","","","",""
"1020501051","1020501","21","vo_adv_1020501","vo_adv_1020501_004","0","0","","","",""
"1020501052","1020501","11","102011","와아~!\n다 함께 생일 파티, 기뻐~!\n오빠, 미미를 생각해 줘서\n고마워!","5","1","1","0","0",""
"1020501053","1020501","91","0","","","","","","",""
"1020501054","1020501","21","vo_adv_1020501","vo_adv_1020501_005","0","0","","","",""
"1020501055","1020501","11","102011","쁘띠 그리핀과 함께\n밖에서 케이크 먹자.\n가자, 오빠!\n랄랄라~♪","6","1","1","0","0",""
"1020501056","1020501","91","0","","","","","","",""
"1020501057","1020501","31","9","9","0","0","1","1","",""
"1020501058","1020501","131","0","","","","","","",""
"1020501059","1020501","22","0","1","0","0","","","",""
"1020501060","1020501","111","","","","","","","",""
"1020501061","1020501","91","0","","","","","","",""
"1021501001","1021501","1","1","102111","850","400","-220","1.5","1","cmn_talk_def_N"
"1021501002","1021501","31","8","8","0","0","1","1","",""
"1021501003","1021501","31","7","7","0","0","1","1","",""
"1021501004","1021501","31","30","30","0","0","1","1","",""
"1021501005","1021501","31","3","3","0","0","1","1","",""
"1021501006","1021501","31","2","2","0","0","1","1","",""
"1021501007","1021501","31","1","1","0","0","1","1","",""
"1021501008","1021501","31","12","12","0","0","1","0","",""
"1021501009","1021501","3","102111","blb_run_01","1","","","0.3","",""
"1021501010","1021501","2","102111","90","-220","1.3","0","","",""
"1021501011","1021501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1021501012","1021501","121","0","0","1.25","1.25","0","0","",""
"1021501013","1021501","32","12","1","0","0","1","1","",""
"1021501014","1021501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1021501015","1021501","93","1.3","","","","","","",""
"1021501016","1021501","3","102111","blb_stop","0","blb_idle","0","0.05","0.3",""
"1021501017","1021501","2","102111","80","-220","0.25","0","","",""
"1021501018","1021501","93","1.4","","","","","","",""
"1021501019","1021501","121","0","0","1.4","1.4","1","3","",""
"1021501020","1021501","131","1","","","","","","",""
"1021501021","1021501","3","102111","blb_blowout_03","0","blb_idle_02","1","0.3","0.3",""
"1021501022","1021501","93","0.7","","","","","","",""
"1021501023","1021501","32","12","0","0","0","1","1","",""
"1021501024","1021501","31","13","13","0","0","1","1","",""
"1021501025","1021501","93","0.2","","","","","","",""
"1021501026","1021501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1021501027","1021501","93","1.2","","","","","","",""
"1021501028","1021501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1021501029","1021501","31","4","4","0","0","1","1","",""
"1021501030","1021501","93","1","","","","","","",""
"1021501031","1021501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1021501032","1021501","3","102111","blb_idle_02","1","","0","0.3","",""
"1021501033","1021501","93","1.05","","","","","","",""
"1021501034","1021501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1021501035","1021501","31","6","6","0","0","1","1","",""
"1021501036","1021501","3","102111","blb_joy_05","0","blb_wish_05","1","0","",""
"1021501037","1021501","93","2","","","","","","",""
"1021501038","1021501","21","vo_adv_1021501","vo_adv_1021501_000","0","0","","","",""
"1021501039","1021501","13","102111","870","","","","","",""
"1021501040","1021501","11","102111","오빠,\n내 생일을 축하해 줘서\n고마워♪","6","1","1","0","0",""
"1021501041","1021501","91","0","","","","","","",""
"1021501042","1021501","21","vo_adv_1021501","vo_adv_1021501_001","0","0","","","",""
"1021501043","1021501","11","102111","이 케이크, 오빠가\n만들어준 거야?","6","1","1","0","0",""
"1021501044","1021501","91","0","","","","","","",""
"1021501045","1021501","21","vo_adv_1021501","vo_adv_1021501_002","0","0","","","",""
"1021501046","1021501","11","102111","여러 가지를 할 줄 아는\n오빠는 대단해……","6","1","1","0","0",""
"1021501047","1021501","91","0","","","","","","",""
"1021501048","1021501","21","vo_adv_1021501","vo_adv_1021501_003","0","0","","","",""
"1021501049","1021501","11","102111","오빠한테 지지 않도록\n나도 연기 말고도\n좀 더 여러 가지를 열심히 해야지…… 맞다!","5","1","1","0","0",""
"1021501050","1021501","91","0","","","","","","",""
"1021501051","1021501","21","vo_adv_1021501","vo_adv_1021501_004","0","0","","","",""
"1021501052","1021501","11","102111","오빠 생일에는\n열심히 요리를 만들게.\n그러니까, 그……\n기대해 준다면 기쁠 거야♪","4","1","1","0","0",""
"1021501053","1021501","91","0","","","","","","",""
"1021501054","1021501","31","9","9","0","0","1","1","",""
"1021501055","1021501","131","0","","","","","","",""
"1021501056","1021501","22","0","1","0","0","","","",""
"1021501057","1021501","111","","","","","","","",""
"1021501058","1021501","91","0","","","","","","",""
"1023501001","1023501","1","1","102311","850","400","-220","1.5","1","cmn_talk_def_N"
"1023501002","1023501","31","8","8","0","0","1","1","",""
"1023501003","1023501","31","7","7","0","0","1","1","",""
"1023501004","1023501","31","26","26","0","0","1","1","",""
"1023501005","1023501","31","3","3","0","0","1","1","",""
"1023501006","1023501","31","2","2","0","0","1","1","",""
"1023501007","1023501","31","1","1","0","0","1","1","",""
"1023501008","1023501","31","12","12","0","0","1","0","",""
"1023501009","1023501","3","102311","blb_run_01","1","","","0.3","",""
"1023501010","1023501","2","102311","90","-220","1.3","0","","",""
"1023501011","1023501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1023501012","1023501","121","0","0","1.25","1.25","0","0","",""
"1023501013","1023501","32","12","1","0","0","1","1","",""
"1023501014","1023501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1023501015","1023501","93","1.3","","","","","","",""
"1023501016","1023501","3","102311","blb_stop","0","blb_idle","0","0.05","0.3",""
"1023501017","1023501","2","102311","80","-220","0.25","0","","",""
"1023501018","1023501","93","1.4","","","","","","",""
"1023501019","1023501","121","0","0","1.4","1.4","1","3","",""
"1023501020","1023501","131","1","","","","","","",""
"1023501021","1023501","3","102311","blb_blowout_02","0","blb_idle","1","0.3","0.3",""
"1023501022","1023501","93","0.7","","","","","","",""
"1023501023","1023501","32","12","0","0","0","1","1","",""
"1023501024","1023501","31","13","13","0","0","1","1","",""
"1023501025","1023501","93","0.2","","","","","","",""
"1023501026","1023501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1023501027","1023501","93","1.2","","","","","","",""
"1023501028","1023501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1023501029","1023501","31","4","4","0","0","1","1","",""
"1023501030","1023501","93","1","","","","","","",""
"1023501031","1023501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1023501032","1023501","3","102311","blb_idle","1","","0","0.3","",""
"1023501033","1023501","93","1.05","","","","","","",""
"1023501034","1023501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1023501035","1023501","31","6","6","0","0","1","1","",""
"1023501036","1023501","3","102311","blb_joy_02","0","blb_wish_02","1","0","",""
"1023501037","1023501","93","2","","","","","","",""
"1023501038","1023501","21","vo_adv_1023501","vo_adv_1023501_000","0","0","","","",""
